0 21  1 0.6 -1
10 6 25 22 0.35 -1
10 5 26 22 0.316667 -1
10   23 1.05 -1
10   24 0.95 -1
10   25 0.233333 -1
10 15 5 25 0.316667 -1
10 8  25 0.466667 -1
10 12 19 26 0.286364 -1
10 15  26 0.345455 -1
10 27  26 0.381818 -1
10   27 0.233333 -1
10 13 14 27 0.316667 -1
10 26  27 0.466667 -1
10 4 6 28 0.407143 -1
10 26  28 0.6 -1
10 19  29 0.95 -1
11   0 0.95 -1
11   1 0.316667 -1
11 15  1 0.633333 -1
11 8 27 2 0.95 -1
11   3 0.525 -1
11   3 0.475 -1
11   4 0.95 -1
11   5 0.95 -1
11 9 23 6 0.315 -1
11 25 7 6 0.315 -1
11 3  6 0.42 -1
11 13  7 0.422222 -1
11 25 19 7 0.35 -1
11   7 0.211111 -1
11   8 0.271429 -1
11   8 0.3 -1
11 17 14 8 0.407143 -1
11 4  9 0.95 -1
11 19 18 10 0.95 -1
11 25  12 0.475 -1
11 15  12 0.525 -1
11   13 0.475 -1
11   13 0.475 -1
11 13 5 14 0.95 -1
11 4  15 0.42 -1
11   15 0.19 -1
11 13  15 0.42 -1
11 5 14 16 1.05 -1
11 29  17 0.475 -1
11 10  17 0.475 -1
11 27 20 18 0.35625 -1
11 7 15 18 0.39375 -1
11   18 0.2625 -1
11 4  19 1.05 -1
11 26  20 0.381818 -1
11 19  20 0.381818 -1
11 22 0 20 0.259091 -1
11 14  21 0.475 -1
11 17  21 0.475 -1
11 1  22 0.633333 -1
11   22 0.316667 -1
11 20  23 0.95 -1
11   24 0.35 -1
11 19  24 0.633333 -1
11 24 8 25 0.525 -1
11 13 29 25 0.525 -1
11 4 14 26 0.525 -1
11 13 29 26 0.525 -1
11 20  27 1.05 -1
11 8 17 28 0.95 -1
11 12  29 0.475 -1
11 20  29 0.525 -1
12 5  0 0.525 -1
12 6  0 0.525 -1
12 19  1 0.7 -1
12   1 0.316667 -1
12   2 0.316667 -1
12 15  2 0.633333 -1
12 29  3 0.42 -1
12 26 22 3 0.315 -1
12 14 29 3 0.315 -1
12 23  4 0.633333 -1
12   4 0.316667 -1
12   5 0.525 -1
12   5 0.525 -1
12   6 0.316667 -1
12   6 0.316667 -1
12   6 0.35 -1
12 13 17 7 1.05 -1
12 19 23 8 1.05 -1
12 24 7 9 0.316667 -1
12 18  9 0.422222 -1
12   9 0.233333 -1
12   10 0.2375 -1
12 13  10 0.475 -1
12   10 0.2625 -1
12 1 28 11 0.316667 -1
12 7  11 0.422222 -1
12   11 0.233333 -1
12   13 0.3 -1
12   13 0.3 -1
12 24 14 13 0.407143 -1
12   14 0.21 -1
12 5  14 0.38 -1
12 10  14 0.42 -1
12 11  15 0.38 -1
12 26  15 0.38 -1
12   15 0.21 -1
12 15  16 0.475 -1
12   16 0.2625 -1
12   16 0.2625 -1
12   17 0.95 -1
12 15  18 0.95 -1
12   19 0.95 -1
12 19  20 1.05 -1
12 2  21 0.633333 -1
12   21 0.316667 -1
12 15 28 22 0.475 -1
12 27 17 22 0.475 -1
12 5  23 0.6 -1
12 8 17 23 0.45 -1
12 4  24 0.42 -1
12 19  24 0.42 -1
12   24 0.21 -1
12 8  25 0.345455 -1
12 26 13 25 0.259091 -1
12 3  25 0.345455 -1
12 14  26 0.422222 -1
12 27 15 26 0.35 -1
12   26 0.233333 -1
12 25  27 0.95 -1
12 24 11 28 0.95 -1
12 19  29 0.422222 -1
12 17 19 29 0.316667 -1
12   29 0.211111 -1
13 26  0 0.475 -1
13 25  0 0.475 -1
13   1 1.05 -1
13 22 25 2 0.285 -1
13 6  2 0.38 -1
13 7 5 2 0.285 -1
13   3 1.05 -1
13   4 0.316667 -1
13 26  4 0.633333 -1
13   5 0.95 -1
13   6 0.42 -1
13 29 4 6 0.57 -1
13   7 0.95 -1
13   8 0.316667 -1
13   8 0.35 -1
13   8 0.35 -1
13   9 0.19 -1
13 17  9 0.42 -1
13 19  9 0.42 -1
13 17  10 0.7 -1
13   10 0.35 -1
13   11 0.525 -1
13   11 0.475 -1
13 14 21 12 0.63 -1
13   12 0.38 -1
13 29  14 0.422222 -1
13   14 0.233333 -1
13 16 25 14 0.35 -1
13 29  15 1.05 -1
13 8 14 16 0.45 -1
13 5  16 0.542857 -1
13   17 1.05 -1
13 22  18 0.42 -1
13 16 15 18 0.285 -1
13 4 17 18 0.285 -1
13   19 0.38 -1
13 5 1 19 0.57 -1
13 19 23 20 0.95 -1
13 22 19 21 0.525 -1
13 17 11 21 0.475 -1
13 2 5 22 0.259091 -1
13 12  22 0.381818 -1
13 25  22 0.381818 -1
13 12  23 0.6 -1
13 27 29 23 0.407143 -1
13 26 14 24 0.95 -1
13   25 1.05 -1
13 15  26 0.525 -1
13 9  26 0.525 -1
13   27 0.95 -1
13 4 26 28 1.05 -1
13 24 4 29 0.475 -1
13 24 12 29 0.525 -1
14   0 0.233333 -1
14 4  0 0.466667 -1
14 23 5 0 0.316667 -1
14   1 0.95 -1
14 12  2 0.316667 -1
14 26  2 0.35 -1
14 6  2 0.316667 -1
14 13  3 1.05 -1
14 29 6 4 0.475 -1
14 19 17 4 0.475 -1
14 23  5 0.42 -1
14 2 28 5 0.285 -1
14 22 6 5 0.315 -1
14 11  6 0.316667 -1
14 19  6 0.316667 -1
14 29  6 0.35 -1
14   7 0.38 -1
14 1 5 7 0.63 -1
14 19 6 8 0.407143 -1
14 25  8 0.6 -1
14 11  9 0.525 -1
14 12  9 0.475 -1
14 21  10 1.05 -1
14 25  11 0.38 -1
14 23 3 11 0.315 -1
14 24 17 11 0.285 -1
14   12 1.05 -1
14 22 12 13 0.45 -1
14 19  13 0.6 -1
14   15 0.38 -1
14 24 13 15 0.57 -1
14 19 9 16 0.286364 -1
14 12  16 0.345455 -1
14 15  16 0.345455 -1
14   17 0.3 -1
14   17 0.271429 -1
14 13 9 17 0.407143 -1
14 21  18 0.316667 -1
14 3  18 0.316667 -1
14 4  18 0.316667 -1
14 12  19 0.42 -1
14   19 0.21 -1
14 29  19 0.42 -1
14   20 1.05 -1
14   21 0.525 -1
14   21 0.525 -1
14   22 0.35 -1
14   22 0.316667 -1
14   22 0.316667 -1
14 20 6 23 0.95 -1
14 1 13 24 1.05 -1
14 20 10 25 0.315 -1
14 16  25 0.38 -1
14 20 1 25 0.315 -1
14 25 29 26 0.95 -1
14   27 0.525 -1
14   27 0.525 -1
14 17  28 0.95 -1
14   29 1.05 -1
15   0 0.316667 -1
15 25  0 0.633333 -1
15   1 0.233333 -1
15 20 9 1 0.316667 -1
15 2  1 0.422222 -1
15 8 19 2 0.45 -1
15 26  2 0.542857 -1
15 28 22 3 0.57 -1
15   3 0.42 -1
15 24 5 4 0.39375 -1
15 11 12 4 0.39375 -1
15   4 0.2625 -1
15 19 22 5 0.35 -1
15 12 10 5 0.316667 -1
15 6 7 5 0.35 -1
15 2  6 0.422222 -1
15 5 4 6 0.35 -1
15   6 0.211111 -1
15 13 11 7 0.63 -1
15   7 0.42 -1
15   8 0.95 -1
15   9 0.19 -1
15 14  9 0.42 -1
15 17  9 0.38 -1
15 25 18 10 0.315 -1
15 23  10 0.42 -1
15 12 27 10 0.285 -1
15 18 2 11 0.525 -1
15 29 12 11 0.525 -1
15   12 0.475 -1
15   12 0.525 -1
15   13 0.233333 -1
15 7  13 0.422222 -1
15 26 17 13 0.316667 -1
15   14 0.95 -1
15 25  16 0.422222 -1
15   16 0.233333 -1
15 4 22 16 0.316667 -1
15 6 27 17 0.95 -1
15 29 14 18 0.475 -1
15 6 16 18 0.525 -1
15 13  19 0.475 -1
15 17  19 0.525 -1
15 29  20 0.95 -1
15 13  21 0.35 -1
15 26  21 0.35 -1
15 16  21 0.35 -1
15   22 1.05 -1
15 22 29 23 0.35 -1
15 7 25 23 0.35 -1
15 19 10 23 0.316667 -1
15 25 26 24 1.05 -1
15 1 14 25 0.407143 -1
15 9  25 0.6 -1
15   26 1.05 -1
15   27 0.233333 -1
15 4 24 27 0.35 -1
15 25  27 0.466667 -1
15   28 1.05 -1
15   29 0.475 -1
15   29 0.525 -1
16 29  0 0.95 -1
16 17  1 1.05 -1
16 25  2 0.95 -1
16 1  3 0.95 -1
16   4 0.475 -1
16   4 0.475 -1
16   5 0.316667 -1
16 29  5 0.633333 -1
16 1 11 6 0.285 -1
16 29  6 0.38 -1
16 8 12 6 0.315 -1
16 3 20 7 0.35625 -1
16 6 22 7 0.39375 -1
16   7 0.2625 -1
16 15  8 1.05 -1
16 22  9 1.05 -1
16 11  10 1.05 -1
16 19 6 11 1.05 -1
16 19  12 0.542857 -1
16 25 24 12 0.407143 -1
16   13 0.2375 -1
16 1  13 0.525 -1
16   13 0.2625 -1
16   14 0.38 -1
16 13 20 14 0.63 -1
16 26  15 0.95 -1
16 12  17 0.38 -1
16   17 0.19 -1
16 14  17 0.38 -1
16   18 0.38 -1
16 26 5 18 0.63 -1
16 8 29 19 0.95 -1
16 14  20 0.7 -1
16   20 0.35 -1
16 8  21 1.05 -1
16 20 1 22 0.45 -1
16 25  22 0.542857 -1
16 15  23 0.95 -1
16 26  24 0.7 -1
16   24 0.35 -1
16 19  25 0.95 -1
16   26 1.05 -1
16 5  27 0.38 -1
16   27 0.21 -1
16 20  27 0.38 -1
16   28 0.2625 -1
16   28 0.2625 -1
16 22  28 0.525 -1
16   29 0.2625 -1
16 15  29 0.475 -1
16   29 0.2375 -1
17   0 0.95 -1
17 19 7 1 0.407143 -1
17   1 0.3 -1
17   1 0.271429 -1
17 18  2 0.38 -1
17 6  2 0.38 -1
17   2 0.21 -1
17 25 6 3 0.475 -1
17 26 19 3 0.475 -1
17 25  4 0.381818 -1
17 21 7 4 0.286364 -1
17 15  4 0.381818 -1
17 6  5 0.7 -1
17   5 0.316667 -1
17 18  6 0.542857 -1
17 29 26 6 0.45 -1
17 15 4 7 0.316667 -1
17   7 0.233333 -1
17 22  7 0.422222 -1
17 22  8 0.542857 -1
17 19 21 8 0.407143 -1
17 3 29 9 0.475 -1
17 22 2 9 0.525 -1
17 5  10 0.95 -1
17   11 1.05 -1
17 13  12 1.05 -1
17 27 19 13 0.39375 -1
17 15 22 13 0.35625 -1
17   13 0.2375 -1
17 12  14 0.95 -1
17 14 5 15 1.05 -1
17   16 0.2375 -1
17 15 29 16 0.35625 -1
17 22 14 16 0.35625 -1
17   18 0.525 -1
17   18 0.525 -1
17 13  19 0.542857 -1
17 25 10 19 0.407143 -1
17   20 0.211111 -1
17 23 4 20 0.35 -1
17 6  20 0.466667 -1
17 1 4 21 0.475 -1
17 11 27 21 0.525 -1
17   22 0.475 -1
17   22 0.475 -1
17 25 6 23 1.05 -1
17 13 7 24 0.285 -1
17 29  24 0.38 -1
17 25 8 24 0.315 -1
17 4  25 0.475 -1
17   25 0.2375 -1
17   25 0.2625 -1
17 15  26 0.475 -1
17 6  26 0.475 -1
17 5  27 0.95 -1
17 13 22 28 0.57 -1
