0 23  1 0.5 -1
1 39  11 0.333333 -1
1 16 24 12 1 -1
1   13 0.4 -1
1 29 33 13 0.6 -1
1   14 1 -1
1 0  15 0.5 -1
1 22  15 0.5 -1
1   16 0.333333 -1
1   16 0.333333 -1
1   16 0.333333 -1
1 30 10 17 0.375 -1
1   17 0.25 -1
1 27 29 17 0.375 -1
1 34 30 18 0.333333 -1
1 32 13 18 0.333333 -1
1 11 13 18 0.333333 -1
1 24 10 19 0.428571 -1
1 25  19 0.571429 -1
1   20 0.222222 -1
1 32 10 20 0.333333 -1
1 22  20 0.444444 -1
1 37 34 21 0.6 -1
1   21 0.4 -1
1   22 1 -1
1 32  23 1 -1
1 20 32 24 0.6 -1
1   24 0.4 -1
1   25 0.25 -1
1   25 0.25 -1
1 33  25 0.5 -1
1 37  26 0.666667 -1
1   26 0.333333 -1
1   27 1 -1
1 38  28 0.4 -1
1 6  28 0.4 -1
1   28 0.2 -1
1 3 34 29 0.428571 -1
1 14  29 0.571429 -1
1   30 1 -1
1 11  31 1 -1
1   32 0.333333 -1
1 20  32 0.666667 -1
1   33 1 -1
1 33 29 34 0.5 -1
1 12 5 34 0.5 -1
1 20  35 0.333333 -1
1 19  35 0.333333 -1
1 32  35 0.333333 -1
1   36 0.4 -1
1 11 29 36 0.6 -1
1 22  37 0.666667 -1
1   37 0.333333 -1
1 2  38 1 -1
1 12 20 39 1 -1
2   0 1 -1
2   1 1 -1
2 32 30 3 1 -1
2 10 6 4 1 -1
2 11  5 1 -1
2   6 0.5 -1
2   6 0.5 -1
2 23 37 7 1 -1
2 22  8 0.5 -1
2 9  8 0.5 -1
2 16 33 9 0.6 -1
2   9 0.4 -1
2 39  10 0.666667 -1
2   10 0.333333 -1
2 36 15 11 0.6 -1
2   11 0.4 -1
2 33 13 12 0.428571 -1
2   12 0.285714 -1
2   12 0.285714 -1
2 12 28 13 0.428571 -1
2 33  13 0.571429 -1
2 23  14 0.666667 -1
2   14 0.333333 -1
2 22  15 0.363636 -1
2 37 14 15 0.272727 -1
2 32  15 0.363636 -1
2 33 13 16 1 -1
2   17 1 -1
2 30  18 0.363636 -1
2 19  18 0.363636 -1
2 13 19 18 0.272727 -1
2 37 29 19 1 -1
2 39  20 1 -1
2 22 37 21 0.5 -1
2 12 6 21 0.5 -1
2 11 34 22 0.375 -1
2   22 0.25 -1
2 26 11 22 0.375 -1
2   23 0.5 -1
2   23 0.5 -1
2 3  24 0.666667 -1
2   24 0.333333 -1
2 37 1 25 0.6 -1
2   25 0.4 -1
2   26 1 -1
2 22  27 0.4 -1
2 33  27 0.4 -1
2   27 0.2 -1
2 0  28 1 -1
2   29 1 -1
2 13 27 30 0.6 -1
2   30 0.4 -1
2 6 1 31 0.428571 -1
2 30  31 0.571429 -1
2 20 24 32 0.333333 -1
2 10  32 0.444444 -1
2   32 0.222222 -1
2 21  33 0.5 -1
2 12  33 0.5 -1
2 32 24 34 0.333333 -1
2 16  34 0.444444 -1
2   34 0.222222 -1
2 21  35 0.4 -1
2 23  35 0.4 -1
2   35 0.2 -1
2 34 11 36 0.375 -1
2 28 35 36 0.375 -1
2   36 0.25 -1
2 33  37 0.5 -1
2 22  37 0.5 -1
2   38 0.333333 -1
2 1  38 0.666667 -1
2 20  39 0.5 -1
2 33  39 0.5 -1
3   0 0.333333 -1
3 24  0 0.666667 -1
3 32  1 1 -1
3   2 0.333333 -1
3 12  2 0.666667 -1
3 20  4 0.5 -1
3   4 0.25 -1
3   4 0.25 -1
3 10 27 5 1 -1
3 33 13 6 1 -1
3 8  7 1 -1
3   8 0.4 -1
3 28 20 8 0.6 -1
3 26 24 9 0.428571 -1
3   9 0.285714 -1
3   9 0.285714 -1
3 29  10 0.4 -1
3 33  10 0.4 -1
3   10 0.2 -1
3   11 1 -1
3   12 1 -1
3   13 1 -1
3 25  14 0.363636 -1
3 33 16 14 0.272727 -1
3 13  14 0.363636 -1
3 9  15 1 -1
3   16 0.5 -1
3   16 0.5 -1
3   17 1 -1
3   18 1 -1
3   19 0.2 -1
3 30  19 0.4 -1
3 13  19 0.4 -1
3   20 1 -1
3   21 1 -1
3 26  22 0.571429 -1
3 10 9 22 0.428571 -1
3   23 0.333333 -1
3 28  23 0.666667 -1
3   24 1 -1
3 20 5 25 0.428571 -1
3   25 0.285714 -1
3   25 0.285714 -1
3   26 1 -1
3   27 1 -1
3   28 0.285714 -1
3   28 0.285714 -1
3 31 9 28 0.428571 -1
3   29 0.5 -1
3   29 0.5 -1
3 33 28 30 0.3 -1
3 20  30 0.4 -1
3 24 16 30 0.3 -1
3   31 0.333333 -1
3   31 0.333333 -1
3   31 0.333333 -1
3   32 0.333333 -1
3   32 0.333333 -1
3   32 0.333333 -1
3 20  33 0.4 -1
3 32 11 33 0.3 -1
3 16 32 33 0.3 -1
3 11  34 1 -1
3 13 24 35 1 -1
3 10 32 36 1 -1
3   37 0.4 -1
3 13 5 37 0.6 -1
3   38 0.2 -1
3 13  38 0.4 -1
3 32  38 0.4 -1
3 37 10 39 0.6 -1
3   39 0.4 -1
4 9 26 0 0.3 -1
4 9 19 0 0.3 -1
4 27  0 0.4 -1
4   1 1 -1
4   2 0.25 -1
4 16 30 2 0.375 -1
4 6 25 2 0.375 -1
4 32 29 3 0.6 -1
4   3 0.4 -1
4 21 26 5 1 -1
4 23  6 0.666667 -1
4   6 0.333333 -1
4 30 33 7 0.5 -1
4 22 14 7 0.5 -1
4 37  8 0.666667 -1
4   8 0.333333 -1
4 3  9 1 -1
4   10 1 -1
4   11 0.25 -1
4 37  11 0.5 -1
4   11 0.25 -1
4 28  12 0.363636 -1
4 39  12 0.363636 -1
4 11 31 12 0.272727 -1
4   13 1 -1
4 3  14 0.444444 -1
4   14 0.222222 -1
4 9 22 14 0.333333 -1
4 33 32 15 0.375 -1
4   15 0.25 -1
4 11 23 15 0.375 -1
4 28  16 0.5 -1
4   16 0.25 -1
4   16 0.25 -1
4 15 32 17 0.272727 -1
4 8  17 0.363636 -1
4 16  17 0.363636 -1
4   18 0.25 -1
4 28 12 18 0.375 -1
4 27 22 18 0.375 -1
4 37  19 0.5 -1
4 5  19 0.5 -1
4   20 1 -1
4 1  21 0.571429 -1
4 29 20 21 0.428571 -1
4 29 15 22 1 -1
4 22 21 23 0.333333 -1
4   23 0.222222 -1
4 0  23 0.444444 -1
4 34  24 0.4 -1
4 37  24 0.4 -1
4   24 0.2 -1
4   25 0.222222 -1
4 14  25 0.444444 -1
4 34 16 25 0.333333 -1
4 21  26 0.5 -1
4 32  26 0.5 -1
4 13  27 0.571429 -1
4 39 26 27 0.428571 -1
4 30 29 28 0.428571 -1
4 13  28 0.571429 -1
4 20 26 29 1 -1
4   30 0.25 -1
4 23 8 30 0.375 -1
4 1 13 30 0.375 -1
4 24  31 1 -1
4 35 26 32 0.375 -1
4 3 16 32 0.375 -1
4   32 0.25 -1
4 8  33 0.666667 -1
4   33 0.333333 -1
4 27 30 34 1 -1
4 34  35 1 -1
4 3  36 0.333333 -1
4 33  36 0.333333 -1
4 26  36 0.333333 -1
4 20 0 37 1 -1
4 33  38 1 -1
4   39 1 -1
5 9 35 0 0.428571 -1
5   0 0.285714 -1
5   0 0.285714 -1
5   1 0.333333 -1
5   1 0.333333 -1
5   1 0.333333 -1
5 11 33 2 1 -1
5   3 0.4 -1
5 10 23 3 0.6 -1
5 32  4 1 -1
5 3  6 0.5 -1
5 35  6 0.5 -1
5   7 0.25 -1
5   7 0.25 -1
5 16  7 0.5 -1
5 14 30 8 0.428571 -1
5 22  8 0.571429 -1
5   9 1 -1
5 26 35 10 1 -1
5 33 9 11 1 -1
5 20 32 12 0.375 -1
5 29 11 12 0.375 -1
5   12 0.25 -1
5 33  13 0.666667 -1
5   13 0.333333 -1
5 27 3 14 1 -1
5 22  15 0.5 -1
5 32  15 0.5 -1
5   16 0.4 -1
5 22 19 16 0.6 -1
5 33  17 1 -1
5   18 0.5 -1
5   18 0.5 -1
5 34 16 19 0.5 -1
5 29 30 19 0.5 -1
5 26 0 20 0.428571 -1
5 32  20 0.571429 -1
5   21 0.333333 -1
5 10  21 0.666667 -1
5 20  22 0.363636 -1
5 19  22 0.363636 -1
5 34 28 22 0.272727 -1
5 32 16 23 0.5 -1
5 35 9 23 0.5 -1
5 20  24 0.444444 -1
5 26 19 24 0.333333 -1
5   24 0.222222 -1
5 33 30 25 0.5 -1
5 4 21 25 0.5 -1
5 29  26 0.444444 -1
5   26 0.222222 -1
5 3 28 26 0.333333 -1
5 20  27 1 -1
5 32 13 28 0.428571 -1
5 33  28 0.571429 -1
5 23  29 1 -1
5 19  30 0.571429 -1
5 34 14 30 0.428571 -1
5 33 10 31 0.272727 -1
5 34  31 0.363636 -1
5 16  31 0.363636 -1
5   32 0.333333 -1
5 11  32 0.666667 -1
5 6  33 0.4 -1
5 32 28 33 0.3 -1
5 3 32 33 0.3 -1
5   34 0.285714 -1
5 28 20 34 0.428571 -1
5   34 0.285714 -1
5   35 1 -1
5 2 13 36 0.428571 -1
5   36 0.285714 -1
5   36 0.285714 -1
5 3 0 37 0.6 -1
5   37 0.4 -1
5   38 1 -1
5   39 0.25 -1
5   39 0.25 -1
5 32  39 0.5 -1
6   0 0.5 -1
6   0 0.5 -1
6   1 1 -1
6 20 29 2 0.6 -1
6   2 0.4 -1
6   3 1 -1
6   4 0.285714 -1
6   4 0.285714 -1
6 20 16 4 0.428571 -1
6 20 8 5 0.333333 -1
6   5 0.222222 -1
6 14  5 0.444444 -1
6   7 0.25 -1
6   7 0.25 -1
6 33  7 0.5 -1
6 32 14 8 0.3 -1
6 26 9 8 0.3 -1
6 33  8 0.4 -1
6   9 1 -1
6 37 21 10 0.5 -1
6 9 23 10 0.5 -1
6 37 26 11 1 -1
6   12 0.5 -1
6   12 0.5 -1
6 39 16 13 0.428571 -1
6 25  13 0.571429 -1
6 26  14 1 -1
6 13 21 15 1 -1
6   16 0.4 -1
6 0 34 16 0.6 -1
6 9 30 17 0.6 -1
6   17 0.4 -1
6   18 1 -1
6   19 0.5 -1
6   19 0.5 -1
6 32 12 20 0.5 -1
6 26 32 20 0.5 -1
6   21 0.25 -1
6   21 0.25 -1
6 22  21 0.5 -1
6 8  22 0.571429 -1
6 24 1 22 0.428571 -1
6   23 1 -1
6 21 29 24 0.333333 -1
6 30 3 24 0.333333 -1
6 32 1 24 0.333333 -1
6   25 0.285714 -1
6   25 0.285714 -1
6 9 2 25 0.428571 -1
6   26 0.333333 -1
6 8  26 0.666667 -1
6 20 13 27 1 -1
6 20 11 28 0.5 -1
6 33 21 28 0.5 -1
6   29 1 -1
6   30 0.4 -1
6 9 16 30 0.6 -1
6   31 0.25 -1
6 8 17 31 0.375 -1
6 37 27 31 0.375 -1
6 22  32 0.4 -1
6 9 20 32 0.3 -1
6 15 10 32 0.3 -1
6 21  33 0.666667 -1
6   33 0.333333 -1
6   34 1 -1
6 13 3 35 0.6 -1
6   35 0.4 -1
6   36 1 -1
6 35 2 37 1 -1
6   38 0.333333 -1
6 24  38 0.666667 -1
6   39 1 -1
7 3 27 0 0.428571 -1
7 1  0 0.571429 -1
7 37 13 1 1 -1
7 33 32 2 0.428571 -1
7 22  2 0.571429 -1
7   3 1 -1
7 29  4 1 -1
7   5 1 -1
7 20  6 0.5 -1
7 8  6 0.5 -1
7 29 3 8 0.428571 -1
7 29  8 0.571429 -1
7   9 0.4 -1
7 20 33 9 0.6 -1
7 16  10 0.4 -1
7 9 14 10 0.3 -1
7 25 24 10 0.3 -1
7 30 0 11 0.6 -1
7   11 0.4 -1
7   12 0.333333 -1
7 39  12 0.666667 -1
7 2  13 0.444444 -1
7 25 24 13 0.333333 -1
7   13 0.222222 -1
7 2 32 14 0.6 -1
7   14 0.4 -1
7   15 0.222222 -1
7 33  15 0.444444 -1
7 28 26 15 0.333333 -1
7   16 0.333333 -1
7 9  16 0.666667 -1
7 3  17 1 -1
7 4 37 18 0.6 -1
7   18 0.4 -1
7 11 22 19 1 -1
7   20 0.5 -1
7   20 0.5 -1
7   21 1 -1
7 9  22 0.571429 -1
7 26 30 22 0.428571 -1
7   23 0.222222 -1
7 34  23 0.444444 -1
7 35 24 23 0.333333 -1
7   24 0.333333 -1
7   24 0.333333 -1
7   24 0.333333 -1
7 32  25 0.5 -1
7 33  25 0.5 -1
7   26 0.5 -1
7   26 0.5 -1
7 28  27 0.333333 -1
7 20  27 0.333333 -1
7 9  27 0.333333 -1
7   28 0.2 -1
7 10  28 0.4 -1
7 37  28 0.4 -1
7 20 13 29 0.333333 -1
7 0 33 29 0.333333 -1
7 20 9 29 0.333333 -1
7 16  30 1 -1
7 22 14 31 1 -1
7 33 0 32 1 -1
7   33 1 -1
7   34 1 -1
7 22 30 35 1 -1
7 33 30 36 0.428571 -1
7 6  36 0.571429 -1
7 32 11 37 0.5 -1
7 33 34 37 0.5 -1
7 14  38 1 -1
7   39 0.25 -1
7 12  39 0.5 -1
7   39 0.25 -1
8 32  0 1 -1
8 25 26 1 0.6 -1
8   1 0.4 -1
8 29 28 2 0.5 -1
8 32 26 2 0.5 -1
8 20 12 3 0.5 -1
8 22 32 3 0.5 -1
8 29  4 0.666667 -1
8   4 0.333333 -1
8 20  5 0.5 -1
8 29  5 0.5 -1
8 10  6 0.363636 -1
8 5 20 6 0.272727 -1
8 13  6 0.363636 -1
8 30 3 7 0.375 -1
8   7 0.25 -1
8 1 29 7 0.375 -1
8 26  9 0.5 -1
8 20  9 0.5 -1
8   10 0.285714 -1
8 30 32 10 0.428571 -1
8   10 0.285714 -1
8   11 1 -1
8 16  12 0.5 -1
8 14  12 0.5 -1
8   13 0.285714 -1
8   13 0.285714 -1
8 29 33 13 0.428571 -1
8 20 33 14 0.6 -1
8   14 0.4 -1
8 0  15 0.571429 -1
8 13 27 15 0.428571 -1
8 32 20 16 0.5 -1
8 26 10 16 0.5 -1
8 9 37 17 1 -1
8 39  18 0.571429 -1
8 0 10 18 0.428571 -1
8   19 1 -1
8   20 0.4 -1
8 32 34 20 0.6 -1
8   21 1 -1
8   22 0.333333 -1
8   22 0.333333 -1
8   22 0.333333 -1
8   23 1 -1
8 32  24 0.571429 -1
8 30 14 24 0.428571 -1
8   25 0.5 -1
8   25 0.5 -1
8   26 0.222222 -1
8 30 21 26 0.333333 -1
8 7  26 0.444444 -1
8 3  27 1 -1
8 32 0 28 0.333333 -1
8   28 0.222222 -1
8 21  28 0.444444 -1
8 33  29 0.444444 -1
8   29 0.222222 -1
8 1 16 29 0.333333 -1
8   30 0.2 -1
8 33  30 0.4 -1
8 26  30 0.4 -1
8   31 1 -1
8 39  32 0.444444 -1
8 33 26 32 0.333333 -1
8   32 0.222222 -1
8   33 0.333333 -1
8 10  33 0.666667 -1
8   34 0.5 -1
8   34 0.5 -1
8 22 33 35 0.3 -1
8 37  35 0.4 -1
8 27 3 35 0.3 -1
8 25  36 0.5 -1
8 13  36 0.5 -1
8 10 11 37 0.428571 -1
8 23  37 0.571429 -1
8 30 33 38 0.3 -1
8 32  38 0.4 -1
8 22 30 38 0.3 -1
8   39 0.25 -1
8 36 33 39 0.375 -1
8 23 28 39 0.375 -1
9 20 11 0 0.333333 -1
9 27  0 0.444444 -1
9   0 0.222222 -1
9 27  1 1 -1
9 16 35 2 0.333333 -1
9   2 0.222222 -1
9 34  2 0.444444 -1
9   3 0.4 -1
9 13 34 3 0.6 -1
9 22  4 1 -1
9 29  5 0.4 -1
9 3 33 5 0.3 -1
9 22 0 5 0.3 -1
9   6 1 -1
9 3  7 0.666667 -1
9   7 0.333333 -1
9   8 0.25 -1
9 6  8 0.5 -1
9   8 0.25 -1
9   10 0.25 -1
9   10 0.25 -1
9 26  10 0.5 -1
9   11 0.25 -1
9 30  11 0.5 -1
9   11 0.25 -1
9 10  12 0.4 -1
9 34  12 0.4 -1
9   12 0.2 -1
9 37 2 13 0.6 -1
9   13 0.4 -1
9   14 0.333333 -1
9 30  14 0.666667 -1
9 39 10 15 0.3 -1
9 39 14 15 0.3 -1
9 11  15 0.4 -1
9 28 34 16 0.333333 -1
9   16 0.222222 -1
9 26  16 0.444444 -1
9 29  17 0.363636 -1
9 16 25 17 0.272727 -1
9 33  17 0.363636 -1
9 30 38 18 0.375 -1
9   18 0.25 -1
9 30 37 18 0.375 -1
9 4  19 0.363636 -1
9 26 15 19 0.272727 -1
9 16  19 0.363636 -1
9 28  20 0.4 -1
9 26  20 0.4 -1
9   20 0.2 -1
9   21 1 -1
9   22 1 -1
9   23 1 -1
9   24 1 -1
9   25 0.285714 -1
9 29 35 25 0.428571 -1
9   25 0.285714 -1
9 27  26 0.666667 -1
9   26 0.333333 -1
9 16 3 27 0.333333 -1
9 14  27 0.444444 -1
9   27 0.222222 -1
9   28 0.4 -1
9 26 32 28 0.6 -1
9 6 5 29 0.272727 -1
9 24  29 0.363636 -1
9 27  29 0.363636 -1
9 29 35 30 0.428571 -1
9 24  30 0.571429 -1
9   31 0.222222 -1
9 6  31 0.444444 -1
9 20 29 31 0.333333 -1
9 33 3 32 1 -1
9 21  33 0.5 -1
9 37  33 0.5 -1
9 22 26 34 0.3 -1
9 29 2 34 0.3 -1
9 13  34 0.4 -1
9 6 10 35 0.375 -1
9 37 32 35 0.375 -1
9   35 0.25 -1
9   36 0.285714 -1
9 21 14 36 0.428571 -1
9   36 0.285714 -1
9   37 0.4 -1
9 26 30 37 0.6 -1
9   38 0.285714 -1
9 29 8 38 0.428571 -1
9   38 0.285714 -1
9 3 28 39 0.428571 -1
9 29  39 0.571429 -1
10 23  0 0.333333 -1
10 25  0 0.333333 -1
10 29  0 0.333333 -1
10 26 32 1 0.333333 -1
10 21 12 1 0.333333 -1
10 24 37 1 0.333333 -1
10 20 29 2 0.272727 -1
10 35  2 0.363636 -1
10 18  2 0.363636 -1
10 11  3 1 -1
10 32  4 0.363636 -1
10 33  4 0.363636 -1
10 16 27 4 0.272727 -1
10 34  5 0.666667 -1
10   5 0.333333 -1
10 30 9 6 1 -1
10 20  7 0.4 -1
10 16 3 7 0.3 -1
10 37 9 7 0.3 -1
10 11  8 0.666667 -1
10   8 0.333333 -1
10 20  9 0.571429 -1
10 25 39 9 0.428571 -1
10 20  11 1 -1
10   12 1 -1
10 21 27 13 1 -1
10   14 0.285714 -1
10 39 29 14 0.428571 -1
10   14 0.285714 -1
10 24  15 1 -1
10 29  16 0.666667 -1
10   16 0.333333 -1
10   17 0.25 -1
10 13  17 0.5 -1
10   17 0.25 -1
10   18 0.333333 -1
10 28  18 0.666667 -1
10 7  19 0.333333 -1
10 20  19 0.333333 -1
10 3  19 0.333333 -1
10 34  20 0.4 -1
10 8  20 0.4 -1
10   20 0.2 -1
10 27  21 0.333333 -1
10 29  21 0.333333 -1
10 5  21 0.333333 -1
10   22 1 -1
10 26  23 0.444444 -1
10   23 0.222222 -1
10 0 9 23 0.333333 -1
10 13 23 24 0.375 -1
10 20 32 24 0.375 -1
10   24 0.25 -1
10 20  25 0.666667 -1
10   25 0.333333 -1
10   26 0.25 -1
10   26 0.25 -1
10 3  26 0.5 -1
10 33 21 27 0.5 -1
10 13 26 27 0.5 -1
10   28 1 -1
10 20 12 29 0.428571 -1
10 30  29 0.571429 -1
10 27 3 30 0.5 -1
10 20 3 30 0.5 -1
10 34  31 0.571429 -1
10 3 11 31 0.428571 -1
10 21  32 1 -1
10 20 32 33 0.6 -1
10   33 0.4 -1
10 12 11 34 0.428571 -1
10 37  34 0.571429 -1
10 21  35 1 -1
10 11  36 0.666667 -1
10   36 0.333333 -1
10   37 0.25 -1
10   37 0.25 -1
10 20  37 0.5 -1
10   38 1 -1
10 29 32 39 0.6 -1
10   39 0.4 -1
11   0 0.5 -1
11   0 0.5 -1
11 5 37 1 1 -1
11 35 39 2 0.428571 -1
11 16  2 0.571429 -1
11 20  3 0.571429 -1
11 0 30 3 0.428571 -1
11 5 39 4 0.375 -1
11   4 0.25 -1
11 35 34 4 0.375 -1
11 21 9 5 1 -1
11 32  6 0.4 -1
11 9  6 0.4 -1
11   6 0.2 -1
11   7 1 -1
11 29 33 8 0.333333 -1
11   8 0.222222 -1
11 37  8 0.444444 -1
11 32 20 9 0.375 -1
11 5 29 9 0.375 -1
11   9 0.25 -1
11 16  10 1 -1
11   12 0.222222 -1
11 30  12 0.444444 -1
11 29 32 12 0.333333 -1
11 27 19 13 0.333333 -1
11   13 0.222222 -1
11 26  13 0.444444 -1
11 28  14 1 -1
11   15 0.222222 -1
11 21 7 15 0.333333 -1
11 21  15 0.444444 -1
11 3 10 16 1 -1
11 30  17 1 -1
11   18 0.25 -1
11 37 2 18 0.375 -1
11 29 13 18 0.375 -1
11   19 0.4 -1
11 23 20 19 0.6 -1
11   20 0.333333 -1
11   20 0.333333 -1
11   20 0.333333 -1
11 22  21 1 -1
11 33  22 0.4 -1
11 26  22 0.4 -1
11   22 0.2 -1
11 32  23 0.444444 -1
11 33 16 23 0.333333 -1
11   23 0.222222 -1
11 33  24 0.571429 -1
11 30 20 24 0.428571 -1
11 28  25 0.5 -1
11   25 0.25 -1
11   25 0.25 -1
11 34  26 0.4 -1
11   26 0.2 -1
11 6  26 0.4 -1
11 30 21 27 1 -1
11 0  28 0.5 -1
11 30  28 0.5 -1
11 34 37 29 0.6 -1
11   29 0.4 -1
11 32  30 0.5 -1
11 24  30 0.5 -1
11   31 0.4 -1
11 22 33 31 0.6 -1
11 29  32 1 -1
11   33 1 -1
11 30 21 34 0.333333 -1
11 29  34 0.444444 -1
11   34 0.222222 -1
11 24  35 0.5 -1
11 5  35 0.5 -1
11 12  36 0.444444 -1
11   36 0.222222 -1
11 16 32 36 0.333333 -1
11 22  37 1 -1
11 2  38 0.571429 -1
11 9 28 38 0.428571 -1
11 35  39 0.363636 -1
11 29 30 39 0.272727 -1
11 1  39 0.363636 -1
12 30 32 0 1 -1
12 35 26 1 0.375 -1
12   1 0.25 -1
12 22 10 1 0.375 -1
12 24 25 2 0.333333 -1
12   2 0.222222 -1
12 22  2 0.444444 -1
12 21 5 3 1 -1
12 11  4 0.5 -1
12 2  4 0.5 -1
12 13  5 0.666667 -1
12   5 0.333333 -1
12   6 0.285714 -1
12 29 33 6 0.428571 -1
12   6 0.285714 -1
12 16  7 0.5 -1
12 37  7 0.5 -1
12   8 1 -1
12 7  9 1 -1
12   10 0.4 -1
12 25 35 10 0.6 -1
12 13  11 0.5 -1
12 10  11 0.5 -1
12 33  13 0.5 -1
12 37  13 0.5 -1
12 5  14 0.444444 -1
12 20 29 14 0.333333 -1
12   14 0.222222 -1
12 11  15 1 -1
12 13 6 16 0.5 -1
12 0 3 16 0.5 -1
12   17 0.25 -1
12   17 0.25 -1
12 30  17 0.5 -1
12 24  18 0.666667 -1
12   18 0.333333 -1
12   19 0.5 -1
12   19 0.5 -1
12 32 26 20 0.428571 -1
12 7  20 0.571429 -1
12   21 1 -1
12   22 1 -1
12 33 10 23 1 -1
12   24 0.25 -1
12 5 13 24 0.375 -1
12 5 20 24 0.375 -1
12 11  25 0.333333 -1
12 6  25 0.333333 -1
12 16  25 0.333333 -1
12 3 30 26 0.5 -1
12 25 16 26 0.5 -1
12 26 24 27 0.428571 -1
12   27 0.285714 -1
12   27 0.285714 -1
12   28 1 -1
12 8 39 29 0.3 -1
12 1 6 29 0.3 -1
12 27  29 0.4 -1
12 2  30 1 -1
12 20  31 0.666667 -1
12   31 0.333333 -1
12 19  32 0.571429 -1
12 23 13 32 0.428571 -1
12 20  33 1 -1
12   34 0.4 -1
12 22 37 34 0.6 -1
12   35 0.5 -1
12   35 0.5 -1
12 26 28 36 0.6 -1
12   36 0.4 -1
12 34  37 0.444444 -1
12   37 0.222222 -1
12 6 20 37 0.333333 -1
12 33  38 0.444444 -1
12   38 0.222222 -1
12 25 32 38 0.333333 -1
12 15 6 39 0.5 -1
12 26 22 39 0.5 -1
13 29 31 0 1 -1
13   1 1 -1
13   2 0.2 -1
13 20  2 0.4 -1
13 35  2 0.4 -1
13   3 0.222222 -1
13 33 10 3 0.333333 -1
13 32  3 0.444444 -1
13 23 37 4 0.375 -1
13 29 6 4 0.375 -1
13   4 0.25 -1
13 34 33 5 0.428571 -1
13 20  5 0.571429 -1
13 29 32 6 0.6 -1
13   6 0.4 -1
13   7 0.285714 -1
13   7 0.285714 -1
13 16 30 7 0.428571 -1
13 22 24 8 0.5 -1
13 1 10 8 0.5 -1
13 22 2 9 0.375 -1
13   9 0.25 -1
13 28 10 9 0.375 -1
13   10 0.2 -1
13 14  10 0.4 -1
13 20  10 0.4 -1
13 26  11 0.666667 -1
13   11 0.333333 -1
13 32 28 12 0.5 -1
13 34 30 12 0.5 -1
13   14 0.4 -1
13 5 3 14 0.6 -1
13 9 30 15 0.333333 -1
13 3  15 0.444444 -1
13   15 0.222222 -1
13   16 1 -1
13   17 0.222222 -1
13 20 26 17 0.333333 -1
13 9  17 0.444444 -1
13   18 1 -1
13 20 25 19 0.6 -1
13   19 0.4 -1
13 36 3 20 1 -1
13 33 32 21 1 -1
13   22 0.222222 -1
13 36 29 22 0.333333 -1
13 20  22 0.444444 -1
13 33 29 23 1 -1
13   24 0.333333 -1
13 11  24 0.666667 -1
13   25 0.222222 -1
13 17  25 0.444444 -1
13 37 9 25 0.333333 -1
13   26 1 -1
13   27 0.333333 -1
13 30  27 0.666667 -1
13   28 1 -1
13 33  29 0.666667 -1
13   29 0.333333 -1
13 9  30 0.4 -1
13   30 0.2 -1
13 22  30 0.4 -1
13 26 36 31 1 -1
