0 20 47 1 1 -1
0 18  2 1 -1
3 5  16 1 -1
3 18 2 17 0.5 -1
3 47 38 17 0.5 -1
3 47  18 1 -1
3 38 29 19 1 -1
3 21  20 0.666667 -1
3   20 0.333333 -1
3   21 0.285714 -1
3 0 7 21 0.428571 -1
3   21 0.285714 -1
3 47  22 0.4 -1
3 16 48 22 0.3 -1
3 10 20 22 0.3 -1
3 21  23 0.4 -1
3 49 12 23 0.3 -1
3 49 35 23 0.3 -1
3   24 1 -1
3 2 15 25 1 -1
3 10  26 1 -1
3   27 0.25 -1
3   27 0.25 -1
3 35  27 0.5 -1
3   28 1 -1
3 38 30 29 1 -1
3   30 0.4 -1
3 21 27 30 0.6 -1
3 45  31 1 -1
3   32 1 -1
3 23  33 1 -1
3 41 45 34 1 -1
3   35 0.4 -1
3 42 8 35 0.6 -1
3   36 0.4 -1
3 29 24 36 0.6 -1
3 9 2 37 1 -1
3 5  38 0.571429 -1
3 49 48 38 0.428571 -1
3 40  39 0.571429 -1
3 4 23 39 0.428571 -1
3 48 36 40 0.333333 -1
3 39 11 40 0.333333 -1
3 31 14 40 0.333333 -1
3 44 35 41 1 -1
3   42 1 -1
3 7 29 43 0.5 -1
3 47 49 43 0.5 -1
3 47  44 1 -1
3 6 10 45 0.5 -1
3 43 47 45 0.5 -1
3   46 1 -1
3 21  47 1 -1
3 20 0 48 0.6 -1
3   48 0.4 -1
3   49 0.333333 -1
3   49 0.333333 -1
3   49 0.333333 -1
4 14  0 1 -1
4 2 49 1 0.5 -1
4 24 49 1 0.5 -1
4 13  2 0.363636 -1
4 48  2 0.363636 -1
4 3 43 2 0.272727 -1
4 5 44 3 0.333333 -1
4   3 0.222222 -1
4 0  3 0.444444 -1
4   5 0.333333 -1
4 30  5 0.666667 -1
4 49  6 0.4 -1
4   6 0.2 -1
4 18  6 0.4 -1
4 13 29 7 1 -1
4 14 20 8 0.3 -1
4 43 35 8 0.3 -1
4 7  8 0.4 -1
4 21  9 0.4 -1
4 40  9 0.4 -1
4   9 0.2 -1
4 43  10 0.571429 -1
4 34 44 10 0.428571 -1
4 0  11 0.5 -1
4 10  11 0.5 -1
4   12 0.4 -1
4 2 31 12 0.6 -1
4 24  13 0.444444 -1
4   13 0.222222 -1
4 10 21 13 0.333333 -1
4 38  14 1 -1
4 18  15 1 -1
4 0 49 16 0.3 -1
4 7 45 16 0.3 -1
4 23  16 0.4 -1
4 10  17 0.571429 -1
4 13 18 17 0.428571 -1
4   18 0.333333 -1
4 30  18 0.666667 -1
4   19 0.222222 -1
4 35 18 19 0.333333 -1
4 38  19 0.444444 -1
4 43 10 20 0.5 -1
4 16 27 20 0.5 -1
4 24 7 21 0.5 -1
4 10 35 21 0.5 -1
4   22 1 -1
4   23 1 -1
4   24 0.25 -1
4 21  24 0.5 -1
4   24 0.25 -1
4 35 11 25 1 -1
4 21 38 26 1 -1
4   27 0.4 -1
4 23 14 27 0.6 -1
4   28 0.25 -1
4 15 2 28 0.375 -1
4 11 30 28 0.375 -1
4   29 0.25 -1
4 15 13 29 0.375 -1
4 40 16 29 0.375 -1
4   30 0.2 -1
4 13  30 0.4 -1
4 7  30 0.4 -1
4 48  31 0.571429 -1
4 9 18 31 0.428571 -1
4   32 0.285714 -1
4   32 0.285714 -1
4 49 43 32 0.428571 -1
4 47 41 33 0.5 -1
4 35 11 33 0.5 -1
4 44 43 34 0.428571 -1
4   34 0.285714 -1
4   34 0.285714 -1
4   35 1 -1
4   36 0.2 -1
4 21  36 0.4 -1
4 38  36 0.4 -1
4   37 0.25 -1
4 32  37 0.5 -1
4   37 0.25 -1
4 3 20 38 1 -1
4 2  39 0.5 -1
4 37  39 0.5 -1
4   40 0.5 -1
4   40 0.5 -1
4   41 0.333333 -1
4 0  41 0.666667 -1
4   42 0.4 -1
4 23 20 42 0.6 -1
4 5 37 43 0.428571 -1
4 24  43 0.571429 -1
4 12 37 44 0.375 -1
4 24 36 44 0.375 -1
4   44 0.25 -1
4   45 0.25 -1
4 44  45 0.5 -1
4   45 0.25 -1
4 3  46 1 -1
4 10 34 47 1 -1
4 20  48 1 -1
4   49 0.333333 -1
4 14  49 0.666667 -1
5   0 0.333333 -1
5 39  0 0.666667 -1
5   1 0.2 -1
5 40  1 0.4 -1
5 7  1 0.4 -1
5 13 43 2 1 -1
5 41  3 0.666667 -1
5   3 0.333333 -1
5   4 0.2 -1
5 2  4 0.4 -1
5 18  4 0.4 -1
5   6 0.333333 -1
5   6 0.333333 -1
5   6 0.333333 -1
5 13 40 7 0.428571 -1
5 41  7 0.571429 -1
5 21 37 8 0.428571 -1
5 13  8 0.571429 -1
5 38  9 0.5 -1
5 46  9 0.5 -1
5 41 26 10 0.5 -1
5 49 2 10 0.5 -1
5 6 15 11 0.3 -1
5 44 37 11 0.3 -1
5 47  11 0.4 -1
5   12 1 -1
5 10  13 1 -1
5 2 0 14 1 -1
5 49  15 0.5 -1
5 3  15 0.5 -1
5   16 1 -1
5 24 27 17 0.5 -1
5 48 14 17 0.5 -1
5 36  18 0.4 -1
5 44 11 18 0.3 -1
5 35 43 18 0.3 -1
5   19 0.5 -1
5   19 0.5 -1
5   20 0.333333 -1
5 36  20 0.666667 -1
5 14  21 0.333333 -1
5 0  21 0.333333 -1
5 35  21 0.333333 -1
5   22 0.25 -1
5 16  22 0.5 -1
5   22 0.25 -1
5 43 3 23 0.428571 -1
5 48  23 0.571429 -1
5   24 0.333333 -1
5 2  24 0.666667 -1
5   25 0.25 -1
5 18 48 25 0.375 -1
5 24 35 25 0.375 -1
5   26 0.25 -1
5 18  26 0.5 -1
5   26 0.25 -1
5   27 0.333333 -1
5   27 0.333333 -1
5   27 0.333333 -1
5   28 0.25 -1
5   28 0.25 -1
5 33  28 0.5 -1
5 4  29 0.333333 -1
5 30  29 0.333333 -1
5 42  29 0.333333 -1
5   30 0.333333 -1
5 44  30 0.666667 -1
5   31 1 -1
5 39 21 32 0.375 -1
5   32 0.25 -1
5 24 40 32 0.375 -1
5 9  33 0.4 -1
5   33 0.2 -1
5 4  33 0.4 -1
5   34 0.333333 -1
5   34 0.333333 -1
5   34 0.333333 -1
5 23 42 35 0.333333 -1
5 47 40 35 0.333333 -1
5 21 42 35 0.333333 -1
5 49 45 36 1 -1
5   37 1 -1
5 41  38 0.4 -1
5   38 0.2 -1
5 2  38 0.4 -1
5   39 0.333333 -1
5 41  39 0.666667 -1
5 21 18 40 0.6 -1
5   40 0.4 -1
5   41 1 -1
5   42 1 -1
5 11 36 43 1 -1
5 2  44 0.4 -1
5 45  44 0.4 -1
5   44 0.2 -1
5   45 0.4 -1
5 35 42 45 0.6 -1
5 18 17 46 0.6 -1
5   46 0.4 -1
5   47 0.25 -1
5 41  47 0.5 -1
5   47 0.25 -1
5 21  48 0.5 -1
5 9  48 0.5 -1
5 23 41 49 0.333333 -1
5 23 28 49 0.333333 -1
5 18 24 49 0.333333 -1
6   0 0.333333 -1
6 34  0 0.666667 -1
6 47 2 1 0.375 -1
6   1 0.25 -1
6 29 38 1 0.375 -1
6 12  2 0.333333 -1
6 7  2 0.333333 -1
6 45  2 0.333333 -1
6 21 45 3 1 -1
6 47  4 0.5 -1
6 3  4 0.5 -1
6 16  5 0.571429 -1
6 7 15 5 0.428571 -1
6   7 1 -1
6 14 47 8 0.333333 -1
6 35  8 0.444444 -1
6   8 0.222222 -1
6   9 0.5 -1
6   9 0.5 -1
6   10 0.25 -1
6   10 0.25 -1
6 21  10 0.5 -1
6 44  11 0.444444 -1
6 31 41 11 0.333333 -1
6   11 0.222222 -1
6   12 1 -1
6   13 0.222222 -1
6 11 10 13 0.333333 -1
6 14  13 0.444444 -1
6 41  14 1 -1
6   15 0.5 -1
6   15 0.5 -1
6 48 2 16 0.333333 -1
6 11  16 0.444444 -1
6   16 0.222222 -1
6   17 0.25 -1
6   17 0.25 -1
6 18  17 0.5 -1
6   18 1 -1
6 47 30 19 1 -1
6 44 2 20 0.5 -1
6 3 30 20 0.5 -1
6   21 0.25 -1
6 37  21 0.5 -1
6   21 0.25 -1
6   22 0.333333 -1
6 10  22 0.666667 -1
6   23 1 -1
6 31 45 24 0.428571 -1
6   24 0.285714 -1
6   24 0.285714 -1
6   25 1 -1
6   26 0.25 -1
6 18 21 26 0.375 -1
6 13 43 26 0.375 -1
6   27 1 -1
6 40  28 0.4 -1
6 27  28 0.4 -1
6   28 0.2 -1
6 35 40 29 1 -1
6   30 0.5 -1
6   30 0.5 -1
6   31 1 -1
6 45  32 0.444444 -1
6   32 0.222222 -1
6 34 37 32 0.333333 -1
6   33 1 -1
6 49  34 0.571429 -1
6 48 31 34 0.428571 -1
6 43 3 35 1 -1
6 48  36 0.4 -1
6 5  36 0.4 -1
6   36 0.2 -1
6 42  37 0.666667 -1
6   37 0.333333 -1
6   38 0.5 -1
6   38 0.5 -1
6 8 35 39 0.5 -1
6 11 45 39 0.5 -1
6 36  40 1 -1
6   41 1 -1
6 41 47 42 1 -1
6 45  43 0.5 -1
6 10  43 0.5 -1
6   44 0.4 -1
6 45 20 44 0.6 -1
6   45 0.4 -1
6 8 10 45 0.6 -1
6 49  46 0.666667 -1
6   46 0.333333 -1
6 0  47 0.571429 -1
6 13 35 47 0.428571 -1
6 17  48 1 -1
6   49 0.285714 -1
6 21 31 49 0.428571 -1
6   49 0.285714 -1
7   0 1 -1
7   1 0.333333 -1
7 3  1 0.666667 -1
7   2 0.2 -1
7 5  2 0.4 -1
7 21  2 0.4 -1
7   3 1 -1
7 9 41 4 1 -1
7 18 31 5 0.5 -1
7 26 0 5 0.5 -1
7   6 1 -1
7   8 0.285714 -1
7   8 0.285714 -1
7 11 30 8 0.428571 -1
7   9 1 -1
7 21  10 1 -1
7 13  11 0.5 -1
7 17  11 0.5 -1
7 44 1 12 0.272727 -1
7 9  12 0.363636 -1
7 24  12 0.363636 -1
7 37  13 0.4 -1
7 0 38 13 0.3 -1
7 47 49 13 0.3 -1
7 5  14 0.4 -1
7   14 0.2 -1
7 36  14 0.4 -1
7   15 0.5 -1
7   15 0.5 -1
7 2  16 0.363636 -1
7 48  16 0.363636 -1
7 21 45 16 0.272727 -1
7 47  17 0.5 -1
7 18  17 0.5 -1
7   18 1 -1
7 0  19 1 -1
7 24 37 20 1 -1
7   21 1 -1
7 8 4 22 1 -1
7 41  23 0.666667 -1
7   23 0.333333 -1
7   24 1 -1
7 35 2 25 1 -1
7 47  26 1 -1
7   27 1 -1
7 2  28 0.571429 -1
7 33 35 28 0.428571 -1
7 0  29 1 -1
7   30 1 -1
7 21 44 31 0.428571 -1
7 49  31 0.571429 -1
7   32 0.333333 -1
7 2  32 0.666667 -1
7 49  33 0.4 -1
7 30  33 0.4 -1
7   33 0.2 -1
7 48  34 0.363636 -1
7 26 33 34 0.272727 -1
7 21  34 0.363636 -1
7   35 0.25 -1
7 38  35 0.5 -1
7   35 0.25 -1
7 40  36 0.363636 -1
7 21  36 0.363636 -1
7 10 32 36 0.272727 -1
7 48 20 37 1 -1
7 21  38 1 -1
7   39 0.333333 -1
7 45  39 0.666667 -1
7   40 0.333333 -1
7 10  40 0.666667 -1
7   41 0.222222 -1
7 28 33 41 0.333333 -1
7 30  41 0.444444 -1
7   42 0.222222 -1
7 21 20 42 0.333333 -1
7 44  42 0.444444 -1
7   43 0.5 -1
7   43 0.5 -1
7 13  44 0.4 -1
7   44 0.2 -1
7 6  44 0.4 -1
7 37  45 0.4 -1
7 36  45 0.4 -1
7   45 0.2 -1
7 20 37 46 0.333333 -1
7 27 37 46 0.333333 -1
7 35 30 46 0.333333 -1
7   47 1 -1
7 17 10 48 0.428571 -1
7 45  48 0.571429 -1
7 9  49 1 -1
8 27 43 0 0.3 -1
8 11 40 0 0.3 -1
8 1  0 0.4 -1
8 6 38 1 0.3 -1
8 47 46 1 0.3 -1
8 0  1 0.4 -1
8 17  2 0.571429 -1
8 5 18 2 0.428571 -1
8 34  3 0.571429 -1
8 18 11 3 0.428571 -1
8 2 37 4 1 -1
8 30 10 5 1 -1
8 39 0 6 1 -1
8   7 1 -1
8   9 0.5 -1
8   9 0.5 -1
8 44  10 0.5 -1
8 20  10 0.5 -1
8 43  11 0.5 -1
8 49  11 0.5 -1
8   12 1 -1
8 48  13 1 -1
8   14 1 -1
8   15 0.4 -1
8 10 33 15 0.6 -1
8   16 0.333333 -1
8 12  16 0.666667 -1
8 24  17 1 -1
8   18 0.5 -1
8   18 0.5 -1
8   19 0.25 -1
8   19 0.25 -1
8 3  19 0.5 -1
8   20 0.5 -1
8   20 0.5 -1
8   21 1 -1
8   22 1 -1
8 12 17 23 1 -1
8 11  24 1 -1
8   25 1 -1
8 23 45 26 0.5 -1
8 41 10 26 0.5 -1
8   27 1 -1
8 37  28 1 -1
8   29 1 -1
8 3 1 30 0.5 -1
8 3 0 30 0.5 -1
8   31 1 -1
8 35  32 0.333333 -1
8 11  32 0.333333 -1
8 3  32 0.333333 -1
8   33 0.25 -1
8 39 9 33 0.375 -1
8 48 24 33 0.375 -1
8 48 13 34 0.5 -1
8 0 48 34 0.5 -1
8   35 0.25 -1
8   35 0.25 -1
8 11  35 0.5 -1
8 23  36 1 -1
8   37 0.333333 -1
8 11  37 0.666667 -1
8   38 0.4 -1
8 35 15 38 0.6 -1
8 32  39 1 -1
8   40 1 -1
8 24  41 0.363636 -1
8 1  41 0.363636 -1
8 14 47 41 0.272727 -1
8 43  42 0.571429 -1
8 21 30 42 0.428571 -1
8 48  43 0.4 -1
8   43 0.2 -1
8 12  43 0.4 -1
8 27  44 1 -1
8 21 49 45 1 -1
8 41  46 0.363636 -1
8 33  46 0.363636 -1
8 41 31 46 0.272727 -1
8 13 6 47 1 -1
8 0 5 48 1 -1
8 2 40 49 1 -1
9 43 14 0 0.333333 -1
9 47 38 0 0.333333 -1
9 27 12 0 0.333333 -1
9 24 35 1 0.6 -1
9   1 0.4 -1
9 49 31 2 0.6 -1
9   2 0.4 -1
9 21 31 3 0.5 -1
9 45 47 3 0.5 -1
9   4 1 -1
9   5 0.4 -1
9 38 25 5 0.6 -1
9 40 34 6 1 -1
9 16 38 7 1 -1
9   8 0.25 -1
9 18  8 0.5 -1
9   8 0.25 -1
9   10 1 -1
9 38 23 11 0.3 -1
9 48  11 0.4 -1
9 37 0 11 0.3 -1
9   12 0.333333 -1
9 37  12 0.666667 -1
9 17 31 13 0.3 -1
9 41  13 0.4 -1
9 26 24 13 0.3 -1
9 44  14 1 -1
9   15 1 -1
9 45  16 1 -1
9   17 0.25 -1
9 10 49 17 0.375 -1
9 42 41 17 0.375 -1
9   18 0.2 -1
9 47  18 0.4 -1
9 48  18 0.4 -1
9 41 29 19 0.428571 -1
9 43  19 0.571429 -1
9 0 40 20 1 -1
9 16 43 21 0.5 -1
9 8 24 21 0.5 -1
9 39  22 0.5 -1
9   22 0.25 -1
9   22 0.25 -1
9 7 44 23 0.3 -1
9 7 32 23 0.3 -1
9 2  23 0.4 -1
9 44  24 0.5 -1
9   24 0.25 -1
9   24 0.25 -1
9 11  25 0.666667 -1
9   25 0.333333 -1
9 14 27 26 1 -1
9 8 38 27 0.5 -1
9 13 45 27 0.5 -1
9   28 0.25 -1
9 32  28 0.5 -1
9   28 0.25 -1
9   29 1 -1
9   30 0.2 -1
9 41  30 0.4 -1
9 39  30 0.4 -1
9 22 43 31 0.3 -1
9 7 30 31 0.3 -1
9 10  31 0.4 -1
9 30 20 32 1 -1
9 21  33 0.363636 -1
9 24  33 0.363636 -1
9 20 36 33 0.272727 -1
9   34 1 -1
9 17 0 35 1 -1
9   36 0.5 -1
9   36 0.5 -1
9 48  37 0.5 -1
9   37 0.25 -1
9   37 0.25 -1
9 21  38 0.5 -1
9   38 0.25 -1
9   38 0.25 -1
9 5 48 39 1 -1
9   40 0.4 -1
9 16 11 40 0.6 -1
9 23 40 41 0.375 -1
9 2 45 41 0.375 -1
9   41 0.25 -1
9 15  42 0.5 -1
9 43  42 0.5 -1
9 49 7 43 1 -1
9   44 0.5 -1
9   44 0.5 -1
9 6 3 45 0.333333 -1
9 0 37 45 0.333333 -1
9 48 1 45 0.333333 -1
9 17  46 1 -1
9 2 10 47 0.428571 -1
9 44  47 0.571429 -1
9   48 0.4 -1
9 1 40 48 0.6 -1
9 47 30 49 1 -1
10   0 0.285714 -1
10   0 0.285714 -1
10 8 43 0 0.428571 -1
10 23 36 1 0.333333 -1
10 15  1 0.444444 -1
10   1 0.222222 -1
10 18 0 2 0.3 -1
10 28  2 0.4 -1
10 11 13 2 0.3 -1
10 2 24 3 1 -1
10   4 0.333333 -1
10 36  4 0.666667 -1
10 38 49 5 0.375 -1
10   5 0.25 -1
10 43 16 5 0.375 -1
10 47 38 6 0.3 -1
10 7  6 0.4 -1
10 44 38 6 0.3 -1
10 6 3 7 1 -1
10 21  8 0.666667 -1
10   8 0.333333 -1
10 7  9 0.363636 -1
10 37  9 0.363636 -1
10 7 20 9 0.272727 -1
10 47  11 0.571429 -1
10 22 32 11 0.428571 -1
10   12 0.333333 -1
10 3  12 0.666667 -1
10 29  13 0.666667 -1
10   13 0.333333 -1
10 47  14 0.444444 -1
10   14 0.222222 -1
10 11 49 14 0.333333 -1
10 0 35 15 1 -1
10   16 0.25 -1
10   16 0.25 -1
10 6  16 0.5 -1
10   17 0.222222 -1
10 39 0 17 0.333333 -1
10 18  17 0.444444 -1
10 13 16 18 0.375 -1
10   18 0.25 -1
10 2 35 18 0.375 -1
10   19 1 -1
10 26  20 0.5 -1
10 24  20 0.5 -1
10 7  21 0.5 -1
10 2  21 0.5 -1
10 41  22 0.571429 -1
10 44 1 22 0.428571 -1
10   23 0.5 -1
10   23 0.5 -1
10 41  24 1 -1
10 24  25 0.444444 -1
10 41 39 25 0.333333 -1
10   25 0.222222 -1
10 6 48 26 1 -1
10 21  27 1 -1
10   28 0.333333 -1
10   28 0.333333 -1
10   28 0.333333 -1
10 1  29 0.5 -1
10   29 0.25 -1
10   29 0.25 -1
10 47 13 30 0.428571 -1
10 44  30 0.571429 -1
10   31 0.5 -1
10   31 0.5 -1
10 37 38 32 0.5 -1
10 8 35 32 0.5 -1
10 47 27 33 0.6 -1
10   33 0.4 -1
10   34 0.4 -1
10 38 18 34 0.6 -1
10   35 0.333333 -1
10   35 0.333333 -1
10   35 0.333333 -1
10 4  36 0.4 -1
10 2  36 0.4 -1
10   36 0.2 -1
10   37 0.4 -1
10 24 0 37 0.6 -1
10 21  38 0.571429 -1
10 7 3 38 0.428571 -1
10   39 0.285714 -1
10 44 3 39 0.428571 -1
10   39 0.285714 -1
10   40 1 -1
10 35 2 41 1 -1
10 18 7 42 0.6 -1
10   42 0.4 -1
10 24  43 0.666667 -1
10   43 0.333333 -1
10 0  44 0.444444 -1
10   44 0.222222 -1
10 43 8 44 0.333333 -1
10   45 0.285714 -1
10   45 0.285714 -1
10 20 34 45 0.428571 -1
10   46 1 -1
10   47 1 -1
10 43 44 48 1 -1
10   49 1 -1
11 34 47 0 1 -1
11 20  1 0.666667 -1
11   1 0.333333 -1
11   2 1 -1
11   3 1 -1
11 47  4 1 -1
11   5 1 -1
11 43 35 6 0.428571 -1
11 2  6 0.571429 -1
11 1  7 0.571429 -1
11 4 5 7 0.428571 -1
