0 8  1 0.466667 -1
3 17 14 10 0.316667 -1
3   10 0.211111 -1
3 6 18 11 1.05 -1
3   12 0.95 -1
3 14 19 13 0.316667 -1
3 12  13 0.422222 -1
3   13 0.233333 -1
3 6 18 14 0.35 -1
3   14 0.211111 -1
3 4  14 0.466667 -1
3 16 10 15 0.95 -1
3 14  16 0.525 -1
3 18  16 0.525 -1
3   17 0.475 -1
3   17 0.525 -1
3   18 0.38 -1
3 9 12 18 0.57 -1
3 14 10 19 1.05 -1
4 19 13 0 0.45 -1
4 12  0 0.542857 -1
4 17  1 0.7 -1
4   1 0.316667 -1
4   2 0.475 -1
4   2 0.475 -1
4   3 0.95 -1
4   5 0.475 -1
4   5 0.475 -1
4   6 0.316667 -1
4 2  6 0.7 -1
4 9  7 0.95 -1
4 11 2 8 0.35 -1
4   8 0.233333 -1
4 11  8 0.422222 -1
4 6  9 0.7 -1
4   9 0.316667 -1
4   10 0.2625 -1
4   10 0.2375 -1
4 7  10 0.475 -1
4 5  11 0.422222 -1
4 13 12 11 0.35 -1
4   11 0.211111 -1
4   12 0.42 -1
4 18 3 12 0.57 -1
4   13 0.21 -1
4 9  13 0.42 -1
4 9  13 0.42 -1
4 18  14 1.05 -1
4 2 0 15 0.95 -1
4 9 18 16 0.95 -1
4 2  17 0.35 -1
4 0  17 0.35 -1
4 5  17 0.316667 -1
4   18 0.233333 -1
4 6 3 18 0.316667 -1
4 10  18 0.422222 -1
4   19 1.05 -1
5 9 19 0 0.45 -1
5 11  0 0.6 -1
5   1 1.05 -1
5   2 0.95 -1
5   3 0.38 -1
5 18 9 3 0.63 -1
5 18  4 0.7 -1
5   4 0.316667 -1
5 0 13 6 0.475 -1
5 15 16 6 0.525 -1
5 9 16 7 0.95 -1
5 3  8 0.35 -1
5 11  8 0.35 -1
5 2  8 0.35 -1
5   9 0.233333 -1
5 12 18 9 0.316667 -1
5 0  9 0.422222 -1
5   10 1.05 -1
5   11 1.05 -1
5 7 18 12 0.259091 -1
5 7  12 0.381818 -1
5 19  12 0.381818 -1
5 11 10 13 0.63 -1
5   13 0.38 -1
5   14 0.271429 -1
5 6 9 14 0.407143 -1
5   14 0.3 -1
5   15 0.95 -1
5 11  16 1.05 -1
5 18 14 17 0.57 -1
5   17 0.42 -1
5 16  18 0.316667 -1
5 11  18 0.316667 -1
5 9  18 0.316667 -1
5 12 0 19 0.35 -1
5   19 0.233333 -1
5 18  19 0.466667 -1
6   0 0.3 -1
6   0 0.3 -1
6 11 10 0 0.45 -1
6   1 0.95 -1
6 16 5 2 1.05 -1
6 11  3 1.05 -1
6   4 0.95 -1
6 15  5 0.7 -1
6   5 0.316667 -1
6 18 4 7 0.95 -1
6 12  8 0.525 -1
6 2  8 0.525 -1
6   9 1.05 -1
6   10 0.475 -1
6   10 0.475 -1
6   11 0.42 -1
6 18 0 11 0.57 -1
6   12 0.19 -1
6 3  12 0.38 -1
6 11  12 0.42 -1
6   13 0.42 -1
6 7 5 13 0.63 -1
6 2  14 0.95 -1
6 16  15 0.95 -1
6 11 10 16 0.45 -1
6 0  16 0.6 -1
6   17 0.42 -1
6 9 2 17 0.63 -1
6 19 14 18 0.285 -1
6 9 19 18 0.315 -1
6 5  18 0.42 -1
6 11  19 0.381818 -1
6 18 12 19 0.286364 -1
6 13  19 0.381818 -1
7   0 0.35 -1
7 3  0 0.7 -1
7 16 5 1 0.57 -1
7   1 0.38 -1
7   2 0.95 -1
7   3 0.95 -1
7   4 0.3 -1
7   4 0.3 -1
7 6 5 4 0.45 -1
7   5 0.95 -1
7 18  6 0.7 -1
7   6 0.35 -1
7 10  8 0.95 -1
7   9 0.233333 -1
7 6 16 9 0.316667 -1
7 6  9 0.466667 -1
7 11  10 0.95 -1
7   11 1.05 -1
7   12 0.38 -1
7 0 4 12 0.57 -1
7   13 0.233333 -1
7 18 14 13 0.35 -1
7 5  13 0.422222 -1
7   14 0.35 -1
7 6  14 0.633333 -1
7 3  15 0.525 -1
7 0  15 0.525 -1
7 4 11 16 0.57 -1
7   16 0.42 -1
7 4 13 17 0.285 -1
7 19  17 0.38 -1
7 9 18 17 0.315 -1
7 2  18 0.42 -1
7 5  18 0.42 -1
7   18 0.19 -1
7   19 0.271429 -1
7   19 0.3 -1
7 18 9 19 0.45 -1
8   0 0.475 -1
8   0 0.525 -1
8   1 0.211111 -1
8 11 16 1 0.35 -1
8 19  1 0.422222 -1
8   2 0.211111 -1
8 10  2 0.466667 -1
8 17 14 2 0.316667 -1
8   3 0.316667 -1
8 4  3 0.633333 -1
8 16  4 0.422222 -1
8   4 0.233333 -1
8 19 2 4 0.35 -1
8   5 0.2375 -1
8 11  5 0.525 -1
8   5 0.2625 -1
8   6 0.42 -1
8 4 9 6 0.57 -1
8 13  7 0.525 -1
8   7 0.2625 -1
8   7 0.2625 -1
8   9 0.38 -1
8 18 12 9 0.57 -1
8   10 1.05 -1
8   11 0.38 -1
8 5 9 11 0.57 -1
8   12 0.42 -1
8 14 11 12 0.63 -1
8   13 0.475 -1
8   13 0.475 -1
8 18  14 0.7 -1
8   14 0.316667 -1
8   15 0.38 -1
8 2 18 15 0.63 -1
8 5  16 0.525 -1
8 4  16 0.475 -1
8   17 0.38 -1
8 5 11 17 0.57 -1
8 9  18 0.475 -1
8   18 0.2375 -1
8   18 0.2375 -1
8   19 0.95 -1
9   0 0.316667 -1
9 16  0 0.633333 -1
9   1 1.05 -1
9 18  2 0.42 -1
9   2 0.21 -1
9 12  2 0.42 -1
9 4  3 0.42 -1
9 16 11 3 0.285 -1
9 16 11 3 0.315 -1
9 10 6 4 0.525 -1
9 13 5 4 0.525 -1
9 0  5 0.316667 -1
9 18  5 0.35 -1
9 11  5 0.35 -1
9 19  6 0.422222 -1
9 13 14 6 0.35 -1
9   6 0.233333 -1
9   7 0.2375 -1
9   7 0.2375 -1
9 11  7 0.475 -1
9 4  8 0.542857 -1
9 11 5 8 0.45 -1
9   10 0.42 -1
9 4 3 10 0.63 -1
9 10  11 0.6 -1
9 4 10 11 0.45 -1
9 19 18 12 0.57 -1
9   12 0.42 -1
9 16  13 0.422222 -1
9   13 0.211111 -1
9 15 4 13 0.316667 -1
9 16 10 14 0.525 -1
9 16 7 14 0.475 -1
9 7 11 15 0.407143 -1
9   15 0.271429 -1
9   15 0.271429 -1
9 14 6 16 0.35 -1
9   16 0.211111 -1
9 12  16 0.466667 -1
9 4  17 0.38 -1
9 12 3 17 0.285 -1
9 12 18 17 0.285 -1
9 0  18 0.38 -1
9 12  18 0.42 -1
9   18 0.21 -1
9   19 0.2375 -1
9 0 12 19 0.35625 -1
9 2 4 19 0.39375 -1
10 2 19 0 0.315 -1
10 14  0 0.38 -1
10 2 5 0 0.315 -1
10 0 6 1 0.95 -1
10 19  2 0.38 -1
10 6  2 0.38 -1
10   2 0.19 -1
10 19  3 1.05 -1
10 12 11 4 0.39375 -1
10   4 0.2625 -1
10 2 3 4 0.39375 -1
10 0  5 0.6 -1
10 13 17 5 0.45 -1
10 18 12 6 0.95 -1
10 0 9 7 0.475 -1
10 6 13 7 0.525 -1
10 18  8 0.381818 -1
10 2  8 0.345455 -1
10 4 14 8 0.259091 -1
10 0  9 1.05 -1
10 15 0 11 0.45 -1
10 18  11 0.6 -1
10   12 1.05 -1
10 9  13 0.475 -1
10 4  13 0.475 -1
10   14 1.05 -1
10 7 12 15 0.316667 -1
10 2  15 0.422222 -1
10   15 0.211111 -1
10 15 5 16 0.45 -1
10 2  16 0.6 -1
10 4  17 0.475 -1
10   17 0.2375 -1
10   17 0.2375 -1
10   18 0.95 -1
10 16  19 0.38 -1
10 18 11 19 0.285 -1
10 16 15 19 0.285 -1
11 18  0 0.95 -1
11 0  1 0.633333 -1
11   1 0.35 -1
11 14  2 0.466667 -1
11 7 19 2 0.316667 -1
11   2 0.233333 -1
11   3 1.05 -1
11 3 2 4 0.39375 -1
11   4 0.2375 -1
11 16 13 4 0.35625 -1
11 7  5 1.05 -1
11 4 9 6 0.315 -1
11 2 12 6 0.285 -1
11 16  6 0.38 -1
11 9  7 0.95 -1
11   8 0.19 -1
11 6  8 0.42 -1
11 7  8 0.38 -1
11   9 0.211111 -1
11 16  9 0.422222 -1
11 4 6 9 0.316667 -1
11   10 1.05 -1
11   12 0.211111 -1
11 16  12 0.422222 -1
11 0 18 12 0.35 -1
11 12  13 0.542857 -1
11 16 18 13 0.407143 -1
11 7  14 0.42 -1
11 3 5 14 0.285 -1
11 13 12 14 0.285 -1
11 10 12 15 0.63 -1
11   15 0.42 -1
11 4  16 0.525 -1
11   16 0.2375 -1
11   16 0.2625 -1
11   17 0.233333 -1
11 6  17 0.422222 -1
11 16 5 17 0.35 -1
11 0 12 18 0.35 -1
11   18 0.233333 -1
11 10  18 0.422222 -1
11 14 9 19 1.05 -1
12 2 11 0 0.63 -1
12   0 0.42 -1
12 13 5 1 0.95 -1
12 16 10 2 0.315 -1
12 13  2 0.38 -1
12 11 10 2 0.285 -1
12   3 0.3 -1
12 0 9 3 0.45 -1
12   3 0.271429 -1
12   4 0.316667 -1
12 14  4 0.7 -1
12 9 4 5 1.05 -1
12 5  6 0.475 -1
12   6 0.2375 -1
12   6 0.2625 -1
12 18  7 0.6 -1
12 3 14 7 0.407143 -1
12   8 0.95 -1
12   9 0.95 -1
12   10 0.95 -1
12 19 13 11 0.259091 -1
12 5  11 0.381818 -1
12 15  11 0.345455 -1
12   13 0.21 -1
12 11  13 0.42 -1
12 18  13 0.38 -1
12   14 0.475 -1
12   14 0.475 -1
12 4  15 0.38 -1
12 6  15 0.42 -1
12   15 0.19 -1
12 18  16 1.05 -1
12 14  17 0.633333 -1
12   17 0.316667 -1
12 13 5 18 0.316667 -1
12   18 0.233333 -1
12 17  18 0.466667 -1
12 4 18 19 0.95 -1
13   0 0.525 -1
13   0 0.475 -1
13 6 18 1 0.285 -1
13 4 12 1 0.315 -1
13 4  1 0.42 -1
13 16  2 1.05 -1
13 2  3 0.7 -1
13   3 0.35 -1
13 3  4 0.525 -1
13 9  4 0.525 -1
13 2 18 5 0.286364 -1
13 0  5 0.381818 -1
13 18  5 0.381818 -1
13   6 0.38 -1
13 11 7 6 0.57 -1
13 12  7 0.381818 -1
13 17 16 7 0.286364 -1
13 1  7 0.345455 -1
13 5  8 1.05 -1
13 16  9 0.345455 -1
13 6  9 0.381818 -1
13 12 17 9 0.259091 -1
13   10 0.19 -1
13 0  10 0.42 -1
13 0  10 0.42 -1
13 6 19 11 1.05 -1
13 10  12 0.38 -1
13   12 0.21 -1
13 3  12 0.38 -1
13   14 0.3 -1
13 11 8 14 0.45 -1
13   14 0.271429 -1
13 6  15 1.05 -1
13 18 5 16 0.95 -1
13   17 0.95 -1
13   18 0.95 -1
13   19 0.475 -1
13   19 0.525 -1
14 2 11 0 1.05 -1
14 6 3 1 0.95 -1
14   2 0.233333 -1
14 11 7 2 0.35 -1
14 11  2 0.422222 -1
14   3 0.475 -1
14   3 0.525 -1
14 12  4 0.542857 -1
14 5 6 4 0.407143 -1
14 10  5 1.05 -1
14   6 1.05 -1
14 6 17 7 0.57 -1
14   7 0.42 -1
14   8 0.95 -1
14 12 2 9 0.35625 -1
14 16 17 9 0.35625 -1
14   9 0.2625 -1
14   10 0.271429 -1
14 9 0 10 0.407143 -1
14   10 0.3 -1
14 12  11 0.542857 -1
14 16 6 11 0.407143 -1
14 9  12 0.95 -1
14 2  13 0.381818 -1
14 18 7 13 0.259091 -1
14 17  13 0.381818 -1
14   15 0.233333 -1
14 19 0 15 0.316667 -1
14 18  15 0.466667 -1
14 6 17 16 1.05 -1
14   17 0.38 -1
14 9 19 17 0.57 -1
14 4  18 0.6 -1
14 0 9 18 0.45 -1
14 3 6 19 0.57 -1
14   19 0.38 -1
15   0 0.19 -1
15 9  0 0.42 -1
15 6  0 0.42 -1
15   1 0.42 -1
15 2 6 1 0.63 -1
15   2 0.2375 -1
15 14  2 0.475 -1
15   2 0.2625 -1
15   3 0.21 -1
15 18  3 0.42 -1
15 10  3 0.42 -1
15 17  4 0.542857 -1
15 2 0 4 0.407143 -1
15 9  5 0.466667 -1
15 16 18 5 0.316667 -1
15   5 0.211111 -1
15 9  6 0.7 -1
15   6 0.316667 -1
15 0  7 0.42 -1
15 18  7 0.42 -1
15   7 0.19 -1
15 13  8 0.381818 -1
15 12  8 0.381818 -1
15 11 4 8 0.286364 -1
15   9 0.95 -1
15 12  10 0.95 -1
15 2  11 0.525 -1
15 18  11 0.525 -1
15 2  12 0.95 -1
15 19 18 13 0.45 -1
15   13 0.3 -1
15   13 0.3 -1
15 13 10 14 0.285 -1
15 5 10 14 0.315 -1
15 11  14 0.42 -1
15 6  16 1.05 -1
15 5 7 17 0.35 -1
15   17 0.233333 -1
15 9  17 0.466667 -1
15 11  18 0.6 -1
15 19 5 18 0.407143 -1
15   19 1.05 -1
16   0 0.475 -1
16   0 0.525 -1
16 9  1 0.6 -1
16 13 12 1 0.45 -1
16 14 9 2 0.63 -1
16   2 0.38 -1
16 17  3 0.475 -1
16 14  3 0.475 -1
16   4 0.38 -1
16 18 5 4 0.63 -1
16   5 1.05 -1
16   6 0.38 -1
16 0 18 6 0.57 -1
16 10  7 0.95 -1
16   8 0.42 -1
16 7 2 8 0.57 -1
16 6 18 9 0.95 -1
16 19  10 0.42 -1
16   10 0.19 -1
16 14  10 0.42 -1
16   11 0.3 -1
16   11 0.271429 -1
16 10 0 11 0.45 -1
16 19 4 12 0.95 -1
16 6  13 1.05 -1
16 12  14 0.633333 -1
16   14 0.35 -1
16 9  15 0.95 -1
16   17 0.2375 -1
16 7  17 0.525 -1
16   17 0.2625 -1
16 5  18 0.35 -1
16 10  18 0.316667 -1
16 1  18 0.35 -1
16   19 0.42 -1
16 6 1 19 0.63 -1
17   0 0.42 -1
17 13 14 0 0.63 -1
17   1 0.95 -1
17 11 9 2 0.39375 -1
17   2 0.2375 -1
17 9 18 2 0.35625 -1
17   3 0.35 -1
17 10  3 0.7 -1
17 14  4 0.38 -1
17   4 0.21 -1
17 16  4 0.42 -1
17 2 7 5 1.05 -1
17 14  6 0.633333 -1
17   6 0.35 -1
17 6 18 7 0.45 -1
17   7 0.271429 -1
17   7 0.271429 -1
17 13 14 8 0.407143 -1
17 18  8 0.542857 -1
17 6  9 0.7 -1
17   9 0.316667 -1
17   10 1.05 -1
17 6  11 0.381818 -1
17 14 12 11 0.286364 -1
17 3  11 0.381818 -1
17 4 9 12 0.525 -1
17 18 16 12 0.475 -1
17 9  13 1.05 -1
17   14 0.35 -1
17 13  14 0.633333 -1
17 6  15 0.542857 -1
17 2 6 15 0.407143 -1
17   16 0.233333 -1
17 11  16 0.466667 -1
17 0 2 16 0.35 -1
17 6  18 1.05 -1
17 9  19 0.42 -1
17   19 0.21 -1
17 18  19 0.42 -1
18   0 0.21 -1
18 16  0 0.38 -1
18 5  0 0.38 -1
18 2  1 1.05 -1
18   2 0.95 -1
18   3 0.95 -1
18 5 7 4 1.05 -1
18   5 0.38 -1
18 19 16 5 0.63 -1
18 12 16 6 1.05 -1
18 6  7 0.525 -1
18 11  7 0.525 -1
18 12 19 8 0.45 -1
18 9  8 0.542857 -1
18 19 3 9 0.45 -1
18 0  9 0.6 -1
18 5 13 10 0.45 -1
18 12  10 0.6 -1
18   11 0.525 -1
18   11 0.525 -1
18 11  12 0.42 -1
18 6 16 12 0.285 -1
18 0 6 12 0.315 -1
18 2 9 13 0.35625 -1
18 14 4 13 0.35625 -1
18   13 0.2625 -1
18 9 2 14 0.259091 -1
18 13  14 0.345455 -1
18 2  14 0.381818 -1
18 0 12 15 0.35625 -1
18   15 0.2625 -1
18 9 5 15 0.39375 -1
18 6 11 16 1.05 -1
18 0 16 17 0.407143 -1
18 3  17 0.542857 -1
18   19 0.525 -1
18   19 0.475 -1
19 11  0 0.316667 -1
19 12  0 0.316667 -1
19 8  0 0.35 -1
19   1 0.271429 -1
19 18 2 1 0.407143 -1
19   1 0.271429 -1
19 10 5 2 0.95 -1
19 18 12 3 1.05 -1
19 5 17 4 0.407143 -1
19 0  4 0.542857 -1
19 9 12 5 0.45 -1
19 13  5 0.6 -1
19 11 9 6 0.45 -1
19 9  6 0.542857 -1
19 10  7 0.6 -1
19 14 18 7 0.407143 -1
19 9  8 0.95 -1
19   9 0.95 -1
19 9  10 0.525 -1
19   10 0.2625 -1
19   10 0.2625 -1
19 13 17 11 0.315 -1
19 2  11 0.38 -1
19 17 5 11 0.285 -1
19 2  12 1.05 -1
19 18  13 0.6 -1
19 11 4 13 0.45 -1
19 11  14 0.95 -1
19 6  15 1.05 -1
19 4  16 0.38 -1
19   16 0.19 -1
19 9  16 0.38 -1
19 16 9 17 0.63 -1
19   17 0.38 -1
19   18 0.95 -1
