0 8  1 0.4 -1
4 10  18 0.488889 -1
4   19 0.9 -1
5 9 19 0 0.385714 -1
5 11  0 0.514286 -1
5   1 0.9 -1
5   2 0.9 -1
5   3 0.44 -1
5 18 9 3 0.54 -1
5 18  4 0.6 -1
5   4 0.3 -1
5 0 13 6 0.45 -1
5 15 16 6 0.45 -1
5 9 16 7 0.9 -1
5 3  8 0.3 -1
5 11  8 0.3 -1
5 2  8 0.3 -1
5   9 0.2 -1
5 12 18 9 0.366667 -1
5 0  9 0.488889 -1
5   10 0.9 -1
5   11 1.1 -1
5 7 18 12 0.245455 -1
5 7  12 0.327273 -1
5 19  12 0.4 -1
5 11 10 13 0.66 -1
5   13 0.44 -1
5   14 0.314286 -1
5 6 9 14 0.471429 -1
5   14 0.257143 -1
5   15 0.9 -1
5 11  16 1.1 -1
5 18 14 17 0.66 -1
5   17 0.44 -1
5 16  18 0.3 -1
5 11  18 0.3 -1
5 9  18 0.3 -1
5 12 0 19 0.3 -1
5   19 0.244444 -1
5 18  19 0.4 -1
6   0 0.314286 -1
6   0 0.257143 -1
6 11 10 0 0.471429 -1
6   1 1.1 -1
6 16 5 2 1.1 -1
6 11  3 1.1 -1
6   4 0.9 -1
6 15  5 0.733333 -1
6   5 0.3 -1
6 18 4 7 0.9 -1
6 12  8 0.45 -1
6 2  8 0.55 -1
6   9 1.1 -1
6   10 0.55 -1
6   10 0.45 -1
6   11 0.44 -1
6 18 0 11 0.54 -1
6   12 0.22 -1
6 3  12 0.36 -1
6 11  12 0.36 -1
6   13 0.36 -1
6 7 5 13 0.66 -1
6 2  14 1.1 -1
6 16  15 1.1 -1
6 11 10 16 0.385714 -1
6 0  16 0.628571 -1
6   17 0.36 -1
6 9 2 17 0.54 -1
6 19 14 18 0.27 -1
6 9 19 18 0.27 -1
6 5  18 0.36 -1
6 11  19 0.327273 -1
6 18 12 19 0.3 -1
6 13  19 0.4 -1
7   0 0.3 -1
7 3  0 0.733333 -1
7 16 5 1 0.54 -1
7   1 0.44 -1
7   2 0.9 -1
7   3 1.1 -1
7   4 0.314286 -1
7   4 0.257143 -1
7 6 5 4 0.471429 -1
7   5 1.1 -1
7 18  6 0.6 -1
7   6 0.3 -1
7 10  8 0.9 -1
7   9 0.244444 -1
7 6 16 9 0.366667 -1
7 6  9 0.488889 -1
7 11  10 1.1 -1
7   11 0.9 -1
7   12 0.44 -1
7 0 4 12 0.54 -1
7   13 0.244444 -1
7 18 14 13 0.3 -1
7 5  13 0.488889 -1
7   14 0.366667 -1
7 6  14 0.733333 -1
7 3  15 0.55 -1
7 0  15 0.45 -1
7 4 11 16 0.66 -1
7   16 0.44 -1
7 4 13 17 0.33 -1
7 19  17 0.36 -1
7 9 18 17 0.27 -1
7 2  18 0.44 -1
7 5  18 0.36 -1
7   18 0.18 -1
7   19 0.314286 -1
7   19 0.314286 -1
7 18 9 19 0.385714 -1
8   0 0.55 -1
8   0 0.55 -1
8   1 0.2 -1
8 11 16 1 0.3 -1
8 19  1 0.488889 -1
8   2 0.2 -1
8 10  2 0.4 -1
8 17 14 2 0.3 -1
8   3 0.3 -1
8 4  3 0.6 -1
8 16  4 0.488889 -1
8   4 0.244444 -1
8 19 2 4 0.366667 -1
8   5 0.275 -1
8 11  5 0.45 -1
8   5 0.275 -1
8   6 0.44 -1
8 4 9 6 0.54 -1
8 13  7 0.45 -1
8   7 0.275 -1
8   7 0.225 -1
8   9 0.44 -1
8 18 12 9 0.66 -1
8   10 1.1 -1
8   11 0.36 -1
8 5 9 11 0.54 -1
8   12 0.44 -1
8 14 11 12 0.66 -1
8   13 0.45 -1
8   13 0.55 -1
8 18  14 0.733333 -1
8   14 0.366667 -1
8   15 0.44 -1
8 2 18 15 0.54 -1
8 5  16 0.55 -1
8 4  16 0.45 -1
8   17 0.36 -1
8 5 11 17 0.54 -1
8 9  18 0.45 -1
8   18 0.225 -1
8   18 0.225 -1
8   19 1.1 -1
9   0 0.3 -1
9 16  0 0.733333 -1
9   1 1.1 -1
9 18  2 0.44 -1
9   2 0.22 -1
9 12  2 0.36 -1
9 4  3 0.44 -1
9 16 11 3 0.33 -1
9 16 11 3 0.33 -1
9 10 6 4 0.55 -1
9 13 5 4 0.55 -1
9 0  5 0.3 -1
9 18  5 0.3 -1
9 11  5 0.3 -1
9 19  6 0.488889 -1
9 13 14 6 0.3 -1
9   6 0.244444 -1
9   7 0.225 -1
9   7 0.225 -1
9 11  7 0.45 -1
9 4  8 0.514286 -1
9 11 5 8 0.385714 -1
9   10 0.36 -1
9 4 3 10 0.66 -1
9 10  11 0.628571 -1
9 4 10 11 0.385714 -1
9 19 18 12 0.66 -1
9   12 0.36 -1
9 16  13 0.488889 -1
9   13 0.244444 -1
9 15 4 13 0.366667 -1
9 16 10 14 0.45 -1
9 16 7 14 0.45 -1
9 7 11 15 0.385714 -1
9   15 0.314286 -1
9   15 0.257143 -1
9 14 6 16 0.366667 -1
9   16 0.2 -1
9 12  16 0.488889 -1
9 4  17 0.44 -1
9 12 3 17 0.27 -1
9 12 18 17 0.27 -1
9 0  18 0.36 -1
9 12  18 0.44 -1
9   18 0.22 -1
9   19 0.275 -1
9 0 12 19 0.3375 -1
9 2 4 19 0.3375 -1
10 2 19 0 0.27 -1
10 14  0 0.44 -1
10 2 5 0 0.33 -1
10 0 6 1 0.9 -1
10 19  2 0.36 -1
10 6  2 0.36 -1
10   2 0.18 -1
10 19  3 1.1 -1
10 12 11 4 0.3375 -1
10   4 0.275 -1
10 2 3 4 0.3375 -1
10 0  5 0.514286 -1
10 13 17 5 0.385714 -1
10 18 12 6 0.9 -1
10 0 9 7 0.55 -1
10 6 13 7 0.45 -1
10 18  8 0.327273 -1
10 2  8 0.4 -1
10 4 14 8 0.245455 -1
10 0  9 0.9 -1
10 15 0 11 0.385714 -1
10 18  11 0.514286 -1
10   12 0.9 -1
10 9  13 0.55 -1
10 4  13 0.55 -1
10   14 0.9 -1
10 7 12 15 0.366667 -1
10 2  15 0.488889 -1
10   15 0.2 -1
10 15 5 16 0.385714 -1
10 2  16 0.514286 -1
10 4  17 0.45 -1
10   17 0.225 -1
10   17 0.275 -1
10   18 1.1 -1
10 16  19 0.44 -1
10 18 11 19 0.27 -1
10 16 15 19 0.33 -1
11 18  0 1.1 -1
11 0  1 0.6 -1
11   1 0.366667 -1
11 14  2 0.488889 -1
11 7 19 2 0.3 -1
11   2 0.2 -1
11   3 1.1 -1
11 3 2 4 0.3375 -1
11   4 0.225 -1
11 16 13 4 0.4125 -1
11 7  5 0.9 -1
11 4 9 6 0.33 -1
11 2 12 6 0.27 -1
11 16  6 0.36 -1
11 9  7 1.1 -1
11   8 0.22 -1
11 6  8 0.44 -1
11 7  8 0.44 -1
11   9 0.244444 -1
11 16  9 0.488889 -1
11 4 6 9 0.3 -1
11   10 0.9 -1
11   12 0.244444 -1
11 16  12 0.488889 -1
11 0 18 12 0.366667 -1
11 12  13 0.514286 -1
11 16 18 13 0.385714 -1
11 7  14 0.36 -1
11 3 5 14 0.33 -1
11 13 12 14 0.33 -1
11 10 12 15 0.66 -1
11   15 0.36 -1
11 4  16 0.45 -1
11   16 0.275 -1
11   16 0.225 -1
11   17 0.2 -1
11 6  17 0.4 -1
11 16 5 17 0.366667 -1
11 0 12 18 0.366667 -1
11   18 0.2 -1
11 10  18 0.4 -1
11 14 9 19 0.9 -1
12 2 11 0 0.66 -1
12   0 0.36 -1
12 13 5 1 1.1 -1
12 16 10 2 0.33 -1
12 13  2 0.36 -1
12 11 10 2 0.27 -1
12   3 0.257143 -1
12 0 9 3 0.471429 -1
12   3 0.257143 -1
12   4 0.3 -1
12 14  4 0.6 -1
12 9 4 5 1.1 -1
12 5  6 0.55 -1
12   6 0.225 -1
12   6 0.225 -1
12 18  7 0.514286 -1
12 3 14 7 0.385714 -1
12   8 1.1 -1
12   9 1.1 -1
12   10 1.1 -1
12 19 13 11 0.245455 -1
12 5  11 0.327273 -1
12 15  11 0.327273 -1
12   13 0.18 -1
12 11  13 0.36 -1
12 18  13 0.44 -1
12   14 0.55 -1
12   14 0.45 -1
12 4  15 0.36 -1
12 6  15 0.36 -1
12   15 0.18 -1
12 18  16 1.1 -1
12 14  17 0.733333 -1
12   17 0.3 -1
12 13 5 18 0.366667 -1
12   18 0.2 -1
12 17  18 0.4 -1
12 4 18 19 0.9 -1
13   0 0.55 -1
13   0 0.55 -1
13 6 18 1 0.27 -1
13 4 12 1 0.33 -1
13 4  1 0.36 -1
13 16  2 1.1 -1
13 2  3 0.6 -1
13   3 0.366667 -1
13 3  4 0.45 -1
13 9  4 0.55 -1
13 2 18 5 0.245455 -1
13 0  5 0.327273 -1
13 18  5 0.4 -1
13   6 0.36 -1
13 11 7 6 0.66 -1
13 12  7 0.327273 -1
13 17 16 7 0.245455 -1
13 1  7 0.4 -1
13 5  8 1.1 -1
13 16  9 0.4 -1
13 6  9 0.327273 -1
13 12 17 9 0.245455 -1
13   10 0.22 -1
13 0  10 0.44 -1
13 0  10 0.36 -1
13 6 19 11 0.9 -1
13 10  12 0.36 -1
13   12 0.18 -1
13 3  12 0.36 -1
13   14 0.257143 -1
13 11 8 14 0.471429 -1
13   14 0.257143 -1
13 6  15 1.1 -1
13 18 5 16 0.9 -1
13   17 0.9 -1
13   18 1.1 -1
13   19 0.55 -1
13   19 0.45 -1
14 2 11 0 1.1 -1
14 6 3 1 1.1 -1
14   2 0.244444 -1
14 11 7 2 0.3 -1
14 11  2 0.488889 -1
14   3 0.55 -1
14   3 0.45 -1
14 12  4 0.628571 -1
14 5 6 4 0.471429 -1
14 10  5 0.9 -1
14   6 1.1 -1
14 6 17 7 0.54 -1
14   7 0.44 -1
14   8 1.1 -1
14 12 2 9 0.4125 -1
14 16 17 9 0.4125 -1
14   9 0.225 -1
14   10 0.257143 -1
14 9 0 10 0.385714 -1
14   10 0.257143 -1
14 12  11 0.514286 -1
14 16 6 11 0.471429 -1
14 9  12 0.9 -1
14 2  13 0.327273 -1
14 18 7 13 0.3 -1
14 17  13 0.4 -1
14   15 0.2 -1
14 19 0 15 0.366667 -1
14 18  15 0.488889 -1
14 6 17 16 0.9 -1
14   17 0.36 -1
14 9 19 17 0.54 -1
14 4  18 0.628571 -1
14 0 9 18 0.385714 -1
14 3 6 19 0.54 -1
14   19 0.36 -1
15   0 0.18 -1
15 9  0 0.36 -1
15 6  0 0.44 -1
15   1 0.36 -1
15 2 6 1 0.54 -1
15   2 0.225 -1
15 14  2 0.45 -1
15   2 0.275 -1
15   3 0.22 -1
15 18  3 0.44 -1
15 10  3 0.36 -1
15 17  4 0.514286 -1
15 2 0 4 0.471429 -1
15 9  5 0.4 -1
15 16 18 5 0.3 -1
15   5 0.244444 -1
15 9  6 0.6 -1
15   6 0.366667 -1
15 0  7 0.44 -1
15 18  7 0.44 -1
15   7 0.18 -1
15 13  8 0.327273 -1
15 12  8 0.4 -1
15 11 4 8 0.3 -1
15   9 1.1 -1
15 12  10 1.1 -1
15 2  11 0.55 -1
15 18  11 0.45 -1
15 2  12 0.9 -1
15 19 18 13 0.385714 -1
15   13 0.257143 -1
15   13 0.257143 -1
15 13 10 14 0.27 -1
15 5 10 14 0.27 -1
15 11  14 0.36 -1
15 6  16 1.1 -1
15 5 7 17 0.3 -1
15   17 0.2 -1
15 9  17 0.4 -1
15 11  18 0.514286 -1
15 19 5 18 0.385714 -1
15   19 1.1 -1
16   0 0.45 -1
16   0 0.45 -1
16 9  1 0.628571 -1
16 13 12 1 0.471429 -1
16 14 9 2 0.54 -1
16   2 0.36 -1
16 17  3 0.55 -1
16 14  3 0.45 -1
16   4 0.36 -1
16 18 5 4 0.66 -1
16   5 1.1 -1
16   6 0.44 -1
16 0 18 6 0.66 -1
16 10  7 1.1 -1
16   8 0.36 -1
16 7 2 8 0.66 -1
16 6 18 9 0.9 -1
16 19  10 0.44 -1
16   10 0.18 -1
16 14  10 0.44 -1
16   11 0.314286 -1
16   11 0.257143 -1
16 10 0 11 0.385714 -1
16 19 4 12 0.9 -1
16 6  13 0.9 -1
16 12  14 0.6 -1
16   14 0.3 -1
16 9  15 0.9 -1
16   17 0.275 -1
16 7  17 0.55 -1
16   17 0.275 -1
16 5  18 0.3 -1
16 10  18 0.366667 -1
16 1  18 0.3 -1
16   19 0.36 -1
16 6 1 19 0.66 -1
17   0 0.36 -1
17 13 14 0 0.66 -1
17   1 1.1 -1
17 11 9 2 0.3375 -1
17   2 0.225 -1
17 9 18 2 0.4125 -1
17   3 0.366667 -1
17 10  3 0.733333 -1
17 14  4 0.36 -1
17   4 0.18 -1
17 16  4 0.44 -1
17 2 7 5 1.1 -1
17 14  6 0.6 -1
17   6 0.366667 -1
17 6 18 7 0.471429 -1
17   7 0.314286 -1
17   7 0.257143 -1
17 13 14 8 0.385714 -1
17 18  8 0.628571 -1
17 6  9 0.6 -1
17   9 0.366667 -1
17   10 0.9 -1
17 6  11 0.327273 -1
17 14 12 11 0.245455 -1
17 3  11 0.327273 -1
17 4 9 12 0.45 -1
17 18 16 12 0.55 -1
17 9  13 1.1 -1
17   14 0.366667 -1
17 13  14 0.733333 -1
17 6  15 0.514286 -1
17 2 6 15 0.385714 -1
17   16 0.2 -1
17 11  16 0.4 -1
17 0 2 16 0.366667 -1
17 6  18 0.9 -1
17 9  19 0.44 -1
17   19 0.22 -1
17 18  19 0.36 -1
18   0 0.18 -1
18 16  0 0.36 -1
18 5  0 0.44 -1
18 2  1 1.1 -1
18   2 0.9 -1
18   3 0.9 -1
18 5 7 4 1.1 -1
18   5 0.36 -1
18 19 16 5 0.66 -1
18 12 16 6 0.9 -1
18 6  7 0.55 -1
18 11  7 0.45 -1
18 12 19 8 0.385714 -1
18 9  8 0.514286 -1
18 19 3 9 0.471429 -1
18 0  9 0.514286 -1
18 5 13 10 0.385714 -1
18 12  10 0.514286 -1
18   11 0.45 -1
18   11 0.55 -1
18 11  12 0.36 -1
18 6 16 12 0.27 -1
18 0 6 12 0.33 -1
18 2 9 13 0.4125 -1
18 14 4 13 0.4125 -1
18   13 0.225 -1
18 9 2 14 0.245455 -1
18 13  14 0.4 -1
18 2  14 0.327273 -1
18 0 12 15 0.3375 -1
18   15 0.225 -1
18 9 5 15 0.4125 -1
18 6 11 16 1.1 -1
18 0 16 17 0.471429 -1
18 3  17 0.628571 -1
18   19 0.55 -1
18   19 0.55 -1
19 11  0 0.366667 -1
19 12  0 0.366667 -1
19 8  0 0.3 -1
19   1 0.314286 -1
19 18 2 1 0.385714 -1
19   1 0.314286 -1
19 10 5 2 0.9 -1
19 18 12 3 0.9 -1
19 5 17 4 0.385714 -1
19 0  4 0.514286 -1
19 9 12 5 0.385714 -1
19 13  5 0.628571 -1
19 11 9 6 0.471429 -1
19 9  6 0.628571 -1
19 10  7 0.628571 -1
19 14 18 7 0.385714 -1
19 9  8 1.1 -1
19   9 1.1 -1
19 9  10 0.55 -1
19   10 0.275 -1
19   10 0.225 -1
19 13 17 11 0.27 -1
19 2  11 0.36 -1
19 17 5 11 0.33 -1
19 2  12 0.9 -1
19 18  13 0.514286 -1
19 11 4 13 0.471429 -1
19 11  14 1.1 -1
19 6  15 1.1 -1
19 4  16 0.44 -1
19   16 0.18 -1
19 9  16 0.44 -1
19 16 9 17 0.54 -1
19   17 0.44 -1
19   18 0.9 -1
