2572 2447 2610 1567 1618 1025 2605 1779 2079 1280 0 1627 1036 2370 1118 1263 2900 1393 1553 2301 2384 1846 2378 1479 1034 2180 2108 2868 2999 1503 2621 2310 2479 2123 1911 2197 2743 1936 1735 2587 2326 2006 1378 2406 1624 1785 2509 2659 1121 2042 1828 2227 1133 2950 1533 2706 2714 1753 2914 2277 
1610 2708 2815 2404 1527 1081 1507 1991 1393 1654 2769 0 1468 2388 1900 2456 2816 2889 2333 1343 1913 2653 2150 1765 1440 1054 2138 2438 2125 2913 2981 1232 1223 1759 2942 2970 2963 2552 2533 1351 2987 1036 2207 2539 2020 1125 1764 2066 2724 2985 2581 1994 2185 2158 2763 1138 1744 2115 1085 1960 
2462 1574 1521 2677 2064 1311 1962 1503 2139 2618 2882 2154 0 1795 1398 2671 2023 1302 2139 1221 1297 2368 1245 2666 1648 2831 1003 2155 2647 1261 1031 1708 2867 2303 2511 1366 2124 1740 1728 2867 2395 2149 1928 2416 2872 1761 2186 2497 1133 1398 1526 1237 1726 1244 2900 1404 2963 2051 1717 2639 
2607 2241 2875 1492 2414 1565 2890 2046 1905 2349 2516 1831 1997 0 2949 1843 2499 2841 2247 2116 2294 2219 1433 1929 1757 1157 2851 1770 2743 1826 1809 1066 2756 2505 2277 1649 2965 2035 2470 1429 1973 2673 1733 2510 1125 2354 2090 2522 2916 1837 1414 2871 1342 1306 1652 1014 1053 2252 2518 1470 
1868 2733 2400 2698 2052 2934 1891 1864 2584 2132 2289 2025 1942 1428 0 2250 2569 1311 1792 1388 2421 1520 2772 2557 2356 2034 2256 1110 2030 2488 2321 2478 1637 2663 2619 2551 2868 1420 2217 1800 1979 2521 2513 2719 1364 2278 2245 2682 1068 1737 2026 2883 2236 1468 2798 1508 2330 2930 1778 1036 
1268 2244 2892 2067 2455 1725 1247 2245 2410 2496 1283 1521 1673 2428 1166 0 1546 2992 2820 2269 2535 2141 2724 2599 1888 2893 2272 2184 1890 2336 2331 1077 2523 1564 1876 1060 1794 2828 2409 1632 1119 1010 1426 2455 1420 1705 1894 2795 2248 1615 1183 2019 2392 1180 1720 2825 1460 1912 2826 2428 
1029 1428 1872 1487 2807 2316 2036 2481 2375 1100 1482 1801 2864 2199 1962 1137 0 1079 2774 2174 2817 2480 2785 2775 1780 1202 2927 2725 2089 1460 1109 2537 2593 1150 2254 1186 1377 1057 1833 2238 1599 2250 2438 1833 1268 1633 2580 1798 1361 1437 2880 2898 2556 2802 2001 1464 1206 1392 1659 2581 
1662 1031 2661 1424 2298 1462 1556 1323 2122 2792 2025 1606 2357 1012 1446 1069 2555 0 1271 1233 1120 2046 1765 2703 2631 1720 1147 1243 2437 2565 1382 2664 2361 1415 1030 2350 2151 2846 1138 1501 2023 1164 2566 1996 2705 1101 1977 1860 2249 1873 1926 1679 1046 2839 1930 1543 2658 1773 1256 1982 
2846 2476 1764 2373 2424 1466 1368 2986 2091 2500 1856 1435 1913 2563 1069 2066 2105 1574 0 1841 1870 2170 2911 1618 1307 2094 2054 2355 2741 1290 2679 1206 1817 2087 1878 1160 1366 1837 1478 2613 2040 1539 1584 1722 1012 2313 2128 2862 1199 1531 2066 1690 1502 2740 1929 1959 2069 1282 1209 1497 
2919 1708 2984 2378 2066 2987 2141 1404 1620 2716 2362 1202 1932 1317 2085 1704 2393 2284 1799 0 1064 2569 2076 1023 1085 2443 2544 2152 2334 2522 1879 1884 1124 2031 1754 1945 1388 2645 2745 1468 2260 1935 1621 1577 1489 2524 2465 1309 1981 1914 1236 1139 2424 1361 2686 2730 1337 2444 1919 1857 
1477 2146 2779 2406 2010 2972 1214 2591 1755 2251 2353 1360 2797 2780 2743 1528 2140 2251 2601 1280 0 1609 2457 2020 1879 1663 1981 2793 1013 2215 1828 2547 2565 2931 1464 1459 2151 1120 1338 1462 2908 2328 2841 1278 1818 2048 2501 2731 2633 2223 2018 2308 1064 2149 1895 2972 1545 1969 1107 2017 
2396 2367 1670 1935 2766 2811 1952 1749 2094 2285 2147 2695 1515 2220 2232 2121 1361 1283 1859 1232 1646 0 1396 1707 2485 1827 2620 2104 2452 1526 1442 2498 2519 1387 1068 1259 1252 1415 2135 1419 1585 1782 1678 2705 2528 2970 2469 1596 2734 2119 2836 2209 2451 1312 2477 2848 1657 1006 2461 2496 
1803 2183 1593 1452 1764 1026 2235 1092 1078 2664 2064 1445 2966 2932 2969 1691 2781 1181 2565 2729 2016 1754 0 1665 1208 2778 2815 2977 1039 1092 2924 2326 1758 2044 2283 2249 1810 1501 2824 1280 2304 1539 1640 1941 1594 1362 2099 2632 2272 2232 2051 1215 1605 2798 1946 2613 1240 1154 1765 2761 
1437 1500 2952 1555 2765 1695 2800 2341 2242 2339 1374 2960 2181 1774 1393 1844 1108 1500 1336 1804 1439 1428 2167 0 1014 2025 1469 2179 1842 2593 1408 1058 2899 1371 2098 1784 1645 1172 1324 2232 2887 2826 1510 2687 1743 1778 2339 1542 2466 2270 2143 1059 1631 2807 2078 2233 1849 1883 1673 2688 
1563 1256 2400 1881 1486 2312 1939 1511 1827 1831 1312 2263 2455 1980 2083 1309 1572 2577 2619 1165 2068 1743 1496 1297 0 1047 2853 2819 1657 2320 2642 1410 2549 1527 2526 2730 2209 2813 1715 2305 2026 2432 2072 2817 2361 2713 2329 2755 1407 2070 2221 1155 2928 2970 2318 1380 1600 1104 2894 1469 
1362 2525 2290 1181 1303 2341 2918 2830 1735 2021 1516 1901 2629 2644 1593 2031 2301 2862 1765 2491 1172 2031 2064 1369 1434 0 2604 2137 1756 1928 1416 2916 1013 2850 2771 2961 1902 2549 1222 1511 2018 2633 1786 2572 1901 1625 2498 2151 1214 2801 2871 1915 2443 1677 2530 2121 2557 1801 1924 1836 
1057 1415 2202 2633 2290 1549 1497 1148 1860 1943 1793 1556 1385 1815 2366 2360 2470 2711 1589 2407 1466 2043 2588 1788 2460 1740 0 2683 2149 1411 1543 1499 1179 1918 2790 1702 1844 1006 1300 2921 2840 1013 2298 2772 2618 1544 1413 1010 2332 2021 2430 1763 2969 1380 2615 1792 2231 2227 1391 1878 
1281 2548 1635 1176 2658 2881 2558 1201 1804 2763 1065 1954 2463 2331 1007 1083 1052 1604 1120 2900 1700 2349 1504 2102 1341 2327 1663 0 1180 2425 2269 1920 2145 2879 2359 2200 2488 1325 2684 1773 1525 1277 2344 1675 2053 1181 1287 2187 2329 2960 1729 1901 1567 2566 1737 1658 2759 1242 1954 2456 
2637 1722 1834 1473 2113 2079 2604 1056 2603 1355 2074 1070 2075 2481 2640 2222 1945 1686 2898 2160 1689 2502 2605 1469 1981 2199 2448 3000 0 1517 2171 2902 2378 1215 1044 2993 2484 1522 2947 1069 2589 1945 2629 2670 1292 2651 2110 1039 1211 1713 2440 1429 2911 1898 1046 1208 2641 2533 2974 2100 
2569 2846 2520 1542 2139 1677 2076 1943 2790 2936 1106 1273 2056 2835 2662 2830 2558 2214 1160 1817 2464 2565 1378 1696 2459 1152 2783 2882 2595 0 1225 2099 1390 1596 1168 2864 2265 2211 2433 1030 2516 1563 2432 2011 2146 1068 2556 1659 1161 2858 1357 1829 2467 1853 2227 2194 2148 1017 2246 2878 
2000 1376 1265 1050 1836 2342 2745 2303 1871 1363 2353 1713 2844 1970 1952 1772 1642 2412 1407 1149 1455 2782 1603 1475 2992 1402 2576 1653 1134 2766 0 1182 2566 2247 1949 2198 2917 2462 1950 2940 1072 2917 2489 1166 1509 2198 1331 2055 2631 1440 2803 2622 1533 1233 2262 1786 1609 1948 1679 1420 
2445 2837 2016 2408 2518 1612 1067 1812 1588 2991 2708 2711 1797 1190 2991 2153 2145 2624 2919 2813 1033 2873 1901 1554 2470 1585 2147 2542 2198 1438 1903 0 1023 1369 2333 1670 1475 1202 2722 2382 2833 1596 1123 1030 2180 2697 1847 1031 1065 1003 1316 2507 1963 2136 2697 2534 2112 1669 2879 1040 
1879 1065 2670 1795 2878 2901 1742 2496 2401 1005 1244 2005 1384 2794 1354 1380 2775 1209 2604 1298 1929 2874 2157 1297 2520 2654 1404 2406 1260 2719 1320 2113 0 2850 2096 2759 1300 2237 1777 2359 2955 1724 1054 2010 2584 2975 1340 2019 2941 2047 2204 2958 1244 1816 1826 2108 2230 2517 2190 2149 
1411 2298 2074 2845 2942 2343 1375 1214 2915 1974 1136 1867 1408 1835 1009 2425 2545 1961 2239 2299 1350 2190 1112 1653 2190 1735 1373 2038 2735 1339 2319 1102 1307 0 1177 2772 2597 2718 1986 2761 2216 1106 2643 2251 2959 1557 2718 2104 2627 1770 1120 2896 2274 1634 1933 1948 2519 2814 2860 1675 
2132 1067 2137 2765 1268 1651 1780 2527 2457 2613 2845 2795 2287 1597 2463 2309 2650 1086 2881 1754 2421 1805 1451 2926 1168 1993 2319 2891 2933 1980 1619 1237 2223 1437 0 1674 1945 1359 1935 2797 2725 1931 2452 1213 1763 2833 2276 1751 1583 2277 1450 2272 2288 2800 2755 2961 2756 1495 1651 2412 
1430 2754 1251 2354 2403 1427 2039 2268 1427 2914 1442 1960 2248 2183 2026 1831 1874 1720 2290 1042 1857 1027 2790 2240 2160 2037 1958 1649 1916 1060 2038 1768 1011 1765 1805 0 2942 1866 2013 1495 2450 2445 2706 2456 1632 1263 2939 2159 2832 2238 2985 1468 2516 2680 2168 2044 1549 2081 2681 1931 
1390 2528 2388 1285 1133 1969 2906 1973 1776 2637 1828 2838 1052 2652 2978 1922 1975 2311 2634 1788 1525 1612 1745 1719 1462 1903 1085 2717 2789 1122 2315 2680 1555 1048 1457 2990 0 1295 2824 1883 1635 1924 2724 2657 1477 2344 2215 1938 1236 2717 2031 2829 1323 2781 1432 1070 1216 2387 1032 2025 
1433 2513 2371 2375 1783 1541 2638 1540 2888 2905 2428 1882 2713 1560 2208 1118 2784 1045 2552 2961 2581 1629 1910 1798 2690 2848 1771 1776 1704 2302 1100 1003 1260 1523 2847 1893 1289 0 1642 1198 1844 1121 1712 2840 2447 1044 1319 2989 1917 2130 2944 1569 1575 1464 1309 2129 1357 1482 2920 2730 
1093 2311 1498 1271 1898 1265 1566 1909 2948 1522 1392 2539 2689 2532 2166 2738 2499 2113 1206 1232 2207 2836 1536 1490 1441 2309 1657 2765 2231 2061 1647 2740 1918 2341 1215 2796 1350 1488 0 1524 2725 2698 2560 2073 2628 2967 1180 2206 2702 1141 1142 1022 2578 2227 1496 2172 1885 1255 1647 2268 
1922 1120 2996 1908 2234 1946 2188 1886 1830 2113 1484 2746 1325 2337 1502 1650 1092 2612 1194 1085 2355 2360 1705 2553 1130 2695 1553 2676 2503 1785 2070 2896 2963 2930 1153 1119 1414 2571 2433 0 1736 2126 1329 2650 1960 1728 1049 1738 2129 2850 1924 2727 1178 2086 1107 1817 1222 1088 1865 1162 
1784 2322 1835 1259 1738 1053 2721 1345 1261 2800 1347 1238 2241 1549 1633 1604 2317 2133 2675 2140 1673 1450 2586 1110 1658 1067 2671 1824 2030 2660 1855 1114 2769 2096 1452 1986 1361 1227 1923 2564 0 2271 1171 1479 1587 1387 2424 1668 1998 1751 2134 1232 1625 2550 2168 2272 1913 1464 1347 1517 
1223 2441 2584 2593 2305 2321 2035 1421 1119 2883 2951 2172 1130 2180 1232 2372 1801 2973 2831 1696 2124 2559 1407 2292 2537 2182 1757 2329 1601 1077 1495 1624 2190 2648 2333 2295 1899 2211 2825 1288 2338 0 2088 1248 1919 2970 1550 2708 1197 2625 1257 1507 1998 1087 1993 1713 2310 1821 1733 1978 
2666 1453 1916 1154 1325 2805 2523 1521 1168 2989 2346 2754 1443 2150 1120 2531 2828 2580 1237 1741 1767 2118 1650 2427 1896 1623 2706 1858 1630 1257 1275 2886 2163 1435 2967 1875 1828 1716 2335 1921 2903 1728 0 2690 1050 1765 1490 1779 1982 1557 1079 2239 1485 2524 2072 2332 2596 1438 1692 2344 
1554 2251 2202 2132 2603 1664 2580 2295 1137 1428 2962 2425 2912 1822 1944 2922 2948 2536 1861 2930 1721 1730 2837 2152 2207 1911 1723 2225 1827 1532 1126 2682 2601 1038 2277 2273 1352 2924 1943 2599 2223 2474 1228 0 1480 1870 1661 1396 1450 2052 2206 2135 1127 2470 1112 2057 1342 1161 1729 1550 
2720 1881 1912 1161 1765 2573 1662 1416 1741 1269 1375 2849 2517 2271 1442 2046 2018 2235 2244 1693 2836 1914 2585 2864 2824 1267 1034 1439 2963 1755 1285 1559 2806 2665 2301 2518 2997 2525 1183 1267 1950 2105 2277 1636 0 1931 2889 1777 1222 1974 1929 1434 1669 2835 1703 2933 1017 1545 1443 1079 
1224 1726 1941 1034 2708 1131 1251 2320 1266 2428 2238 2091 2499 2636 1600 2676 2439 1203 1510 2321 1007 2255 2960 1690 1159 2644 1009 2154 1063 1771 1326 1943 2223 2086 1824 2377 2023 1840 1389 1381 1271 1761 1359 2886 1692 0 2230 1148 1539 1137 1129 2517 1735 1592 2165 2917 1986 1154 2335 1792 
2286 1294 2344 1584 2315 1618 1916 1333 1822 2990 1690 1176 2789 2398 2361 1926 2538 1306 1277 2299 1384 1364 1992 2729 2201 1514 1270 1467 2490 2142 2297 1949 1056 2947 1417 2133 1441 2883 2077 2273 1439 2353 1524 1690 2875 2290 0 1259 2266 1323 1964 2994 2047 2565 2950 1330 2728 2255 1372 1049 
1718 1464 2021 1366 1604 2816 1051 2980 2692 2915 2885 1901 2415 2554 1433 2691 1363 2140 1381 2928 2440 1151 1685 1913 2299 2856 1270 1046 2233 2800 1851 2472 2425 2268 2910 2275 2148 1023 1549 2760 2571 1791 2502 1789 1233 1027 2402 0 1103 2407 2907 1855 2104 1937 1839 1155 2651 2453 2058 2409 
2696 1132 2837 1665 2475 1677 1577 2940 2940 2373 1002 1758 1856 1990 2196 1101 1289 1715 1027 2191 1312 1805 1777 2376 2479 1498 2945 1246 1004 1724 2997 2837 1721 1381 1993 2633 1336 2283 2739 2629 1846 2907 1603 2075 2696 2181 1637 2658 0 2339 2256 2334 2288 1084 1023 1709 1021 2192 1611 2691 
1286 1860 2932 2904 1017 2802 1082 1924 1706 2176 1152 1716 1466 1021 1219 2051 2063 1005 1530 1897 1432 2119 1533 2183 2841 1431 2521 1623 1875 2000 2751 1932 2180 2023 2914 1232 2895 2528 2659 2373 1359 2274 2641 2393 1559 1813 1962 2204 1908 0 2332 2475 2494 2318 1546 1301 1372 1531 2620 1979 
1056 1724 2768 2136 2807 1371 2951 1124 1733 1038 2940 1043 1194 2594 1501 2221 1218 2353 1336 2456 2341 1518 2109 2586 1516 2805 2209 1543 1845 1808 1104 1874 2123 1664 1417 1268 2721 2540 2943 2816 1593 2915 2283 2592 2864 1060 1553 2254 1495 1008 0 2922 1179 1308 1117 1179 2685 1238 1488 2709 
1113 2542 2361 2150 2869 1654 1748 1409 2215 2972 1706 1608 2006 2971 1961 2847 2798 2330 1961 2785 1879 2857 2547 2164 2118 2240 1960 1707 1642 1950 2492 1385 2565 1225 1398 1583 1033 2020 1251 1486 1363 2297 2814 2883 1725 1067 2961 1377 2933 2553 2263 0 2091 1705 2209 1350 1041 1353 2170 2489 
2271 2763 1782 2636 2640 1796 1466 1007 1956 1309 2858 2096 2835 2120 1925 2275 1961 2304 2723 2318 2427 2112 2894 1027 1037 2330 2433 2745 1339 1137 1297 2811 1720 2329 2098 1256 1534 2360 1951 2209 1459 2200 2853 1256 2331 1266 1657 2499 1658 1854 2860 2444 0 2897 2395 1528 1222 1214 2035 2500 
1322 1852 2539 1733 1146 1526 2926 2975 1830 2739 1285 2936 2068 2233 1227 1973 2718 2273 2753 1184 1470 2123 2360 1749 2584 1325 1512 2855 1472 2494 1686 1328 2375 2181 1732 2676 2727 1068 2767 1794 1942 2301 2593 1783 2370 2677 1499 2075 1012 1969 1816 2670 2481 0 2856 1191 1833 1314 1463 2807 
1205 2680 2335 2254 2993 2396 1117 2796 1271 1138 2347 1779 1519 1035 1737 1160 2768 2968 2603 2993 2667 1582 2041 2187 1542 1797 2801 1958 1999 1870 2134 1103 2166 1109 2301 2260 1732 1297 2744 2678 2097 2915 1677 1589 1530 1160 1017 2191 1827 2132 2870 2938 2375 1132 0 2887 2068 1782 1366 1024 
1177 2256 2503 1924 2151 1899 2735 1502 1865 2861 1146 2155 2276 1078 2505 2928 1136 1419 1060 1657 1409 2918 1524 2284 1795 1605 1249 1129 1587 2260 1520 2492 1980 2381 1353 2184 2913 2591 2833 1429 1101 1392 1293 1761 2929 1265 1192 2747 1361 2832 2571 1246 1781 1151 2930 0 1627 1897 2193 1706 
2200 2647 2935 1376 1464 2221 1769 2597 1220 1234 2292 1086 2461 1657 1672 1341 1583 1244 2605 2028 1303 2275 1400 1570 2908 1852 2462 1502 2768 1551 1109 2837 2950 1433 2785 1158 2043 2989 1343 2920 2115 2471 1644 1407 2490 1010 1481 1915 1106 2387 1540 2842 1778 1057 1501 1337 0 2020 2792 2142 
2952 2765 1622 1946 1690 1874 2113 2197 1603 1214 1186 1887 2341 2941 2043 1368 2951 2243 1143 2631 1274 1625 1368 1344 2619 2392 1167 1214 1429 2152 2956 1251 1883 1384 2075 1659 1552 1987 2987 2646 2064 2591 2254 1174 1445 2898 2697 1751 2915 2906 1494 2938 2991 2715 1780 1442 1715 0 2355 1403 
1783 1422 1505 2678 2135 1407 2180 2967 2776 2067 1282 1545 1552 2185 1696 1230 1449 2290 1346 1094 2368 2582 1047 2979 1197 2597 2273 1799 2414 1716 1926 1956 1427 1477 2653 1456 1488 2067 1283 2008 1126 2344 1365 1290 1522 2071 2178 2775 1193 1530 2218 2819 2969 2443 1579 1724 2781 1488 0 1028 
1489 2501 1553 1798 2165 2405 2029 1833 1353 1696 1638 2492 1682 2784 2791 2874 1303 2624 2665 1576 1596 2266 1445 1830 2389 1168 2368 1963 1733 1659 2125 1097 2559 1426 2148 1953 2997 2702 2831 1725 1351 2948 2886 1456 2653 1605 2123 1239 1855 2562 2373 2672 1124 2531 1959 1021 2258 2934 1231 0 
