0 24 8 1 0.3 -1
0 49  1 0.4 -1
0 24  37 0.571429 -1
0 41 55 37 0.428571 -1
0 15 10 38 0.333333 -1
0 22  38 0.444444 -1
0   38 0.222222 -1
0 37 22 39 0.333333 -1
0   39 0.222222 -1
0 58  39 0.444444 -1
0 43  40 0.666667 -1
0   40 0.333333 -1
0   41 0.333333 -1
0 32  41 0.666667 -1
0 53  42 0.666667 -1
0   42 0.333333 -1
0 41  43 0.5 -1
0 2  43 0.5 -1
0 53 21 44 1 -1
0 8  45 0.5 -1
0 28  45 0.5 -1
0 26  46 0.5 -1
0 58  46 0.5 -1
0 35  47 0.666667 -1
0   47 0.333333 -1
0 52  48 0.444444 -1
0 47 43 48 0.333333 -1
0   48 0.222222 -1
0   49 1 -1
0 15  50 0.4 -1
0 16 8 50 0.3 -1
0 15 55 50 0.3 -1
0 1  51 1 -1
0   52 0.25 -1
0 28  52 0.5 -1
0   52 0.25 -1
0 51  53 0.666667 -1
0   53 0.333333 -1
0 22  54 0.666667 -1
0   54 0.333333 -1
0 31  55 1 -1
0   56 1 -1
0 24 38 57 0.333333 -1
0 25  57 0.444444 -1
0   57 0.222222 -1
0 28 21 58 1 -1
0 52 56 59 0.5 -1
0 43 3 59 0.5 -1
1   0 0.222222 -1
1 26 15 0 0.333333 -1
1 43  0 0.444444 -1
1   2 0.25 -1
1 20  2 0.5 -1
1   2 0.25 -1
1   3 0.4 -1
1 51 7 3 0.6 -1
1 54  4 1 -1
1 56  5 0.571429 -1
1 15 56 5 0.428571 -1
1   6 0.25 -1
1 35  6 0.5 -1
1   6 0.25 -1
1   7 0.4 -1
1 28 2 7 0.6 -1
1 23  8 0.363636 -1
1 26  8 0.363636 -1
1 37 28 8 0.272727 -1
1 20  9 0.444444 -1
1   9 0.222222 -1
1 59 32 9 0.333333 -1
1   10 0.25 -1
1 28 43 10 0.375 -1
1 59 28 10 0.375 -1
1 41  11 0.5 -1
1   11 0.25 -1
1   11 0.25 -1
1 49 26 12 0.428571 -1
1   12 0.285714 -1
1   12 0.285714 -1
1 18 25 13 0.375 -1
1   13 0.25 -1
1 51 35 13 0.375 -1
1 54 53 14 0.333333 -1
1   14 0.222222 -1
1 46  14 0.444444 -1
1   15 0.333333 -1
1 11  15 0.666667 -1
1   16 0.285714 -1
1   16 0.285714 -1
1 18 21 16 0.428571 -1
1   17 0.5 -1
1   17 0.5 -1
1   18 0.4 -1
1 10 32 18 0.6 -1
1 40  19 0.363636 -1
1 44 37 19 0.272727 -1
1 25  19 0.363636 -1
1 26  20 0.444444 -1
1 24 26 20 0.333333 -1
1   20 0.222222 -1
1 28  21 0.444444 -1
1 16 50 21 0.333333 -1
1   21 0.222222 -1
1 2  22 0.5 -1
1 6  22 0.5 -1
1 16 58 23 0.333333 -1
1 5 49 23 0.333333 -1
1 44 35 23 0.333333 -1
1 58 49 24 0.375 -1
1   24 0.25 -1
1 47 43 24 0.375 -1
1 24 43 25 1 -1
1 0 27 26 1 -1
1 33 25 27 0.6 -1
1   27 0.4 -1
1   28 1 -1
1 28 11 29 1 -1
1 15  30 0.571429 -1
1 45 22 30 0.428571 -1
1 44 24 31 1 -1
1 44 16 32 1 -1
1 29 44 33 1 -1
1   34 0.333333 -1
1 10  34 0.666667 -1
1   35 0.222222 -1
1 36 8 35 0.333333 -1
1 47  35 0.444444 -1
1   36 1 -1
1 26 50 37 1 -1
1 59  38 0.4 -1
1 7  38 0.4 -1
1   38 0.2 -1
1 49  39 0.4 -1
1 25  39 0.4 -1
1   39 0.2 -1
1   40 1 -1
1 4 19 41 0.272727 -1
1 37  41 0.363636 -1
1 10  41 0.363636 -1
1 56 59 42 0.375 -1
1   42 0.25 -1
1 48 40 42 0.375 -1
1 58 56 43 0.428571 -1
1 24  43 0.571429 -1
1 6  44 0.5 -1
1 46  44 0.5 -1
1 35 26 45 0.3 -1
1 24 36 45 0.3 -1
1 34  45 0.4 -1
1   46 1 -1
1 25  47 1 -1
1 19 59 48 0.333333 -1
1 40  48 0.444444 -1
1   48 0.222222 -1
1   49 0.4 -1
1 43 6 49 0.6 -1
1 19  50 0.363636 -1
1 18 54 50 0.272727 -1
1 43  50 0.363636 -1
1 25 43 51 0.428571 -1
1 21  51 0.571429 -1
1 32 44 52 0.6 -1
1   52 0.4 -1
1 58 57 53 0.333333 -1
1 41 19 53 0.333333 -1
1 28 21 53 0.333333 -1
1   54 0.285714 -1
1   54 0.285714 -1
1 43 52 54 0.428571 -1
1   55 0.5 -1
1   55 0.5 -1
1 2 24 56 0.5 -1
1 9 51 56 0.5 -1
1   57 0.2 -1
1 15  57 0.4 -1
1 50  57 0.4 -1
1   58 0.333333 -1
1   58 0.333333 -1
1   58 0.333333 -1
1 11 18 59 0.375 -1
1 44 51 59 0.375 -1
1   59 0.25 -1
2 38 26 0 1 -1
2 19  1 0.666667 -1
2   1 0.333333 -1
2 45  3 0.571429 -1
2 35 53 3 0.428571 -1
2 27  4 1 -1
2 8 45 5 0.3 -1
2 41  5 0.4 -1
2 24 25 5 0.3 -1
2   6 1 -1
2   7 0.333333 -1
2 26  7 0.666667 -1
2 22 26 8 0.428571 -1
2 21  8 0.571429 -1
2   9 1 -1
2   10 0.25 -1
2   10 0.25 -1
2 49  10 0.5 -1
2 10  11 1 -1
2 23 25 12 0.428571 -1
2 1  12 0.571429 -1
2 37 51 13 0.428571 -1
2 52  13 0.571429 -1
2 21 11 14 1 -1
2 31 0 15 1 -1
2 36  16 0.571429 -1
2 41 51 16 0.428571 -1
2   17 0.333333 -1
2   17 0.333333 -1
2   17 0.333333 -1
2 43  18 1 -1
2 36 16 19 0.5 -1
2 36 54 19 0.5 -1
2   20 0.25 -1
2 37  20 0.5 -1
2   20 0.25 -1
2 36  21 1 -1
2 16 25 22 0.3 -1
2 57 11 22 0.3 -1
2 21  22 0.4 -1
2   23 1 -1
2   24 0.5 -1
2   24 0.5 -1
2   25 1 -1
2   26 0.222222 -1
2 4 49 26 0.333333 -1
2 19  26 0.444444 -1
2 16  27 0.5 -1
2   27 0.25 -1
2   27 0.25 -1
2 27 25 28 0.5 -1
2 27 35 28 0.5 -1
2 36 48 29 0.3 -1
2 27  29 0.4 -1
2 10 40 29 0.3 -1
2 51  30 0.5 -1
2 28  30 0.5 -1
2 44  31 0.4 -1
2 41 6 31 0.3 -1
2 48 8 31 0.3 -1
2   32 1 -1
2 6  33 0.4 -1
2 26  33 0.4 -1
2   33 0.2 -1
2   34 0.333333 -1
2   34 0.333333 -1
2   34 0.333333 -1
2 27  35 0.4 -1
2 4  35 0.4 -1
2   35 0.2 -1
2 21  36 1 -1
2 53  37 1 -1
2 54  38 0.444444 -1
2   38 0.222222 -1
2 10 51 38 0.333333 -1
2   39 0.4 -1
2 36 16 39 0.6 -1
2 51 53 40 0.333333 -1
2   40 0.222222 -1
2 38  40 0.444444 -1
2 44 19 41 0.5 -1
2 55 48 41 0.5 -1
2   42 0.4 -1
2 21 37 42 0.6 -1
2 6  43 1 -1
2 35  44 1 -1
2 3  45 1 -1
2 28 41 46 0.6 -1
2   46 0.4 -1
2 6 15 47 0.6 -1
2   47 0.4 -1
2 8  48 0.363636 -1
2 16  48 0.363636 -1
2 27 44 48 0.272727 -1
2 1  49 0.5 -1
2 48  49 0.5 -1
2   50 1 -1
2 49  51 0.571429 -1
2 28 26 51 0.428571 -1
2   52 0.5 -1
2   52 0.5 -1
2 27  53 1 -1
2   54 0.25 -1
2 8  54 0.5 -1
2   54 0.25 -1
2   55 0.333333 -1
2 34  55 0.666667 -1
2 53  56 0.4 -1
2 49 16 56 0.3 -1
2 19 59 56 0.3 -1
2 16  57 0.444444 -1
2   57 0.222222 -1
2 7 3 57 0.333333 -1
2 55 3 58 0.272727 -1
2 56  58 0.363636 -1
2 4  58 0.363636 -1
2 22 5 59 1 -1
3 8  0 0.666667 -1
3   0 0.333333 -1
3 35 27 1 0.333333 -1
3   1 0.222222 -1
3 51  1 0.444444 -1
3   2 1 -1
3   4 0.4 -1
3 41 25 4 0.6 -1
3 6  5 0.571429 -1
3 24 49 5 0.428571 -1
3 16  6 0.363636 -1
3 47 8 6 0.272727 -1
3 59  6 0.363636 -1
3 4 11 7 0.428571 -1
3 8  7 0.571429 -1
3 21 29 8 1 -1
3 56 15 9 0.428571 -1
3 19  9 0.571429 -1
3 6 22 10 0.428571 -1
3 53  10 0.571429 -1
3 26  11 1 -1
3   12 0.222222 -1
3 7  12 0.444444 -1
3 49 47 12 0.333333 -1
3 11  13 0.333333 -1
3 49  13 0.333333 -1
3 24  13 0.333333 -1
3 35  14 0.4 -1
3   14 0.2 -1
3 25  14 0.4 -1
3   15 1 -1
3 52 1 16 0.428571 -1
3   16 0.285714 -1
3   16 0.285714 -1
3 41 44 17 0.333333 -1
3   17 0.222222 -1
3 53  17 0.444444 -1
3 56  18 0.444444 -1
3   18 0.222222 -1
3 35 15 18 0.333333 -1
3   19 0.25 -1
3   19 0.25 -1
3 53  19 0.5 -1
3   20 1 -1
3 35 20 21 0.272727 -1
3 16  21 0.363636 -1
3 54  21 0.363636 -1
3   22 0.222222 -1
3 55  22 0.444444 -1
3 15 26 22 0.333333 -1
3   23 0.333333 -1
3 56  23 0.666667 -1
3 57  24 0.571429 -1
3 22 53 24 0.428571 -1
3   25 1 -1
3 59 22 26 0.428571 -1
3 35  26 0.571429 -1
3 44 32 27 0.428571 -1
3   27 0.285714 -1
3   27 0.285714 -1
3   28 1 -1
3   29 1 -1
3 54  30 0.4 -1
3 56 41 30 0.3 -1
3 33 25 30 0.3 -1
3 26 59 31 0.6 -1
3   31 0.4 -1
3 25 15 32 0.272727 -1
3 22  32 0.363636 -1
3 27  32 0.363636 -1
3 53 50 33 0.428571 -1
3 28  33 0.571429 -1
3   34 1 -1
3   35 0.25 -1
3   35 0.25 -1
3 27  35 0.5 -1
3 8 53 36 0.3 -1
3 10  36 0.4 -1
3 18 1 36 0.3 -1
3   37 0.25 -1
3 55 56 37 0.375 -1
3 53 7 37 0.375 -1
3 11  38 0.4 -1
3 47  38 0.4 -1
3   38 0.2 -1
3 2  39 1 -1
3 35  40 0.444444 -1
3   40 0.222222 -1
3 8 45 40 0.333333 -1
3   41 0.4 -1
3 4 21 41 0.6 -1
3 37  42 1 -1
3   43 0.5 -1
3   43 0.5 -1
3 11  44 0.666667 -1
3   44 0.333333 -1
3   45 0.285714 -1
3   45 0.285714 -1
3 8 59 45 0.428571 -1
3 36 28 46 0.5 -1
3 59 6 46 0.5 -1
3 16 53 47 0.428571 -1
3   47 0.285714 -1
3   47 0.285714 -1
3 55 22 48 0.428571 -1
3 21  48 0.571429 -1
3 30 4 49 1 -1
3 32 29 50 0.6 -1
3   50 0.4 -1
3   51 0.333333 -1
3 54  51 0.666667 -1
3 24 53 52 0.272727 -1
3 22  52 0.363636 -1
3 38  52 0.363636 -1
3 11  53 1 -1
3 25  54 0.4 -1
3 59  54 0.4 -1
3   54 0.2 -1
3   55 1 -1
3   56 0.333333 -1
3 45  56 0.666667 -1
3   57 0.333333 -1
3 16  57 0.666667 -1
3   58 1 -1
3 43  59 0.666667 -1
3   59 0.333333 -1
4 56 11 0 0.428571 -1
4 32  0 0.571429 -1
4 20  1 0.363636 -1
4 59 49 1 0.272727 -1
4 53  1 0.363636 -1
4 1  2 0.4 -1
4 36 24 2 0.3 -1
4 56 21 2 0.3 -1
4 26 10 3 0.272727 -1
4 2  3 0.363636 -1
4 0  3 0.363636 -1
4 25  5 0.444444 -1
4 11 22 5 0.333333 -1
4   5 0.222222 -1
4   6 0.333333 -1
4 41  6 0.666667 -1
4 30  7 0.571429 -1
4 21 56 7 0.428571 -1
4 57 48 8 1 -1
4   9 0.285714 -1
4 57 24 9 0.428571 -1
4   9 0.285714 -1
4   10 1 -1
4 22 37 11 0.272727 -1
4 46  11 0.363636 -1
4 28  11 0.363636 -1
4   12 0.285714 -1
4 44 51 12 0.428571 -1
4   12 0.285714 -1
4 41 26 13 1 -1
4 15 24 14 0.6 -1
4   14 0.4 -1
4 35  15 1 -1
4   16 0.285714 -1
4   16 0.285714 -1
4 7 36 16 0.428571 -1
4   17 1 -1
4 51 16 18 0.428571 -1
4 1  18 0.571429 -1
4   19 1 -1
4 43  20 0.363636 -1
4 59  20 0.363636 -1
4 49 19 20 0.272727 -1
4   21 1 -1
4 29  22 0.4 -1
4 41 46 22 0.3 -1
4 44 10 22 0.3 -1
4 25 59 23 0.3 -1
4 37  23 0.4 -1
4 18 7 23 0.3 -1
4   24 0.5 -1
4   24 0.5 -1
4 32 30 25 0.428571 -1
4   25 0.285714 -1
4   25 0.285714 -1
4   26 1 -1
4 59 49 27 0.333333 -1
4 2 28 27 0.333333 -1
4 23 57 27 0.333333 -1
4 8 0 28 1 -1
4   29 1 -1
4 32  30 0.5 -1
4   30 0.25 -1
4   30 0.25 -1
4 53 32 31 1 -1
4 37  32 0.5 -1
4 51  32 0.5 -1
4 32 41 33 1 -1
4 24  34 1 -1
4 39 37 35 0.5 -1
4 7 36 35 0.5 -1
4   36 0.333333 -1
4 34  36 0.666667 -1
4 56  37 1 -1
4 16  38 0.5 -1
4 54  38 0.5 -1
4   39 0.5 -1
4   39 0.5 -1
4 19 59 40 1 -1
4 43  41 0.363636 -1
4 21  41 0.363636 -1
4 35 38 41 0.272727 -1
4 18 34 42 0.5 -1
4 37 24 42 0.5 -1
4   43 1 -1
4 53 36 44 0.3 -1
4 59 55 44 0.3 -1
4 15  44 0.4 -1
4   45 1 -1
4 36  46 1 -1
4 23 46 47 1 -1
4   48 0.333333 -1
4 49  48 0.666667 -1
4 11 2 49 1 -1
4   50 0.333333 -1
4 44  50 0.666667 -1
4 59  51 1 -1
4 10  52 0.666667 -1
4   52 0.333333 -1
4 41  53 0.571429 -1
4 1 25 53 0.428571 -1
4 15  54 1 -1
4   55 0.222222 -1
4 36 22 55 0.333333 -1
4 54  55 0.444444 -1
4   56 0.5 -1
4   56 0.5 -1
4   57 0.333333 -1
4   57 0.333333 -1
4   57 0.333333 -1
4   58 0.222222 -1
4 16  58 0.444444 -1
4 22 44 58 0.333333 -1
4 17 25 59 0.428571 -1
4   59 0.285714 -1
4   59 0.285714 -1
5   0 1 -1
5 47 59 1 0.428571 -1
5 48  1 0.571429 -1
5   2 0.222222 -1
5 11  2 0.444444 -1
5 16 27 2 0.333333 -1
5   3 0.222222 -1
5 50 14 3 0.333333 -1
5 44  3 0.444444 -1
5 35  4 0.571429 -1
5 45 29 4 0.428571 -1
5   6 0.285714 -1
5   6 0.285714 -1
5 21 29 6 0.428571 -1
5 51  7 0.571429 -1
5 22 44 7 0.428571 -1
5   8 1 -1
5 26  9 0.333333 -1
5 19  9 0.333333 -1
5 54  9 0.333333 -1
5 19 29 10 0.6 -1
5   10 0.4 -1
5 53  11 1 -1
5 35 21 12 0.428571 -1
5 2  12 0.571429 -1
5 56  13 0.666667 -1
5   13 0.333333 -1
5 51  14 1 -1
5   15 1 -1
5 36  16 0.4 -1
5 2 36 16 0.3 -1
5 7 49 16 0.3 -1
5 34 25 17 0.375 -1
5 8 53 17 0.375 -1
5   17 0.25 -1
5   18 0.285714 -1
5   18 0.285714 -1
5 22 26 18 0.428571 -1
5   19 0.285714 -1
5   19 0.285714 -1
5 37 54 19 0.428571 -1
5 53  20 0.666667 -1
5   20 0.333333 -1
5   21 0.25 -1
5 54 4 21 0.375 -1
5 22 43 21 0.375 -1
5   22 0.222222 -1
5 2 16 22 0.333333 -1
5 24  22 0.444444 -1
5 20 27 23 0.6 -1
5   23 0.4 -1
5   24 1 -1
5 34  25 0.5 -1
5   25 0.25 -1
5   25 0.25 -1
5   26 0.285714 -1
5 42 32 26 0.428571 -1
5   26 0.285714 -1
5 15  27 0.363636 -1
5 35 3 27 0.272727 -1
5 41  27 0.363636 -1
5 26 49 28 0.6 -1
5   28 0.4 -1
5 3 11 29 1 -1
5   30 0.333333 -1
5 19  30 0.666667 -1
5 45 19 31 0.272727 -1
5 18  31 0.363636 -1
5 24  31 0.363636 -1
5   32 1 -1
5 25  33 1 -1
5   34 0.4 -1
5 41 44 34 0.6 -1
5 13  35 1 -1
5   36 0.4 -1
5 28 9 36 0.6 -1
5   37 1 -1
5   38 1 -1
5 26  39 0.5 -1
5   39 0.25 -1
5   39 0.25 -1
5 42 27 40 0.333333 -1
5   40 0.222222 -1
5 44  40 0.444444 -1
5 27 36 41 0.6 -1
5   41 0.4 -1
5 22 49 42 0.333333 -1
5 3  42 0.444444 -1
5   42 0.222222 -1
5 28  43 1 -1
5   44 1 -1
5 35 26 45 0.333333 -1
5 44  45 0.444444 -1
5   45 0.222222 -1
5   46 0.333333 -1
5   46 0.333333 -1
5   46 0.333333 -1
5 56  47 0.4 -1
5   47 0.2 -1
5 55  47 0.4 -1
5   48 0.285714 -1
5   48 0.285714 -1
5 18 10 48 0.428571 -1
5 46 26 49 0.6 -1
5   49 0.4 -1
5   50 0.5 -1
5   50 0.5 -1
5 49 25 51 1 -1
5 11  52 0.571429 -1
5 37 25 52 0.428571 -1
5 27  53 0.5 -1
5   53 0.25 -1
5   53 0.25 -1
5 11  54 0.4 -1
5 2 22 54 0.3 -1
5 32 35 54 0.3 -1
5   55 0.5 -1
5   55 0.5 -1
5   56 0.285714 -1
5 11 53 56 0.428571 -1
5   56 0.285714 -1
5 43  57 0.5 -1
5 44  57 0.5 -1
5 27 44 58 0.428571 -1
5 18  58 0.571429 -1
5   59 0.5 -1
5   59 0.5 -1
6 1  0 0.5 -1
6 8  0 0.5 -1
6   1 0.4 -1
6 44 46 1 0.6 -1
6 18  2 1 -1
6   3 1 -1
6 27  4 0.4 -1
6   4 0.2 -1
6 25  4 0.4 -1
6   5 1 -1
6   7 1 -1
6   8 0.4 -1
6 59 24 8 0.6 -1
6 23  9 0.571429 -1
6 52 18 9 0.428571 -1
6 32 41 10 0.428571 -1
6 7  10 0.571429 -1
6 31  11 0.363636 -1
6 2 37 11 0.272727 -1
6 44  11 0.363636 -1
6 32  12 0.444444 -1
6   12 0.222222 -1
6 27 54 12 0.333333 -1
6   13 0.25 -1
6 11 27 13 0.375 -1
6 59 24 13 0.375 -1
6   14 1 -1
6 47 41 15 0.6 -1
6   15 0.4 -1
6   16 1 -1
6 4  17 1 -1
6 51 21 18 0.6 -1
6   18 0.4 -1
6 15  19 1 -1
6 49  20 0.571429 -1
6 35 56 20 0.428571 -1
6 22 48 21 0.6 -1
6   21 0.4 -1
6   22 0.25 -1
6 14 1 22 0.375 -1
6 49 54 22 0.375 -1
6 18  23 1 -1
6 4  24 0.5 -1
6 32  24 0.5 -1
6 11 18 25 1 -1
6   26 0.25 -1
6 49 54 26 0.375 -1
6 40 23 26 0.375 -1
6 29  27 0.4 -1
6   27 0.2 -1
6 54  27 0.4 -1
6   28 0.4 -1
6 21 2 28 0.6 -1
6 59  29 0.444444 -1
6   29 0.222222 -1
6 45 40 29 0.333333 -1
6 38 2 30 0.333333 -1
6 16 4 30 0.333333 -1
6 36 41 30 0.333333 -1
6 51 56 31 1 -1
6 36  32 0.571429 -1
6 20 15 32 0.428571 -1
6 43  33 0.5 -1
6 37  33 0.5 -1
6 49 24 34 0.333333 -1
6 53 15 34 0.333333 -1
6 23 36 34 0.333333 -1
6 1 26 35 0.428571 -1
6 18  35 0.571429 -1
6 47 26 36 1 -1
6   37 0.5 -1
6   37 0.5 -1
6 44 4 38 0.375 -1
6 51 58 38 0.375 -1
6   38 0.25 -1
6 11  39 0.5 -1
6   39 0.25 -1
6   39 0.25 -1
6 16 1 40 0.272727 -1
6 8  40 0.363636 -1
6 11  40 0.363636 -1
6 4  41 0.666667 -1
6   41 0.333333 -1
6 19  42 1 -1
6   43 0.4 -1
6 23 11 43 0.6 -1
6   44 0.4 -1
6 25 21 44 0.6 -1
6 1  45 0.5 -1
6 31  45 0.5 -1
6   46 1 -1
6 54  47 1 -1
6 35 2 48 0.375 -1
6   48 0.25 -1
6 59 44 48 0.375 -1
6 3  49 1 -1
6 18 25 50 0.5 -1
6 47 28 50 0.5 -1
6 44  51 1 -1
6 3  52 0.444444 -1
6 16 8 52 0.333333 -1
6   52 0.222222 -1
6 19  53 0.571429 -1
6 16 18 53 0.428571 -1
6 41 33 54 0.375 -1
6   54 0.25 -1
6 52 34 54 0.375 -1
6 53  55 1 -1
6   56 0.333333 -1
6   56 0.333333 -1
6   56 0.333333 -1
6   57 0.222222 -1
6 14 54 57 0.333333 -1
6 28  57 0.444444 -1
6   58 0.285714 -1
6 48 8 58 0.428571 -1
6   58 0.285714 -1
6 51  59 0.444444 -1
6 56 26 59 0.333333 -1
6   59 0.222222 -1
7   0 0.25 -1
7 17  0 0.5 -1
7   0 0.25 -1
7 59  1 1 -1
7   2 1 -1
7   3 1 -1
7 10  4 0.571429 -1
7 27 46 4 0.428571 -1
7 15 3 5 1 -1
7 28  6 0.333333 -1
7 41  6 0.333333 -1
7 59  6 0.333333 -1
7 46 19 8 1 -1
7   9 0.25 -1
7 26 57 9 0.375 -1
7 0 14 9 0.375 -1
7 54 31 10 0.3 -1
7 43 53 10 0.3 -1
7 19  10 0.4 -1
7 16 4 11 0.5 -1
7 8 36 11 0.5 -1
7 39 56 12 0.428571 -1
7   12 0.285714 -1
7   12 0.285714 -1
7   13 0.222222 -1
7 21  13 0.444444 -1
7 24 57 13 0.333333 -1
7 2 32 14 1 -1
7   15 0.25 -1
7 26  15 0.5 -1
7   15 0.25 -1
7 41 51 16 1 -1
7 19 55 17 0.272727 -1
7 25  17 0.363636 -1
7 38  17 0.363636 -1
7 34  18 0.4 -1
7 16  18 0.4 -1
7   18 0.2 -1
7 55  19 1 -1
7 23 41 20 0.333333 -1
7 21 10 20 0.333333 -1
7 22 29 20 0.333333 -1
7 58 15 21 0.6 -1
7   21 0.4 -1
7 57  22 0.5 -1
7 6  22 0.5 -1
7 40 0 23 0.428571 -1
7 33  23 0.571429 -1
7   24 0.333333 -1
7   24 0.333333 -1
7   24 0.333333 -1
7 43  25 0.666667 -1
7   25 0.333333 -1
7 10  26 0.444444 -1
7 12 37 26 0.333333 -1
7   26 0.222222 -1
7 53 51 27 1 -1
7   28 0.4 -1
7 21 47 28 0.6 -1
7 53  29 0.571429 -1
7 51 11 29 0.428571 -1
7 54  30 0.5 -1
7 16  30 0.5 -1
7   31 1 -1
7 35  32 0.444444 -1
7   32 0.222222 -1
7 41 16 32 0.333333 -1
7 57  33 0.5 -1
7 25  33 0.5 -1
7   34 1 -1
7 36  35 1 -1
7 1  36 1 -1
7   37 1 -1
7   38 1 -1
7   39 1 -1
7 6  40 0.571429 -1
7 12 18 40 0.428571 -1
7 40  41 0.363636 -1
7 43  41 0.363636 -1
7 44 14 41 0.272727 -1
7 41 23 42 0.428571 -1
7 48  42 0.571429 -1
7 19 23 43 0.428571 -1
7   43 0.285714 -1
7   43 0.285714 -1
7 43 59 44 0.333333 -1
7   44 0.222222 -1
7 29  44 0.444444 -1
7 22 37 45 0.333333 -1
7   45 0.222222 -1
7 41  45 0.444444 -1
7   46 1 -1
7   47 0.285714 -1
7   47 0.285714 -1
7 23 37 47 0.428571 -1
7 45  48 0.5 -1
7   48 0.25 -1
7   48 0.25 -1
7 2 43 49 0.5 -1
7 34 6 49 0.5 -1
7   50 0.2 -1
7 34  50 0.4 -1
7 49  50 0.4 -1
7 24 56 51 0.333333 -1
7   51 0.222222 -1
7 35  51 0.444444 -1
7 44  52 0.363636 -1
7 45  52 0.363636 -1
7 40 1 52 0.272727 -1
7 54 40 53 0.375 -1
7 22 18 53 0.375 -1
7   53 0.25 -1
7   54 1 -1
7 41  55 1 -1
7 35 8 56 0.272727 -1
7 49  56 0.363636 -1
7 45  56 0.363636 -1
7   57 0.5 -1
7   57 0.5 -1
7   58 0.222222 -1
7 48 49 58 0.333333 -1
7 24  58 0.444444 -1
7 48  59 1 -1
8 20 21 0 0.333333 -1
8 19  0 0.444444 -1
8   0 0.222222 -1
8 55 57 1 0.375 -1
8   1 0.25 -1
8 21 24 1 0.375 -1
8 44 23 2 1 -1
8 51  3 0.4 -1
8 44 27 3 0.3 -1
8 44 27 3 0.3 -1
8 31  4 0.5 -1
8 35  4 0.5 -1
8   5 0.25 -1
8 51  5 0.5 -1
8   5 0.25 -1
8   6 0.222222 -1
8 1  6 0.444444 -1
8 2 24 6 0.333333 -1
8   7 0.333333 -1
8 33  7 0.666667 -1
8 46  9 1 -1
8 32  10 0.363636 -1
8 19  10 0.363636 -1
8 16 53 10 0.272727 -1
8 38  11 0.4 -1
8   11 0.2 -1
8 53  11 0.4 -1
8 59 30 12 0.428571 -1
8 16  12 0.571429 -1
8 47  13 1 -1
8 15  14 0.666667 -1
8   14 0.333333 -1
8   15 0.333333 -1
8   15 0.333333 -1
8   15 0.333333 -1
8 59 3 16 0.428571 -1
8 53  16 0.571429 -1
8 25  17 1 -1
8   18 0.333333 -1
8   18 0.333333 -1
8   18 0.333333 -1
8   19 0.333333 -1
8 44  19 0.666667 -1
8   20 0.222222 -1
8 56 24 20 0.333333 -1
8 11  20 0.444444 -1
8   21 1 -1
8 20  22 1 -1
8 40  23 0.5 -1
8 18  23 0.5 -1
8 22 49 24 0.6 -1
8   24 0.4 -1
8   25 0.285714 -1
8   25 0.285714 -1
8 43 47 25 0.428571 -1
8 32  26 0.444444 -1
8   26 0.222222 -1
8 21 37 26 0.333333 -1
8   27 1 -1
8 1 55 28 0.5 -1
8 38 55 28 0.5 -1
8 7  29 0.666667 -1
8   29 0.333333 -1
8   30 1 -1
8 20  31 0.571429 -1
8 41 35 31 0.428571 -1
8 53 2 32 0.272727 -1
8 49  32 0.363636 -1
8 3  32 0.363636 -1
8   33 0.333333 -1
8 57  33 0.666667 -1
