0 76 30 1 0.428571 -1
0 45  1 0.571429 -1
0 44 88 70 0.375 -1
0 66 42 70 0.375 -1
0 51  71 0.5 -1
0 7  71 0.5 -1
0   72 0.285714 -1
0   72 0.285714 -1
0 10 54 72 0.428571 -1
0 91 85 73 1 -1
0   74 1 -1
0 78 10 75 0.375 -1
0 83 16 75 0.375 -1
0   75 0.25 -1
0 45 14 76 0.428571 -1
0 32  76 0.571429 -1
0   77 0.285714 -1
0   77 0.285714 -1
0 54 37 77 0.428571 -1
0   78 0.333333 -1
0 43  78 0.666667 -1
0   79 1 -1
0 11 49 80 0.6 -1
0   80 0.4 -1
0 62 40 81 1 -1
0 75  82 1 -1
0   83 0.5 -1
0   83 0.5 -1
0   84 1 -1
0   85 0.2 -1
0 12  85 0.4 -1
0 39  85 0.4 -1
0   86 1 -1
0 80  87 0.4 -1
0 19 96 87 0.3 -1
0 11 58 87 0.3 -1
0   88 0.4 -1
0 12 13 88 0.6 -1
0 60  89 1 -1
0   90 0.285714 -1
0   90 0.285714 -1
0 83 30 90 0.428571 -1
0   91 1 -1
0 46 29 92 1 -1
0 94  93 0.666667 -1
0   93 0.333333 -1
0   94 0.25 -1
0 48  94 0.5 -1
0   94 0.25 -1
0 26  95 1 -1
0 95 39 96 0.5 -1
0 51 89 96 0.5 -1
0   97 0.285714 -1
0   97 0.285714 -1
0 15 11 97 0.428571 -1
0   98 1 -1
0 17  99 1 -1
1   0 1 -1
1 11 12 2 0.5 -1
1 35 63 2 0.5 -1
1   3 1 -1
1 91  4 0.5 -1
1 45  4 0.5 -1
1 55 62 5 1 -1
1 57  6 0.571429 -1
1 53 46 6 0.428571 -1
1   7 0.25 -1
1 92  7 0.5 -1
1   7 0.25 -1
1 37 42 8 0.428571 -1
1 88  8 0.571429 -1
1 61 55 9 0.333333 -1
1 23  9 0.444444 -1
1   9 0.222222 -1
1   10 1 -1
1   11 0.4 -1
1 13 29 11 0.6 -1
1 93  12 0.4 -1
1 72  12 0.4 -1
1   12 0.2 -1
1 49 68 13 0.6 -1
1   13 0.4 -1
1   14 0.4 -1
1 80 64 14 0.6 -1
1 62 77 15 0.333333 -1
1 12  15 0.444444 -1
1   15 0.222222 -1
1   16 0.25 -1
1 13  16 0.5 -1
1   16 0.25 -1
1 39 85 17 1 -1
1 32 31 18 0.375 -1
1 87 57 18 0.375 -1
1   18 0.25 -1
1 34 4 19 0.6 -1
1   19 0.4 -1
1   20 1 -1
1   21 0.222222 -1
1 16 25 21 0.333333 -1
1 68  21 0.444444 -1
1 93 94 22 0.3 -1
1 63 92 22 0.3 -1
1 85  22 0.4 -1
1 36 5 23 1 -1
1 56  24 1 -1
1   25 0.333333 -1
1 45  25 0.666667 -1
1   26 1 -1
1 8 49 27 0.6 -1
1   27 0.4 -1
1   28 1 -1
1 88  29 1 -1
1 61 56 30 0.272727 -1
1 76  30 0.363636 -1
1 91  30 0.363636 -1
1   31 0.5 -1
1   31 0.5 -1
1   32 0.222222 -1
1 94 49 32 0.333333 -1
1 78  32 0.444444 -1
1 56 96 33 0.375 -1
1 60 13 33 0.375 -1
1   33 0.25 -1
1 29  34 1 -1
1 49  35 0.363636 -1
1 90 74 35 0.272727 -1
1 78  35 0.363636 -1
1 17 10 36 1 -1
1 32  37 0.4 -1
1 78  37 0.4 -1
1   37 0.2 -1
1 88 16 38 1 -1
1 55  39 1 -1
1 78 64 40 0.428571 -1
1 45  40 0.571429 -1
1 13  41 0.444444 -1
1   41 0.222222 -1
1 4 30 41 0.333333 -1
1   42 1 -1
1   43 1 -1
1 59  44 0.363636 -1
1 13 35 44 0.272727 -1
1 73  44 0.363636 -1
1 80  45 1 -1
1 96 57 46 1 -1
1 8  47 0.5 -1
1   47 0.25 -1
1   47 0.25 -1
1 39 36 48 1 -1
1   49 0.5 -1
1   49 0.5 -1
1   50 1 -1
1 66 78 51 0.333333 -1
1 39 7 51 0.333333 -1
1 13 27 51 0.333333 -1
1 73 47 52 0.428571 -1
1 65  52 0.571429 -1
1 86 19 53 1 -1
1   54 1 -1
1   55 0.5 -1
1   55 0.5 -1
1 38 16 56 0.5 -1
1 39 89 56 0.5 -1
1   57 0.5 -1
1   57 0.5 -1
1   58 1 -1
1 16  59 0.5 -1
1 36  59 0.5 -1
1   60 1 -1
1 30 87 61 0.333333 -1
1 83 56 61 0.333333 -1
1 95 5 61 0.333333 -1
1   62 1 -1
1   63 0.2 -1
1 58  63 0.4 -1
1 7  63 0.4 -1
1 39  64 1 -1
1 96 31 65 0.333333 -1
1 13  65 0.444444 -1
1   65 0.222222 -1
1 72  66 1 -1
1   67 0.285714 -1
1   67 0.285714 -1
1 98 59 67 0.428571 -1
1 93 76 68 1 -1
1 89  69 0.4 -1
1   69 0.2 -1
1 19  69 0.4 -1
1   70 0.285714 -1
1 64 12 70 0.428571 -1
1   70 0.285714 -1
1 45 95 71 0.428571 -1
1 17  71 0.571429 -1
1 73  72 1 -1
1 63 92 73 0.6 -1
1   73 0.4 -1
1   74 1 -1
1 74  75 0.444444 -1
1   75 0.222222 -1
1 10 24 75 0.333333 -1
1 78 97 76 1 -1
1 22  77 0.5 -1
1   77 0.25 -1
1   77 0.25 -1
1   78 0.5 -1
1   78 0.5 -1
1 96 65 79 0.375 -1
1   79 0.25 -1
1 60 62 79 0.375 -1
1   80 0.25 -1
1   80 0.25 -1
1 27  80 0.5 -1
1 43 4 81 1 -1
1   82 0.222222 -1
1 88 11 82 0.333333 -1
1 55  82 0.444444 -1
1 14  83 0.571429 -1
1 67 74 83 0.428571 -1
1 59 11 84 0.375 -1
1 76 33 84 0.375 -1
1   84 0.25 -1
1 88  85 0.666667 -1
1   85 0.333333 -1
1 58 51 86 1 -1
1 55 68 87 1 -1
1 16 90 88 0.333333 -1
1 28 15 88 0.333333 -1
1 8 51 88 0.333333 -1
1   89 0.4 -1
1 55 59 89 0.6 -1
1 16 10 90 0.5 -1
1 4 94 90 0.5 -1
1 43  91 0.333333 -1
1 97  91 0.333333 -1
1 16  91 0.333333 -1
1   92 0.222222 -1
1 58 73 92 0.333333 -1
1 29  92 0.444444 -1
1 27  93 0.4 -1
1   93 0.2 -1
1 17  93 0.4 -1
1   94 1 -1
1 43  95 0.5 -1
1 33  95 0.5 -1
1   96 0.222222 -1
1 39  96 0.444444 -1
1 36 78 96 0.333333 -1
1   97 0.333333 -1
1 7  97 0.666667 -1
1   98 1 -1
1   99 1 -1
2   0 0.4 -1
2 16 60 0 0.6 -1
2 89  1 1 -1
2 36 85 3 0.5 -1
2 50 37 3 0.5 -1
2   4 0.222222 -1
2 55 65 4 0.333333 -1
2 88  4 0.444444 -1
2   5 0.222222 -1
2 72 14 5 0.333333 -1
2 29  5 0.444444 -1
2 30  6 0.363636 -1
2 28 79 6 0.272727 -1
2 37  6 0.363636 -1
2 52 14 7 0.333333 -1
2 6 39 7 0.333333 -1
2 32 23 7 0.333333 -1
2 45  8 0.571429 -1
2 65 54 8 0.428571 -1
2 65  9 1 -1
2 60  10 0.5 -1
2 74  10 0.5 -1
2   11 0.333333 -1
2 94  11 0.666667 -1
2 62  12 1 -1
2 45 37 13 1 -1
2 92 17 14 0.5 -1
2 19 22 14 0.5 -1
2   15 0.4 -1
2 96 45 15 0.6 -1
2 37  16 0.666667 -1
2   16 0.333333 -1
2 92 64 17 1 -1
2   18 0.25 -1
2 71  18 0.5 -1
2   18 0.25 -1
2 36 33 19 1 -1
2   20 0.5 -1
2   20 0.5 -1
2 97 25 21 1 -1
2 33 4 22 0.5 -1
2 48 64 22 0.5 -1
2 34 53 23 0.428571 -1
2 54  23 0.571429 -1
2 99  24 1 -1
2 96  25 0.666667 -1
2   25 0.333333 -1
2 11  26 0.666667 -1
2   26 0.333333 -1
2 16  27 1 -1
2   28 0.2 -1
2 94  28 0.4 -1
2 95  28 0.4 -1
2 52  29 0.571429 -1
2 57 16 29 0.428571 -1
2 89 37 30 1 -1
2 36  31 0.571429 -1
2 61 16 31 0.428571 -1
2   32 0.333333 -1
2 59  32 0.666667 -1
2 22 36 33 0.375 -1
2 76 10 33 0.375 -1
2   33 0.25 -1
2 35  34 0.666667 -1
2   34 0.333333 -1
2 37  35 0.571429 -1
2 30 86 35 0.428571 -1
2   36 1 -1
2 45 49 37 0.375 -1
2   37 0.25 -1
2 91 16 37 0.375 -1
2 84 72 38 1 -1
2 4  39 0.444444 -1
2   39 0.222222 -1
2 61 28 39 0.333333 -1
2 99  40 0.5 -1
2 97  40 0.5 -1
2 65 26 41 0.428571 -1
2 62  41 0.571429 -1
2 99 35 42 0.5 -1
2 16 0 42 0.5 -1
2   43 1 -1
2 95 54 44 1 -1
2 65 78 45 0.428571 -1
2 65  45 0.571429 -1
2   46 0.25 -1
2 78  46 0.5 -1
2   46 0.25 -1
2   47 0.222222 -1
2 13  47 0.444444 -1
2 91 74 47 0.333333 -1
2 94  48 0.333333 -1
2 17  48 0.333333 -1
2 68  48 0.333333 -1
2 36 73 49 0.375 -1
2 99 32 49 0.375 -1
2   49 0.25 -1
2 52  50 0.444444 -1
2   50 0.222222 -1
2 80 29 50 0.333333 -1
2   51 1 -1
2 97 55 52 0.333333 -1
2   52 0.222222 -1
2 76  52 0.444444 -1
2   53 0.2 -1
2 62  53 0.4 -1
2 43  53 0.4 -1
2 14  54 0.666667 -1
2   54 0.333333 -1
2   55 0.2 -1
2 32  55 0.4 -1
2 40  55 0.4 -1
2 45 96 56 0.333333 -1
2   56 0.222222 -1
2 39  56 0.444444 -1
2   57 0.285714 -1
2 76 12 57 0.428571 -1
2   57 0.285714 -1
2   58 0.25 -1
2 4  58 0.5 -1
2   58 0.25 -1
2   59 1 -1
2 62 32 60 0.428571 -1
2 98  60 0.571429 -1
2   61 0.5 -1
2   61 0.5 -1
2 92 4 62 0.3 -1
2 17  62 0.4 -1
2 60 19 62 0.3 -1
2 27  63 0.571429 -1
2 59 17 63 0.428571 -1
2 62 36 64 1 -1
2 89 84 65 0.3 -1
2 55 16 65 0.3 -1
2 6  65 0.4 -1
2 93 94 66 0.333333 -1
2 62  66 0.444444 -1
2   66 0.222222 -1
2 16 38 67 0.428571 -1
2 14  67 0.571429 -1
2   68 1 -1
2   69 1 -1
2   70 0.333333 -1
2 19  70 0.666667 -1
2 34  71 1 -1
2   72 1 -1
2 36  73 0.363636 -1
2 16 67 73 0.272727 -1
2 25  73 0.363636 -1
2   74 0.4 -1
2 37 56 74 0.6 -1
2   75 0.5 -1
2   75 0.5 -1
2   76 1 -1
2 58  77 0.333333 -1
2 89  77 0.333333 -1
2 13  77 0.333333 -1
2 99 60 78 0.428571 -1
2 35  78 0.571429 -1
2 7 37 79 0.333333 -1
2 4 14 79 0.333333 -1
2 89 72 79 0.333333 -1
2 88 35 80 0.375 -1
2   80 0.25 -1
2 23 37 80 0.375 -1
2 80 79 81 1 -1
2   82 1 -1
2 61 74 83 1 -1
2 16 4 84 0.333333 -1
2   84 0.222222 -1
2 89  84 0.444444 -1
2 96  85 0.666667 -1
2   85 0.333333 -1
2   86 0.333333 -1
2   86 0.333333 -1
2   86 0.333333 -1
2 55 4 87 1 -1
2 23  88 0.4 -1
2 51  88 0.4 -1
2   88 0.2 -1
2   89 0.25 -1
2 50 45 89 0.375 -1
2 16 23 89 0.375 -1
2 46  90 0.333333 -1
2 64  90 0.333333 -1
2 39  90 0.333333 -1
2 42 4 91 0.428571 -1
2 12  91 0.571429 -1
2 64  92 0.571429 -1
2 30 17 92 0.428571 -1
2   93 0.285714 -1
2 39 67 93 0.428571 -1
2   93 0.285714 -1
2   94 1 -1
2 43 49 95 0.428571 -1
2 22  95 0.571429 -1
2 93  96 1 -1
2   97 1 -1
2 61  98 0.571429 -1
2 52 55 98 0.428571 -1
2 76  99 1 -1
3 78  0 0.5 -1
3 25  0 0.5 -1
3 5 57 1 0.333333 -1
3 87  1 0.444444 -1
3   1 0.222222 -1
3 89  2 0.4 -1
3   2 0.2 -1
3 24  2 0.4 -1
3 39 80 4 0.333333 -1
3   4 0.222222 -1
3 57  4 0.444444 -1
3 4  5 0.444444 -1
3 12 74 5 0.333333 -1
3   5 0.222222 -1
3 47  6 0.666667 -1
3   6 0.333333 -1
3   7 0.5 -1
3   7 0.5 -1
3 60 26 8 0.3 -1
3 32 65 8 0.3 -1
3 49  8 0.4 -1
3 8  9 0.666667 -1
3   9 0.333333 -1
3 76  10 0.571429 -1
3 32 85 10 0.428571 -1
3   11 1 -1
3 89 49 12 1 -1
3 79  13 0.666667 -1
3   13 0.333333 -1
3   14 1 -1
3 80 89 15 1 -1
3   16 0.285714 -1
3 84 45 16 0.428571 -1
3   16 0.285714 -1
3 92 39 17 0.3 -1
3 62  17 0.4 -1
3 67 37 17 0.3 -1
3 49 89 18 1 -1
3   19 0.333333 -1
3 68  19 0.666667 -1
3   20 0.285714 -1
3 32 55 20 0.428571 -1
3   20 0.285714 -1
3 74  21 1 -1
3   22 0.222222 -1
3 60  22 0.444444 -1
3 17 34 22 0.333333 -1
3 13 96 23 0.3 -1
3 66 92 23 0.3 -1
3 57  23 0.4 -1
3   24 0.285714 -1
3   24 0.285714 -1
3 30 10 24 0.428571 -1
3 62  25 0.666667 -1
3   25 0.333333 -1
3   26 0.333333 -1
3 0  26 0.666667 -1
3 26  27 0.571429 -1
3 96 95 27 0.428571 -1
3 19 94 28 1 -1
3 45  29 0.5 -1
3 39  29 0.5 -1
3   30 0.333333 -1
3 19  30 0.666667 -1
3   31 1 -1
3 71  32 0.666667 -1
3   32 0.333333 -1
3 77  33 0.666667 -1
3   33 0.333333 -1
3 60 98 34 1 -1
3 27 93 35 0.5 -1
3 31 88 35 0.5 -1
3 78  36 0.444444 -1
3   36 0.222222 -1
3 46 16 36 0.333333 -1
3 56 64 37 0.333333 -1
3   37 0.222222 -1
3 14  37 0.444444 -1
3 87  38 0.444444 -1
3   38 0.222222 -1
3 47 5 38 0.333333 -1
3 83  39 0.571429 -1
3 89 23 39 0.428571 -1
3 51  40 0.444444 -1
3 45 51 40 0.333333 -1
3   40 0.222222 -1
3   41 1 -1
3   42 0.25 -1
3 5  42 0.5 -1
3   42 0.25 -1
3   43 0.5 -1
3   43 0.5 -1
3 76  44 0.5 -1
3 94  44 0.5 -1
3 5 91 45 0.6 -1
3   45 0.4 -1
3 36 80 46 0.375 -1
3   46 0.25 -1
3 35 65 46 0.375 -1
3 36  47 1 -1
3 79 54 48 0.428571 -1
3 27  48 0.571429 -1
3 5 64 49 1 -1
3   50 0.4 -1
3 75 14 50 0.6 -1
3 52  51 1 -1
3   52 0.333333 -1
3 45  52 0.666667 -1
3   53 0.222222 -1
3 88  53 0.444444 -1
3 92 78 53 0.333333 -1
3 42  54 0.666667 -1
3   54 0.333333 -1
3 10  55 0.333333 -1
3 28  55 0.333333 -1
3 64  55 0.333333 -1
3   56 0.285714 -1
3   56 0.285714 -1
3 33 5 56 0.428571 -1
3   57 0.5 -1
3   57 0.5 -1
3 42  58 1 -1
3   59 0.25 -1
3   59 0.25 -1
3 11  59 0.5 -1
3 62  60 0.363636 -1
3 53  60 0.363636 -1
3 11 58 60 0.272727 -1
3 74  61 1 -1
3 46 86 62 0.333333 -1
3 4  62 0.444444 -1
3   62 0.222222 -1
3   63 0.333333 -1
3 32  63 0.666667 -1
3 94  64 0.666667 -1
3   64 0.333333 -1
3   65 1 -1
3   66 0.2 -1
3 77  66 0.4 -1
3 65  66 0.4 -1
3   67 0.5 -1
3   67 0.5 -1
3   68 0.4 -1
3 36 61 68 0.6 -1
3 97  69 1 -1
3   70 0.333333 -1
3 35  70 0.666667 -1
3 94 75 71 0.6 -1
3   71 0.4 -1
3   72 1 -1
3   73 1 -1
3 88 1 74 0.333333 -1
3   74 0.222222 -1
3 29  74 0.444444 -1
3 26 55 75 1 -1
3   76 0.333333 -1
3   76 0.333333 -1
3   76 0.333333 -1
3 74  77 0.363636 -1
3 76  77 0.363636 -1
3 39 0 77 0.272727 -1
3   78 0.333333 -1
3 96  78 0.666667 -1
3 88  79 0.571429 -1
3 76 93 79 0.428571 -1
3 41  80 1 -1
3   81 0.333333 -1
3   81 0.333333 -1
3   81 0.333333 -1
3 84  82 0.363636 -1
3 17 30 82 0.272727 -1
3 43  82 0.363636 -1
3 89 86 83 0.428571 -1
3 0  83 0.571429 -1
3   84 0.333333 -1
3 36  84 0.666667 -1
3 60  85 1 -1
3 36  86 0.4 -1
3 43  86 0.4 -1
3   86 0.2 -1
3   87 0.5 -1
3   87 0.5 -1
3 97  88 0.444444 -1
3 49 55 88 0.333333 -1
3   88 0.222222 -1
3 37  89 0.666667 -1
3   89 0.333333 -1
3 97  90 1 -1
3   91 0.285714 -1
3 57 14 91 0.428571 -1
3   91 0.285714 -1
3   92 0.4 -1
3 85 46 92 0.6 -1
3 11 72 93 0.333333 -1
3 11 78 93 0.333333 -1
3 49 89 93 0.333333 -1
3   94 0.4 -1
3 49 91 94 0.6 -1
3 22  95 1 -1
3 4 89 96 0.6 -1
3   96 0.4 -1
3 57 64 97 0.6 -1
3   97 0.4 -1
3 52  98 0.363636 -1
3 25  98 0.363636 -1
3 35 90 98 0.272727 -1
3 32  99 0.363636 -1
3 60  99 0.363636 -1
3 13 94 99 0.272727 -1
4 65  0 0.4 -1
4   0 0.2 -1
4 67  0 0.4 -1
4   1 0.4 -1
4 94 97 1 0.6 -1
4 65 13 2 1 -1
4 27 32 3 1 -1
4 1 94 5 0.333333 -1
4 74  5 0.444444 -1
4   5 0.222222 -1
4 0  6 1 -1
4 46  7 0.444444 -1
4 10 17 7 0.333333 -1
4   7 0.222222 -1
4 99  8 1 -1
4 73  9 0.4 -1
4   9 0.2 -1
4 72  9 0.4 -1
4   10 0.2 -1
4 36  10 0.4 -1
4 11  10 0.4 -1
4   11 0.222222 -1
4 73 88 11 0.333333 -1
4 1  11 0.444444 -1
4   12 0.2 -1
4 47  12 0.4 -1
4 78  12 0.4 -1
4 14  13 0.666667 -1
4   13 0.333333 -1
4 74 3 14 0.3 -1
4 62 65 14 0.3 -1
4 49  14 0.4 -1
4 60  15 0.333333 -1
4 93  15 0.333333 -1
4 64  15 0.333333 -1
4 97  16 0.5 -1
4 85  16 0.5 -1
4 8 96 17 0.5 -1
4 76 49 17 0.5 -1
4 25  18 0.571429 -1
4 14 98 18 0.428571 -1
4 87 68 19 1 -1
4 99 54 20 0.272727 -1
4 63  20 0.363636 -1
4 32  20 0.363636 -1
4 5 45 21 0.5 -1
4 90 59 21 0.5 -1
4 55 25 22 0.375 -1
4   22 0.25 -1
4 66 60 22 0.375 -1
4 17 42 23 1 -1
4 89  24 0.571429 -1
4 54 94 24 0.428571 -1
4   25 0.5 -1
4   25 0.5 -1
4 13 32 26 0.6 -1
4   26 0.4 -1
4 14  27 0.4 -1
4   27 0.2 -1
4 88  27 0.4 -1
4 66 49 28 0.428571 -1
4 75  28 0.571429 -1
4 39  29 0.571429 -1
4 16 42 29 0.428571 -1
4   30 1 -1
4 89  31 0.5 -1
4 88  31 0.5 -1
4 63 55 32 0.5 -1
4 57 68 32 0.5 -1
4 79 91 33 1 -1
4 88 49 34 1 -1
4 89  35 0.666667 -1
4   35 0.333333 -1
4 72  36 0.444444 -1
4   36 0.222222 -1
4 33 94 36 0.333333 -1
4 34  37 0.666667 -1
4   37 0.333333 -1
4 35  38 0.5 -1
4   38 0.25 -1
4   38 0.25 -1
4 96  39 1 -1
4 43  40 0.571429 -1
4 37 30 40 0.428571 -1
4 92  41 1 -1
4   42 0.333333 -1
4 99  42 0.666667 -1
4 39  43 0.333333 -1
4 67  43 0.333333 -1
4 79  43 0.333333 -1
4   44 0.4 -1
4 35 27 44 0.6 -1
4   45 0.285714 -1
4   45 0.285714 -1
4 72 49 45 0.428571 -1
4   46 0.285714 -1
4   46 0.285714 -1
4 57 76 46 0.428571 -1
4 14  47 0.5 -1
4 90  47 0.5 -1
4 56 60 48 0.333333 -1
4 74 61 48 0.333333 -1
4 17 28 48 0.333333 -1
4 88  49 0.666667 -1
4   49 0.333333 -1
4 97  50 1 -1
4 10 76 51 1 -1
4 3 73 52 0.428571 -1
4 14  52 0.571429 -1
4 7  53 0.666667 -1
4   53 0.333333 -1
4 46  54 0.5 -1
4 60  54 0.5 -1
4   55 0.4 -1
4 88 42 55 0.6 -1
4   56 0.222222 -1
4 66  56 0.444444 -1
4 11 58 56 0.333333 -1
4 95 7 57 0.375 -1
4 72 25 57 0.375 -1
4   57 0.25 -1
4   58 1 -1
4   59 0.5 -1
4   59 0.5 -1
4   60 1 -1
4   61 0.4 -1
4 12 64 61 0.6 -1
4 74  62 0.571429 -1
4 28 88 62 0.428571 -1
4 64 25 63 1 -1
4 16  64 1 -1
4 97 28 65 0.428571 -1
4 36  65 0.571429 -1
4 51  66 0.666667 -1
4   66 0.333333 -1
4   67 1 -1
4   68 0.333333 -1
4 63  68 0.666667 -1
4   69 0.222222 -1
4 62  69 0.444444 -1
4 63 3 69 0.333333 -1
4   70 1 -1
4 56  71 0.666667 -1
4   71 0.333333 -1
4 35  72 1 -1
4 14  73 0.5 -1
4   73 0.25 -1
4   73 0.25 -1
4 10  74 0.666667 -1
4   74 0.333333 -1
4 55  75 0.444444 -1
4   75 0.222222 -1
4 1 8 75 0.333333 -1
4 64  76 0.4 -1
4 56  76 0.4 -1
4   76 0.2 -1
4 8 92 77 1 -1
4   78 0.285714 -1
4 42 91 78 0.428571 -1
4   78 0.285714 -1
4   79 0.222222 -1
4 66 23 79 0.333333 -1
4 59  79 0.444444 -1
4 89 56 80 0.6 -1
4   80 0.4 -1
4   81 1 -1
4 69 73 82 0.333333 -1
4 30  82 0.444444 -1
4   82 0.222222 -1
4 66  83 0.666667 -1
4   83 0.333333 -1
4 35 52 84 0.3 -1
4 22 89 84 0.3 -1
4 17  84 0.4 -1
4 26  85 0.4 -1
4 37  85 0.4 -1
4   85 0.2 -1
4   86 0.4 -1
4 27 85 86 0.6 -1
4 88  87 0.5 -1
4 54  87 0.5 -1
4   88 0.25 -1
4 35  88 0.5 -1
4   88 0.25 -1
4   89 0.333333 -1
4 11  89 0.666667 -1
4   90 0.222222 -1
4 94  90 0.444444 -1
4 35 92 90 0.333333 -1
4 25 3 91 0.5 -1
4 33 14 91 0.5 -1
4   92 0.4 -1
4 64 0 92 0.6 -1
4 36 53 93 0.6 -1
4   93 0.4 -1
4 89 79 94 0.333333 -1
4   94 0.222222 -1
4 42  94 0.444444 -1
4 0  95 0.5 -1
4   95 0.25 -1
4   95 0.25 -1
4   96 0.333333 -1
4 52  96 0.666667 -1
4   97 1 -1
4 25  98 0.4 -1
4   98 0.2 -1
4 41  98 0.4 -1
4   99 0.5 -1
4   99 0.5 -1
5 4 60 0 1 -1
5 88  1 0.4 -1
5   1 0.2 -1
5 95  1 0.4 -1
5   2 0.25 -1
5 62 53 2 0.375 -1
5 11 63 2 0.375 -1
5 83  3 1 -1
5 13  4 0.444444 -1
5   4 0.222222 -1
5 90 29 4 0.333333 -1
5 64 69 6 0.5 -1
5 32 25 6 0.5 -1
5 80 27 7 1 -1
5 37 15 8 0.5 -1
5 99 39 8 0.5 -1
5 4  9 0.666667 -1
5   9 0.333333 -1
5 16  10 0.363636 -1
5 27  10 0.363636 -1
5 49 86 10 0.272727 -1
5 72 12 11 1 -1
5 32 62 12 0.375 -1
5   12 0.25 -1
5 61 87 12 0.375 -1
5 92 65 13 0.6 -1
5   13 0.4 -1
5 66  14 0.444444 -1
5 30 62 14 0.333333 -1
5   14 0.222222 -1
5   15 1 -1
5   16 1 -1
5 47 93 17 1 -1
5 77  18 0.444444 -1
5 92 77 18 0.333333 -1
5   18 0.222222 -1
5 27 83 19 1 -1
5 72 17 20 0.3 -1
5 8 1 20 0.3 -1
5 58  20 0.4 -1
5   21 0.285714 -1
5   21 0.285714 -1
5 10 93 21 0.428571 -1
5 51  22 0.4 -1
5 71 0 22 0.3 -1
5 35 65 22 0.3 -1
5 46 33 23 0.272727 -1
5 59  23 0.363636 -1
5 83  23 0.363636 -1
5   24 0.25 -1
