0 41  1 0.571429 -1
0 24 72 46 0.333333 -1
0   46 0.222222 -1
0 65  46 0.444444 -1
0 46 52 47 1 -1
0 68 67 48 1 -1
0 33 16 49 0.428571 -1
0 68  49 0.571429 -1
0 77  50 1 -1
0 30 74 51 0.375 -1
0 2 1 51 0.375 -1
0   51 0.25 -1
0 15  52 0.666667 -1
0   52 0.333333 -1
0   53 0.333333 -1
0   53 0.333333 -1
0   53 0.333333 -1
0 52  54 1 -1
0 60 61 55 0.375 -1
0   55 0.25 -1
0 27 78 55 0.375 -1
0 4 54 56 0.6 -1
0   56 0.4 -1
0 79 41 57 1 -1
0   58 0.333333 -1
0   58 0.333333 -1
0   58 0.333333 -1
0 20  59 0.4 -1
0 17  59 0.4 -1
0   59 0.2 -1
0 54  60 0.333333 -1
0 59  60 0.333333 -1
0 38  60 0.333333 -1
0   61 0.333333 -1
0 40  61 0.666667 -1
0   62 0.4 -1
0 59 27 62 0.6 -1
0 54 59 63 0.428571 -1
0 71  63 0.571429 -1
0   64 1 -1
0 26 61 65 1 -1
0 9 17 66 0.3 -1
0 29 51 66 0.3 -1
0 23  66 0.4 -1
0 21  67 1 -1
0   68 0.2 -1
0 2  68 0.4 -1
0 16  68 0.4 -1
0   69 1 -1
0   70 1 -1
0   71 1 -1
0 9  72 0.5 -1
0   72 0.25 -1
0   72 0.25 -1
0 49 15 73 0.428571 -1
0   73 0.285714 -1
0   73 0.285714 -1
0   74 0.4 -1
0 48 3 74 0.6 -1
0 35  75 0.571429 -1
0 46 39 75 0.428571 -1
0 52  76 1 -1
0   77 1 -1
0 17 14 78 0.5 -1
0 29 60 78 0.5 -1
0   79 0.285714 -1
0   79 0.285714 -1
0 18 1 79 0.428571 -1
1 69 67 0 0.333333 -1
1   0 0.222222 -1
1 69  0 0.444444 -1
1 21 36 2 0.375 -1
1 37 24 2 0.375 -1
1   2 0.25 -1
1 50  3 0.5 -1
1 69  3 0.5 -1
1 23 52 4 1 -1
1   5 0.25 -1
1 18  5 0.5 -1
1   5 0.25 -1
1   6 0.333333 -1
1   6 0.333333 -1
1   6 0.333333 -1
1 16  7 0.333333 -1
1 6  7 0.333333 -1
1 71  7 0.333333 -1
1 49  8 1 -1
1 50 77 9 0.6 -1
1   9 0.4 -1
1   10 0.5 -1
1   10 0.5 -1
1 20 21 11 1 -1
1 2  12 1 -1
1 20  13 0.4 -1
1   13 0.2 -1
1 29  13 0.4 -1
1 33 38 14 0.272727 -1
1 39  14 0.363636 -1
1 53  14 0.363636 -1
1 66  15 0.666667 -1
1   15 0.333333 -1
1   16 0.285714 -1
1 45 15 16 0.428571 -1
1   16 0.285714 -1
1   17 0.333333 -1
1 30  17 0.666667 -1
1   18 1 -1
1 24 9 19 1 -1
1   20 1 -1
1 56  21 0.444444 -1
1 47 64 21 0.333333 -1
1   21 0.222222 -1
1 67  22 0.363636 -1
1 15 33 22 0.272727 -1
1 48  22 0.363636 -1
1 76 37 23 0.428571 -1
1 76  23 0.571429 -1
1 16  24 0.5 -1
1 45  24 0.5 -1
1   25 1 -1
1   26 0.285714 -1
1 61 71 26 0.428571 -1
1   26 0.285714 -1
1   27 0.5 -1
1   27 0.5 -1
1   28 0.25 -1
1 35  28 0.5 -1
1   28 0.25 -1
1 30  29 0.4 -1
1 73 77 29 0.3 -1
1 15 14 29 0.3 -1
1   30 0.25 -1
1 33 69 30 0.375 -1
1 77 69 30 0.375 -1
1   31 0.333333 -1
1 14  31 0.666667 -1
1 21  32 0.5 -1
1 35  32 0.5 -1
1   33 0.285714 -1
1   33 0.285714 -1
1 3 45 33 0.428571 -1
1   34 1 -1
1 39  35 1 -1
1 49 9 36 0.428571 -1
1 35  36 0.571429 -1
1 16  37 0.571429 -1
1 74 23 37 0.428571 -1
1 33 6 38 0.6 -1
1   38 0.4 -1
1 15 68 39 0.5 -1
1 33 59 39 0.5 -1
1   40 0.333333 -1
1 36  40 0.666667 -1
1   41 0.222222 -1
1 48 22 41 0.333333 -1
1 33  41 0.444444 -1
1 6  42 0.666667 -1
1   42 0.333333 -1
1 23 59 43 0.428571 -1
1 78  43 0.571429 -1
1 77  44 0.666667 -1
1   44 0.333333 -1
1 13 67 45 1 -1
1 33  46 0.666667 -1
1   46 0.333333 -1
1 17 2 47 1 -1
1   48 0.333333 -1
1 58  48 0.666667 -1
1 29 74 49 0.3 -1
1 33  49 0.4 -1
1 46 44 49 0.3 -1
1   50 0.4 -1
1 74 51 50 0.6 -1
1 66 59 51 0.6 -1
1   51 0.4 -1
1 78  52 0.571429 -1
1 74 67 52 0.428571 -1
1 45 3 53 1 -1
1   54 0.2 -1
1 20  54 0.4 -1
1 74  54 0.4 -1
1 46 20 55 0.333333 -1
1 78 17 55 0.333333 -1
1 20 35 55 0.333333 -1
1   56 0.2 -1
1 37  56 0.4 -1
1 48  56 0.4 -1
1 36 48 57 0.6 -1
1   57 0.4 -1
1   58 1 -1
1   59 0.285714 -1
1   59 0.285714 -1
1 26 51 59 0.428571 -1
1   60 0.4 -1
1 37 5 60 0.6 -1
1 37  61 0.666667 -1
1   61 0.333333 -1
1 22  62 0.571429 -1
1 73 20 62 0.428571 -1
1   63 0.333333 -1
1 72  63 0.666667 -1
1 71  64 0.333333 -1
1 13  64 0.333333 -1
1 77  64 0.333333 -1
1 24 2 65 0.6 -1
1   65 0.4 -1
1 61  66 0.444444 -1
1   66 0.222222 -1
1 9 77 66 0.333333 -1
1   67 1 -1
1 5 78 68 0.6 -1
1   68 0.4 -1
1   69 1 -1
1 49 51 70 1 -1
1 23  71 0.666667 -1
1   71 0.333333 -1
1 14 54 72 0.333333 -1
1 45 67 72 0.333333 -1
1 9 74 72 0.333333 -1
1 6 29 73 0.428571 -1
1 58  73 0.571429 -1
1   74 0.5 -1
1   74 0.5 -1
1 37 50 75 0.6 -1
1   75 0.4 -1
1   76 1 -1
1 44 11 77 0.428571 -1
1 51  77 0.571429 -1
1   78 0.285714 -1
1 59 22 78 0.428571 -1
1   78 0.285714 -1
1 39 69 79 0.333333 -1
1 57  79 0.444444 -1
1   79 0.222222 -1
2 24  0 1 -1
2   1 0.222222 -1
2 69 20 1 0.333333 -1
2 35  1 0.444444 -1
2 45 25 3 0.6 -1
2   3 0.4 -1
2 29  4 0.5 -1
2 28  4 0.5 -1
2   5 0.333333 -1
2 64  5 0.666667 -1
2 61 78 6 0.428571 -1
2   6 0.285714 -1
2   6 0.285714 -1
2   7 1 -1
2   8 0.333333 -1
2 39  8 0.666667 -1
2 72  9 0.571429 -1
2 41 23 9 0.428571 -1
2 41  10 0.666667 -1
2   10 0.333333 -1
2   11 0.2 -1
2 33  11 0.4 -1
2 1  11 0.4 -1
2 43 37 12 1 -1
2 69 15 13 1 -1
2   14 0.4 -1
2 27 15 14 0.6 -1
2 54  15 0.5 -1
2 31  15 0.5 -1
2 30  16 1 -1
2 49  17 1 -1
2 57  18 1 -1
2 5  19 1 -1
2 29  20 1 -1
2 16 47 21 1 -1
2 26  22 0.666667 -1
2   22 0.333333 -1
2 48 49 23 0.428571 -1
2 61  23 0.571429 -1
2 50 47 24 0.333333 -1
2 49  24 0.444444 -1
2   24 0.222222 -1
2 74 52 25 0.428571 -1
2 69  25 0.571429 -1
2   26 1 -1
2 5  27 0.5 -1
2 68  27 0.5 -1
2 77  28 0.363636 -1
2 47 46 28 0.272727 -1
2 49  28 0.363636 -1
2 54 37 29 1 -1
2 52 77 30 1 -1
2   31 0.25 -1
2 66  31 0.5 -1
2   31 0.25 -1
2   32 1 -1
2   33 1 -1
2 29 37 34 0.5 -1
2 42 24 34 0.5 -1
2 28  35 0.4 -1
2 1  35 0.4 -1
2   35 0.2 -1
2 32 46 36 1 -1
2   37 0.285714 -1
2 5 9 37 0.428571 -1
2   37 0.285714 -1
2 26  38 1 -1
2 73 67 39 0.375 -1
2 16 56 39 0.375 -1
2   39 0.25 -1
2   40 0.333333 -1
2 45  40 0.666667 -1
2   41 0.5 -1
2   41 0.5 -1
2   42 1 -1
2 75  43 0.363636 -1
2 28  43 0.363636 -1
2 46 37 43 0.272727 -1
2 46 48 44 1 -1
2 58  45 0.4 -1
2 5  45 0.4 -1
2   45 0.2 -1
2   46 0.222222 -1
2 50 61 46 0.333333 -1
2 67  46 0.444444 -1
2 35 68 47 0.428571 -1
2 6  47 0.571429 -1
2 45 67 48 1 -1
2 61 59 49 0.272727 -1
2 66  49 0.363636 -1
2 77  49 0.363636 -1
2 66  50 0.4 -1
2   50 0.2 -1
2 33  50 0.4 -1
2   51 0.4 -1
2 37 48 51 0.6 -1
2   52 0.333333 -1
2 67  52 0.666667 -1
2 78 6 53 1 -1
2 9  54 1 -1
2   55 0.5 -1
2   55 0.5 -1
2 78 39 56 1 -1
2 64  57 1 -1
2   58 0.333333 -1
2 46  58 0.666667 -1
2 75 16 59 0.6 -1
2   59 0.4 -1
2   60 1 -1
2 24 9 61 1 -1
2 14 37 62 0.3 -1
2 49  62 0.4 -1
2 76 15 62 0.3 -1
2   63 0.4 -1
2 17 69 63 0.6 -1
2 29  64 0.5 -1
2   64 0.25 -1
2   64 0.25 -1
2 37 1 65 0.375 -1
2 36 46 65 0.375 -1
2   65 0.25 -1
2   66 0.5 -1
2   66 0.5 -1
2 59 58 67 0.428571 -1
2 78  67 0.571429 -1
2 69  68 0.333333 -1
2 71  68 0.333333 -1
2 41  68 0.333333 -1
2   69 1 -1
2 22 47 70 0.6 -1
2   70 0.4 -1
2   71 0.222222 -1
2 48  71 0.444444 -1
2 0 24 71 0.333333 -1
2 48 71 72 0.6 -1
2   72 0.4 -1
2 14 11 73 0.333333 -1
2 68  73 0.444444 -1
2   73 0.222222 -1
2 24  74 1 -1
2 66 20 75 0.6 -1
2   75 0.4 -1
2 47 38 76 1 -1
2 33 1 77 1 -1
2   78 1 -1
2 31  79 0.4 -1
2 35  79 0.4 -1
2   79 0.2 -1
3 36 37 0 1 -1
3 72 54 1 0.5 -1
3 46 32 1 0.5 -1
3   2 0.285714 -1
3   2 0.285714 -1
3 74 14 2 0.428571 -1
3   4 0.25 -1
3 1  4 0.5 -1
3   4 0.25 -1
3 9 22 5 0.375 -1
3 68 50 5 0.375 -1
3   5 0.25 -1
3 9  6 0.4 -1
3   6 0.2 -1
3 50  6 0.4 -1
3 31  7 0.5 -1
3 20  7 0.5 -1
3   8 0.333333 -1
3 26  8 0.666667 -1
3   9 1 -1
3 39  10 0.571429 -1
3 51 38 10 0.428571 -1
3 49  11 0.444444 -1
3 75 67 11 0.333333 -1
3   11 0.222222 -1
3 22 71 12 0.3 -1
3 64 40 12 0.3 -1
3 60  12 0.4 -1
3   13 0.285714 -1
3   13 0.285714 -1
3 45 36 13 0.428571 -1
3   14 0.222222 -1
3 59  14 0.444444 -1
3 9 1 14 0.333333 -1
3 30  15 0.333333 -1
3 29  15 0.333333 -1
3 66  15 0.333333 -1
3   16 0.4 -1
3 2 6 16 0.6 -1
3 30  17 0.444444 -1
3 74 5 17 0.333333 -1
3   17 0.222222 -1
3 71 22 18 0.5 -1
3 23 2 18 0.5 -1
3   19 1 -1
3 77  20 0.444444 -1
3 61 51 20 0.333333 -1
3   20 0.222222 -1
3 71 14 21 0.5 -1
3 59 60 21 0.5 -1
3 25 36 22 0.428571 -1
3 71  22 0.571429 -1
3   23 0.4 -1
3 13 46 23 0.6 -1
3 1  24 0.666667 -1
3   24 0.333333 -1
3   25 0.333333 -1
3 48  25 0.666667 -1
3 72  26 0.571429 -1
3 44 49 26 0.428571 -1
3 71 50 27 0.375 -1
3 29 60 27 0.375 -1
3   27 0.25 -1
3 0  28 1 -1
3 0  29 0.571429 -1
3 30 11 29 0.428571 -1
3 41 33 30 0.5 -1
3 20 14 30 0.5 -1
3 9 33 31 0.6 -1
3   31 0.4 -1
3 74  32 0.666667 -1
3   32 0.333333 -1
3 49  33 0.4 -1
3   33 0.2 -1
3 35  33 0.4 -1
3   34 0.333333 -1
3 20  34 0.666667 -1
3   35 1 -1
3 51 30 36 0.6 -1
3   36 0.4 -1
3   37 0.25 -1
3 48  37 0.5 -1
3   37 0.25 -1
3 25  38 0.666667 -1
3   38 0.333333 -1
3 48 22 39 0.333333 -1
3 58  39 0.444444 -1
3   39 0.222222 -1
3 15  40 0.571429 -1
3 32 9 40 0.428571 -1
3   41 0.25 -1
3 24 49 41 0.375 -1
3 39 2 41 0.375 -1
3 26  42 0.363636 -1
3 12 31 42 0.272727 -1
3 71  42 0.363636 -1
3 33  43 0.5 -1
3 29  43 0.5 -1
3 60  44 1 -1
3 30  45 0.5 -1
3 67  45 0.5 -1
3   46 0.222222 -1
3 49  46 0.444444 -1
3 44 30 46 0.333333 -1
3 2 45 47 0.6 -1
3   47 0.4 -1
3 37 6 48 1 -1
3   49 0.333333 -1
3 4  49 0.666667 -1
3 69 38 50 1 -1
3   51 0.222222 -1
3 57  51 0.444444 -1
3 65 33 51 0.333333 -1
3 58  52 0.571429 -1
3 41 40 52 0.428571 -1
3 48 16 53 0.5 -1
3 21 32 53 0.5 -1
3 27  54 0.444444 -1
3 49 33 54 0.333333 -1
3   54 0.222222 -1
3   55 0.4 -1
3 69 1 55 0.6 -1
3 9  56 1 -1
3 8 68 57 0.333333 -1
3 61 47 57 0.333333 -1
3 59 45 57 0.333333 -1
3 36  58 0.4 -1
3 35 46 58 0.3 -1
3 48 38 58 0.3 -1
3 61 42 59 0.3 -1
3 57  59 0.4 -1
3 32 72 59 0.3 -1
3   60 1 -1
3   61 0.285714 -1
3 25 45 61 0.428571 -1
3   61 0.285714 -1
3 29  62 0.571429 -1
3 1 76 62 0.428571 -1
3 9  63 1 -1
3 66 71 64 0.5 -1
3 65 52 64 0.5 -1
3   65 1 -1
3 72  66 1 -1
3 51 11 67 1 -1
3 74  68 0.666667 -1
3   68 0.333333 -1
3 37 48 69 1 -1
3 13  70 1 -1
3 37 67 71 0.5 -1
3 45 59 71 0.5 -1
3 71 25 72 1 -1
3   73 1 -1
3   74 0.4 -1
3 38 58 74 0.6 -1
3   75 1 -1
3 31  76 0.571429 -1
3 41 17 76 0.428571 -1
3 14 12 77 0.428571 -1
3 25  77 0.571429 -1
3   78 0.25 -1
3 47  78 0.5 -1
3   78 0.25 -1
3 36  79 0.333333 -1
3 45  79 0.333333 -1
3 0  79 0.333333 -1
4 33  0 0.444444 -1
4   0 0.222222 -1
4 30 16 0 0.333333 -1
4 38 25 1 0.375 -1
4   1 0.25 -1
4 64 13 1 0.375 -1
4 77 61 2 0.375 -1
4   2 0.25 -1
4 71 54 2 0.375 -1
4   3 1 -1
4   5 0.222222 -1
4 14 71 5 0.333333 -1
4 9  5 0.444444 -1
4 64  6 0.4 -1
4 29 16 6 0.3 -1
4 40 73 6 0.3 -1
4   7 1 -1
4   8 0.333333 -1
4 46  8 0.666667 -1
4   9 0.5 -1
4   9 0.5 -1
4 72  10 0.333333 -1
4 55  10 0.333333 -1
4 9  10 0.333333 -1
4 23 0 11 0.5 -1
4 39 48 11 0.5 -1
4   12 0.285714 -1
4 9 32 12 0.428571 -1
4   12 0.285714 -1
4 37 47 13 0.333333 -1
4   13 0.222222 -1
4 66  13 0.444444 -1
4 59  14 0.444444 -1
4   14 0.222222 -1
4 46 22 14 0.333333 -1
4 1 39 15 0.272727 -1
4 48  15 0.363636 -1
4 37  15 0.363636 -1
4 33  16 0.666667 -1
4   16 0.333333 -1
4 57  17 0.444444 -1
4 39 8 17 0.333333 -1
4   17 0.222222 -1
4 45 48 18 1 -1
4   19 0.285714 -1
4   19 0.285714 -1
4 76 78 19 0.428571 -1
4 66  20 0.571429 -1
4 48 77 20 0.428571 -1
4 16 9 21 0.5 -1
4 1 36 21 0.5 -1
4 41 1 22 1 -1
4 38 47 23 0.428571 -1
4 39  23 0.571429 -1
4 78  24 0.666667 -1
4   24 0.333333 -1
4 2  25 1 -1
4 51 2 26 1 -1
4   27 1 -1
4 48  28 0.333333 -1
4 29  28 0.333333 -1
4 65  28 0.333333 -1
4   29 1 -1
4   30 1 -1
4   31 0.2 -1
4 23  31 0.4 -1
4 72  31 0.4 -1
4 74 31 32 0.428571 -1
4   32 0.285714 -1
4   32 0.285714 -1
4 36 74 33 0.5 -1
4 67 51 33 0.5 -1
4 78  34 1 -1
4   35 0.333333 -1
4 24  35 0.666667 -1
4 47  36 0.444444 -1
4   36 0.222222 -1
4 39 69 36 0.333333 -1
4 20 29 37 0.3 -1
4 20  37 0.4 -1
4 45 29 37 0.3 -1
4 6  38 0.4 -1
4 22  38 0.4 -1
4   38 0.2 -1
4 29  39 0.666667 -1
4   39 0.333333 -1
4 73 33 40 1 -1
4 20 31 41 1 -1
4   42 0.2 -1
4 73  42 0.4 -1
4 13  42 0.4 -1
4 68 2 43 0.428571 -1
4 15  43 0.571429 -1
4 28  44 1 -1
4 29 71 45 0.428571 -1
4 77  45 0.571429 -1
4 39 77 46 0.5 -1
4 33 32 46 0.5 -1
4 33  47 1 -1
4   48 1 -1
4   49 1 -1
4 38  50 0.444444 -1
4   50 0.222222 -1
4 64 69 50 0.333333 -1
4 78 74 51 1 -1
4 21 51 52 0.333333 -1
4 30 65 52 0.333333 -1
4 5 48 52 0.333333 -1
4 35 20 53 0.272727 -1
4 23  53 0.363636 -1
4 41  53 0.363636 -1
4 26  54 0.5 -1
4 77  54 0.5 -1
4   55 0.25 -1
4 0  55 0.5 -1
4   55 0.25 -1
4 26  56 1 -1
4 43  57 0.571429 -1
4 33 2 57 0.428571 -1
4   58 0.285714 -1
4   58 0.285714 -1
4 38 12 58 0.428571 -1
4   59 0.222222 -1
4 16  59 0.444444 -1
4 54 66 59 0.333333 -1
4   60 1 -1
4 14  61 0.5 -1
4 16  61 0.5 -1
4 31  62 0.5 -1
4 37  62 0.5 -1
4   63 0.4 -1
4 60 30 63 0.6 -1
4 6 23 64 1 -1
4   65 1 -1
4   66 0.333333 -1
4 35  66 0.666667 -1
4 29 35 67 0.6 -1
4   67 0.4 -1
4 49  68 0.5 -1
4 71  68 0.5 -1
4 27  69 0.571429 -1
4 64 46 69 0.428571 -1
4 27 52 70 0.5 -1
4 3 1 70 0.5 -1
4   71 0.25 -1
4   71 0.25 -1
4 78  71 0.5 -1
4 8 77 72 0.5 -1
4 31 15 72 0.5 -1
4 1 45 73 0.6 -1
4   73 0.4 -1
4 43  74 0.363636 -1
4 3  74 0.363636 -1
4 31 76 74 0.272727 -1
4   75 1 -1
4   76 0.222222 -1
4 31 27 76 0.333333 -1
4 61  76 0.444444 -1
4 36  77 0.5 -1
4 41  77 0.5 -1
4 6  78 0.571429 -1
4 58 39 78 0.428571 -1
4   79 0.333333 -1
4 51  79 0.666667 -1
5 32  0 0.5 -1
5 64  0 0.5 -1
5 23  1 0.5 -1
5   1 0.25 -1
5   1 0.25 -1
5 23 33 2 0.6 -1
5   2 0.4 -1
5   3 0.222222 -1
5 74 69 3 0.333333 -1
5 48  3 0.444444 -1
5 13 64 4 0.428571 -1
5 47  4 0.571429 -1
5   6 1 -1
5 13 31 7 1 -1
5 78  8 1 -1
5   9 1 -1
5   10 0.222222 -1
5 37 48 10 0.333333 -1
5 33  10 0.444444 -1
5 72  11 0.5 -1
5 3  11 0.5 -1
5   12 0.222222 -1
5 35  12 0.444444 -1
5 0 61 12 0.333333 -1
5   13 1 -1
5   14 1 -1
5 74  15 1 -1
5 9  16 0.5 -1
5   16 0.25 -1
5   16 0.25 -1
5 47  17 0.5 -1
5 16  17 0.5 -1
5   18 1 -1
5   19 0.285714 -1
5 39 20 19 0.428571 -1
5   19 0.285714 -1
5   20 0.222222 -1
5 77  20 0.444444 -1
5 14 46 20 0.333333 -1
5 35 45 21 0.5 -1
5 74 13 21 0.5 -1
5 11 32 22 0.6 -1
5   22 0.4 -1
5   23 0.5 -1
5   23 0.5 -1
5 49 14 24 0.272727 -1
5 39  24 0.363636 -1
5 27  24 0.363636 -1
5 9 46 25 0.3 -1
5 0 77 25 0.3 -1
5 37  25 0.4 -1
5   26 0.2 -1
5 69  26 0.4 -1
5 32  26 0.4 -1
5 46 48 27 0.5 -1
5 57 29 27 0.5 -1
5 77  28 0.5 -1
5 20  28 0.5 -1
5 78 59 29 0.272727 -1
5 15  29 0.363636 -1
5 59  29 0.363636 -1
5 78 14 30 0.333333 -1
5 56  30 0.444444 -1
5   30 0.222222 -1
5 74 6 31 1 -1
5 40  32 0.333333 -1
5 45  32 0.333333 -1
5 64  32 0.333333 -1
5 37 48 33 1 -1
5 18 78 34 0.428571 -1
5   34 0.285714 -1
5   34 0.285714 -1
5 1  35 1 -1
5   36 0.25 -1
5   36 0.25 -1
5 22  36 0.5 -1
5   37 1 -1
5 3 0 38 0.333333 -1
5 59  38 0.444444 -1
5   38 0.222222 -1
5   39 0.2 -1
5 20  39 0.4 -1
5 13  39 0.4 -1
5 77  40 1 -1
5   41 0.285714 -1
5   41 0.285714 -1
5 48 31 41 0.428571 -1
5   42 1 -1
5   43 1 -1
5 23  44 0.666667 -1
5   44 0.333333 -1
5   45 0.25 -1
5   45 0.25 -1
5 27  45 0.5 -1
5 66  46 0.5 -1
5 79  46 0.5 -1
5 43 59 47 0.428571 -1
5 20  47 0.571429 -1
5 17 46 48 0.6 -1
5   48 0.4 -1
5 27 33 49 1 -1
5 36 59 50 1 -1
5   51 0.333333 -1
5 16  51 0.666667 -1
5 39  52 0.4 -1
5 22  52 0.4 -1
5   52 0.2 -1
5   53 0.25 -1
5 73  53 0.5 -1
5   53 0.25 -1
5 1  54 0.666667 -1
5   54 0.333333 -1
5 51  55 0.363636 -1
5 31  55 0.363636 -1
5 66 27 55 0.272727 -1
5 45 77 56 1 -1
5 61  57 0.5 -1
5   57 0.25 -1
5   57 0.25 -1
5 46 9 58 1 -1
5   59 0.2 -1
5 52  59 0.4 -1
5 33  59 0.4 -1
5   60 0.222222 -1
5 77  60 0.444444 -1
5 51 41 60 0.333333 -1
5 13 37 61 1 -1
5   62 0.333333 -1
5   62 0.333333 -1
5   62 0.333333 -1
5 42  63 0.444444 -1
5   63 0.222222 -1
5 36 16 63 0.333333 -1
5   64 0.25 -1
5 51  64 0.5 -1
5   64 0.25 -1
5 37  65 1 -1
5 29 33 66 0.375 -1
5 52 31 66 0.375 -1
5   66 0.25 -1
5 35 68 67 0.428571 -1
5 47  67 0.571429 -1
5   68 0.2 -1
5 23  68 0.4 -1
5 72  68 0.4 -1
5 35 49 69 0.333333 -1
5 40 45 69 0.333333 -1
5 4 44 69 0.333333 -1
5   70 0.333333 -1
5 59  70 0.666667 -1
5 3  71 1 -1
5 45 33 72 1 -1
5 14 51 73 0.375 -1
5   73 0.25 -1
5 55 21 73 0.375 -1
5 36  74 0.333333 -1
5 60  74 0.333333 -1
5 73  74 0.333333 -1
5   75 0.333333 -1
5 38  75 0.666667 -1
5   76 0.5 -1
5   76 0.5 -1
5 35 14 77 1 -1
5 69  78 1 -1
5 78 71 79 1 -1
6 3 40 0 1 -1
6   1 1 -1
6   2 0.285714 -1
6   2 0.285714 -1
6 43 35 2 0.428571 -1
6 21 13 3 0.333333 -1
6 38  3 0.444444 -1
6   3 0.222222 -1
6 41  4 0.444444 -1
6   4 0.222222 -1
6 28 3 4 0.333333 -1
6 30  5 0.5 -1
6 72  5 0.5 -1
6 49  7 0.571429 -1
6 9 39 7 0.428571 -1
6 2 16 8 0.5 -1
6 51 67 8 0.5 -1
6 46 67 9 1 -1
6 45  10 0.666667 -1
6   10 0.333333 -1
6 60  11 0.444444 -1
6   11 0.222222 -1
6 64 1 11 0.333333 -1
6 72 54 12 0.428571 -1
6   12 0.285714 -1
6   12 0.285714 -1
6 31 45 13 0.428571 -1
6 10  13 0.571429 -1
6   14 0.4 -1
6 59 68 14 0.6 -1
6 29  15 0.666667 -1
6   15 0.333333 -1
6   16 0.5 -1
6   16 0.5 -1
6   17 0.333333 -1
6   17 0.333333 -1
6   17 0.333333 -1
6 51 61 18 0.333333 -1
6 73  18 0.444444 -1
6   18 0.222222 -1
6 65 72 19 0.333333 -1
6   19 0.222222 -1
6 45  19 0.444444 -1
6 2  20 0.666667 -1
6   20 0.333333 -1
6 52  21 0.666667 -1
6   21 0.333333 -1
6 29  22 0.571429 -1
6 33 72 22 0.428571 -1
6 20  23 0.666667 -1
6   23 0.333333 -1
6   24 1 -1
6   25 1 -1
6 37 49 26 0.428571 -1
6 73  26 0.571429 -1
6   27 1 -1
6 0 44 28 0.6 -1
6   28 0.4 -1
6   29 1 -1
6   30 0.25 -1
6   30 0.25 -1
6 23  30 0.5 -1
6 60  31 1 -1
6 21 52 32 0.428571 -1
6   32 0.285714 -1
6   32 0.285714 -1
6 10  33 1 -1
6 76 46 34 0.333333 -1
6 41  34 0.444444 -1
6   34 0.222222 -1
6 25 20 35 0.5 -1
6 33 39 35 0.5 -1
6 56  36 0.444444 -1
6   36 0.222222 -1
6 46 48 36 0.333333 -1
6 64  37 0.571429 -1
6 35 1 37 0.428571 -1
6 16  38 1 -1
6 47 58 39 0.333333 -1
6 17 15 39 0.333333 -1
6 66 48 39 0.333333 -1
6   40 1 -1
6   41 0.222222 -1
6 23  41 0.444444 -1
6 25 23 41 0.333333 -1
6   42 0.333333 -1
6 28  42 0.666667 -1
6 15 48 43 0.333333 -1
6 60  43 0.444444 -1
6   43 0.222222 -1
6 45 73 44 0.5 -1
6 69 74 44 0.5 -1
6   45 1 -1
6 2 57 46 0.375 -1
6 22 52 46 0.375 -1
6   46 0.25 -1
6 50  47 0.5 -1
6 16  47 0.5 -1
6 39  48 0.5 -1
6 57  48 0.5 -1
6 60 46 49 0.6 -1
6   49 0.4 -1
